OrgName	seqLen	oriSP	oriEP	Ter	
NC_008601	1910031	190964	144	95554	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
168	CR	CDS	93832	96573	+	-	94391	-	
170	CR	CDS	96649	97485	+	-	93479	-	
172	CR	CDS	97601	98830	+	+	92134	-	
174	CR	CDS	98862	99479	+	+	91485	-	
176	CR	tRNA	99479	100177	+	-	90787	-	
178	CR	tRNA	100182	100994	+	-	89970	-	
180	CR	tRNA	101001	102545	-	-	88419	-	
182	CR	tRNA	102854	103510	+	-	87454	-	
184	CR	CDS	103528	104523	+	+	86441	-	
186	CR	CDS	104604	105119	+	-	85845	-	
188	CR	CDS	105126	106073	-	+	84891	-	
190	CR	CDS	106142	106807	-	-	84157	-	
192	CR	CDS	107210	107902	+	-	83062	-	
194	CR	CDS	107899	109104	-	-	81860	-	
196	CR	CDS	109204	109821	+	-	81143	-	
198	CR	CDS	109818	110486	+	-	80478	-	
200	CR	ND	110479	111495	-	-	79469	-	
202	CR	CDS	111566	112462	-	-	78502	-	
204	CR	CDS	112565	113719	+	-	77245	-	
206	CR	CDS	113785	116088	-	-	74876	-	
208	CR	CDS	116266	116862	+	+	74102	-	
210	CR	CDS	116870	117226	+	+	73738	-	
212	CR	ND	117300	117572	-	-	73392	-	
214	CR	CDS	117842	119626	+	-	71338	-	
216	CR	CDS	119640	120719	+	-	70245	-	
218	CR	CDS	120737	121717	-	-	69247	-	
220	CR	CDS	121812	122336	-	-	68628	-	
222	CR	CDS	122333	122776	-	-	68188	-	
224	CR	CDS	122786	123997	-	-	66967	-	
226	CR	CDS	123990	124595	-	-	66369	-	
228	CR	CDS	124588	125655	-	-	65309	-	
230	CR	CDS	126046	127296	+	-	63668	-	
232	CR	CDS	127306	129003	-	-	61961	-	
234	CR	CDS	129104	129457	-	-	61507	-	
236	CR	CDS	129531	130454	+	-	60510	-	
238	CR	rRNA	130544	131083	+	-	59881	-	
240	CR	rRNA	131219	131641	+	-	59323	-	
242	CR	tRNA	131668	132117	+	-	58847	-	
244	CR	rRNA	132141	133220	+	-	57744	-	
246	CR	tRNA	133207	133659	+	-	57305	-	
248	CR	tRNA	133833	134312	+	-	56652	-	
250	CR	tRNA	134418	135572	+	-	55392	-	
252	CR	ND	135582	137678	+	-	53286	-	
254	CR	tRNA	137693	139126	+	-	51838	-	
256	CR	CDS	139163	140371	+	+	50593	-	
258	CR	CDS	140546	142324	+	-	48640	-	
260	CR	CDS	142461	143405	+	-	47559	-	
262	CR	CDS	143587	144894	-	-	46070	-	
264	CR	CDS	145232	146200	-	-	44764	-	
266	CR	CDS	146389	148245	+	+	42719	-	
268	CR	CDS	148576	149244	+	+	41720	-	
270	CR	tRNA	149241	150143	+	-	40821	-	
272	CR	tRNA	150192	150536	+	-	40428	-	
274	CR	tRNA	150533	150940	+	-	40024	-	
276	CR	CDS	151080	151697	+	+	39267	-	
278	CR	CDS	151694	151867	-	-	39097	-	
280	CR	CDS	151997	153796	+	+	37168	-	
282	CR	CDS	153815	155131	+	+	35833	-	
284	CR	CDS	155218	156759	+	+	34205	-	
286	CR	CDS	156853	158739	+	+	32225	-	
288	CR	CDS	158724	159263	+	-	31701	-	
290	CR	CDS	159214	159858	+	-	31106	-	
292	CR	CDS	159846	160673	+	-	30291	-	
294	CR	CDS	160692	160766	-	-	30198	-	
296	CR	tRNA	160862	161491	+	-	29473	-	
298	CR	tRNA	161561	162475	+	-	28489	-	
300	CR	CDS	162491	163060	+	+	27904	-	
302	CR	CDS	163054	163836	-	-	27128	-	
304	CR	CDS	163865	165589	-	-	25375	-	
306	CR	CDS	166018	166443	-	+	24521	-	
308	CR	CDS	166430	167899	-	+	23065	-	
310	CR	CDS	168063	170078	+	-	20886	-	
312	CR	CDS	170179	171066	+	-	19898	-	
314	CR	CDS	171468	172004	-	-	18960	-	
316	CR	CDS	172102	172644	-	-	18320	-	
318	CR	CDS	172767	174437	-	-	16527	-	
320	CR	CDS	174585	175046	+	-	15918	-	
322	CR	CDS	175050	175940	+	-	15024	-	
324	CR	CDS	175937	176620	+	-	14344	-	
326	CR	CDS	176722	177984	+	-	12980	-	
328	CR	CDS	178028	179173	+	-	11791	-	
330	CR	CDS	179199	180056	+	-	10908	-	
332	CR	CDS	180070	181710	-	-	9254	-	
334	CR	ND	181982	182959	+	-	8005	-	
336	CR	CDS	183091	184821	+	-	6143	-	
338	CR	CDS	185205	185747	-	+	5217	-	
340	CR	CDS	185846	186718	-	+	4246	-	
342	CR	CDS	186727	188268	-	+	2696	-	
344	CR	CDS	188350	189387	-	-	1577	-	
346	CR	CDS	189507	190484	-	-	480	-	
348	CR	CDS	190570	191088	+	-	-124	-	
350	CR	CDS	191251	192876	+	-	-1912	-	
352	CR	CDS	193022	194290	+	-	-3326	-	
354	CR	CDS	194356	195903	-	+	-4939	-	
356	CR	CDS	196080	197366	+	-	-6402	-	
358	CR	CDS	197370	197903	+	-	-6939	-	
360	CR	CDS	197922	198641	-	-	-7677	-	
362	CR	CDS	198739	199581	-	-	-8617	-	
364	CR	CDS	199523	200200	-	-	-9236	-	
366	CR	CDS	200202	201119	-	-	-10155	-	
368	CR	CDS	201194	202417	-	-	-11453	-	
370	CR	CDS	202538	203002	-	-	-12038	-	
372	CR	CDS	203013	203609	-	+	-12645	-	
374	CR	CDS	203616	204812	+	-	-13848	-	
376	CR	CDS	204831	205406	+	+	-14442	-	
378	CR	CDS	205403	207556	+	-	-16592	-	
380	CR	CDS	207623	208801	-	-	-17837	-	
382	CR	CDS	208869	209609	-	+	-18645	-	
384	CR	CDS	209802	210995	-	-	-20031	-	
386	CR	CDS	211006	212760	-	-	-21796	-	
388	CR	CDS	213217	214584	-	-	-23620	-	
390	CR	CDS	216593	217495	+	-	-26531	-	
392	CR	CDS	217534	219564	+	-	-28600	-	
394	CR	CDS	219561	220163	+	+	-29199	-	
396	CR	CDS	220165	220497	+	-	-29533	-	
398	CR	CDS	220528	221376	+	-	-30412	-	
400	CR	CDS	221521	222564	-	-	-31600	-	
402	CR	CDS	222639	223334	-	-	-32370	-	
404	CR	CDS	223334	224185	-	-	-33221	-	
406	CR	CDS	224192	224626	-	-	-33662	-	
408	CR	CDS	224772	225728	+	+	-34764	-	
410	CR	CDS	225741	226652	+	-	-35688	-	
412	CR	CDS	226642	227118	+	+	-36154	-	
414	CR	CDS	227115	228116	+	+	-37152	-	
416	CR	CDS	228118	229116	+	-	-38152	-	
418	CR	CDS	229107	229976	+	+	-39012	-	
420	CR	CDS	229966	231591	+	-	-40627	-	
422	CR	CDS	231598	232266	+	-	-41302	-	
424	CR	CDS	232274	232756	+	+	-41792	-	
426	CR	CDS	232787	233227	+	-	-42263	-	
428	CR	CDS	234222	236981	+	+	-46017	-	
430	CR	CDS	237281	237946	+	-	-46982	-	
432	CR	CDS	238094	238429	+	-	-47465	-	
434	CR	CDS	238426	239583	-	+	-48619	-	
436	CR	CDS	240473	241126	-	-	-50162	-	
438	CR	CDS	241266	241643	+	-	-50679	-	
440	CR	CDS	241817	243208	+	+	-52244	-	
442	CR	CDS	243339	244745	+	+	-53781	-	
444	CR	CDS	244745	245713	+	+	-54749	-	
446	CR	CDS	246583	248121	+	+	-57157	-	
448	CR	CDS	248314	248389	-	+	-57425	-	
450	CR	CDS	248452	249375	-	-	-58411	-	
452	CR	CDS	249457	249999	-	-	-59035	-	
454	CR	ND	250191	250910	+	-	-59946	-	
456	CR	CDS	250932	251801	+	-	-60837	-	
458	CR	CDS	251805	252554	+	-	-61590	-	
460	CR	ND	252583	253140	+	-	-62176	-	
462	CR	CDS	253173	253946	+	-	-62982	-	
464	CR	ND	253960	254754	+	-	-63790	-	
466	CR	CDS	254764	255210	+	-	-64246	-	
468	CR	CDS	255214	255810	+	-	-64846	-	
470	CR	rRNA	255945	256319	+	-	-65355	-	
472	CR	rRNA	256358	256831	+	-	-65867	-	
474	CR	tRNA	256846	258960	+	-	-67996	-	
476	CR	rRNA	258981	259298	+	-	-68334	-	
478	CR	CDS	259402	260034	+	+	-69070	-	
480	CR	CDS	260067	260690	+	-	-69726	-	
482	CR	CDS	260687	260986	+	-	-70022	-	
484	CR	CDS	261008	261832	+	+	-70868	-	
486	CR	CDS	261847	262125	+	-	-71161	-	
488	CR	CDS	262141	262476	+	-	-71512	-	
490	CR	CDS	262491	263162	+	-	-72198	-	
492	CR	CDS	263162	263575	+	-	-72611	-	
494	CR	CDS	263575	263775	+	-	-72811	-	
496	CR	CDS	263788	264039	+	-	-73075	-	
498	CR	CDS	264131	264499	+	-	-73535	-	
500	CR	CDS	264521	264838	+	-	-73874	-	
502	CR	CDS	264850	265389	+	-	-74425	-	
504	CR	CDS	265408	265713	+	-	-74749	-	
506	CR	CDS	265730	266128	+	-	-75164	-	
508	CR	CDS	266147	266683	+	-	-75719	-	
510	CR	CDS	266706	267059	+	-	-76095	-	
512	CR	ND	267087	267587	+	-	-76623	-	
514	CR	CDS	267594	267779	+	+	-76815	-	
516	CR	CDS	267786	268217	+	-	-77253	-	
518	CR	CDS	268228	269553	+	-	-78589	-	
520	CR	CDS	269577	269690	+	-	-78726	-	
522	CR	CDS	269807	270163	+	-	-79199	-	
524	CR	CDS	270202	270591	+	+	-79627	-	
526	CR	CDS	270613	271233	+	-	-80269	-	
528	CR	CDS	271291	272262	+	-	-81298	-	
530	CR	ND	272307	272744	+	-	-81780	-	
532	CR	CDS	272930	274816	+	-	-83852	-	
534	CR	CDS	274900	275403	+	-	-84439	-	
536	CR	CDS	275553	275780	-	-	-84816	-	
538	CR	CDS	275911	277422	-	-	-86458	-	
540	CR	CDS	277740	279380	+	-	-88416	-	
542	CR	CDS	279453	279875	+	-	-88911	-	
544	CR	CDS	279916	280818	+	+	-89854	-	
546	CR	CDS	280833	282014	+	-	-91050	-	
548	CR	CDS	281992	282402	+	-	-91438	-	
550	CR	tRNA	282485	283543	+	-	-92579	-	
552	CR	CDS	283566	285107	+	-	-94143	-	
554	CR	CDS	285160	286665	+	-	-95701	-	
556	CR	CDS	286878	287093	-	-	-96129	-	
558	CR	CDS	287215	287946	-	-	-96982	-	
560	CR	CDS	288029	288424	+	-	-97460	-	
562	CR	CDS	288433	288882	+	-	-97918	-	
564	CR	CDS	288913	289809	+	-	-98845	-	
566	CR	CDS	289901	291434	+	-	-100470	-	
568	CR	CDS	291793	292797	+	-	-101833	-	
570	CR	CDS	292790	294010	+	-	-103046	-	
572	CR	CDS	294223	294786	+	-	-103822	-	
574	CR	CDS	294845	295612	+	-	-104648	-	
576	CR	CDS	295763	295839	+	-	-104875	-	
578	CR	CDS	296016	296717	+	-	-105753	-	
580	CR	CDS	296739	297284	+	-	-106320	-	
582	CR	CDS	297299	298753	-	-	-107789	-	
584	CR	tRNA	298865	299068	+	-	-108104	-	
586	CR	CDS	299467	300084	-	+	-109120	-	
588	CR	tRNA	300085	302586	-	-	-111622	-	
590	CR	tRNA	302708	303376	+	-	-112412	-	
592	CR	tRNA	303623	305077	+	-	-114113	-	
594	CR	tRNA	305086	305724	+	-	-114760	-	
596	CR	CDS	305744	306730	+	-	-115766	-	
598	CR	CDS	306996	308504	+	+	-117540	-	
600	CR	CDS	308570	310249	+	-	-119285	-	
602	CR	ND	310260	311567	+	-	-120603	-	
604	CR	CDS	311638	311985	+	-	-121021	-	
606	CR	CDS	311969	312895	+	-	-121931	-	
608	CR	CDS	312892	314298	+	-	-123334	-	
610	CR	CDS	314309	314929	+	+	-123965	-	
612	CR	CDS	315040	315717	+	+	-124753	-	
614	CR	CDS	315736	316656	+	-	-125692	-	
616	CR	CDS	316669	318477	+	-	-127513	-	
618	CR	CDS	318501	320306	+	-	-129342	-	
620	CR	CDS	320389	321768	+	-	-130804	-	
622	CR	CDS	321772	322716	+	-	-131752	-	
624	CR	CDS	322772	323962	+	-	-132998	-	
626	CR	CDS	323976	324467	+	-	-133503	-	
628	CR	CDS	324491	324814	-	-	-133850	-	
630	CR	CDS	324845	325591	-	-	-134627	-	
632	CR	CDS	325736	326791	-	-	-135827	-	
634	CR	CDS	326808	328172	+	-	-137208	-	
636	CR	CDS	328174	328455	-	-	-137491	-	
638	CR	CDS	328468	329970	-	-	-139006	-	
640	CR	CDS	330336	331079	-	-	-140115	-	
642	CR	CDS	331082	331777	-	-	-140813	-	
644	CR	CDS	331919	333019	+	-	-142055	-	
646	CR	CDS	333238	333474	-	-	-142510	-	
648	CR	CDS	333491	333784	-	-	-142820	-	
650	CR	CDS	333784	334446	-	-	-143482	-	
652	CR	CDS	334521	335054	-	-	-144090	-	
654	CR	CDS	335054	335818	-	+	-144854	-	
656	CR	CDS	335822	336625	-	-	-145661	-	
658	CR	CDS	336639	336911	-	-	-145947	-	
660	CR	CDS	336914	337738	-	-	-146774	-	
662	CR	CDS	337778	338464	-	-	-147500	-	
664	CR	CDS	338499	338654	-	-	-147690	-	
666	CR	CDS	338681	338917	-	-	-147953	-	
668	CR	CDS	339051	339395	-	-	-148431	-	
670	CR	CDS	339525	341564	+	-	-150600	-	
672	CR	CDS	341568	341765	+	-	-150801	-	
674	CR	CDS	342333	343847	+	-	-152883	-	
676	CR	CDS	344391	345038	+	-	-154074	-	
678	CR	CDS	345056	345409	+	-	-154445	-	
680	CR	CDS	345433	345768	-	-	-154804	-	
682	CR	CDS	345945	346190	-	-	-155226	-	
684	CR	CDS	346272	347585	-	-	-156621	-	
686	CR	CDS	347652	349238	-	-	-158274	-	
688	CR	CDS	349251	350966	-	-	-160002	-	
690	CR	CDS	351041	352147	-	-	-161183	-	
692	CR	tRNA	352147	353400	-	-	-162436	-	
694	CR	CDS	353592	354056	+	-	-163092	-	
696	CR	CDS	354037	354999	+	-	-164035	-	
698	CR	CDS	355001	355363	+	-	-164399	-	
700	CR	CDS	355372	356193	+	-	-165229	-	
702	CR	CDS	356198	356422	-	-	-165458	-	
704	CR	CDS	356574	357281	+	-	-166317	-	
706	CR	CDS	357297	357737	+	-	-166773	-	
708	CR	CDS	357724	358635	+	+	-167671	-	
710	CR	CDS	358647	359954	+	-	-168990	-	
712	CR	CDS	359964	360209	+	+	-169245	-	
714	CR	CDS	360228	360851	+	-	-169887	-	
716	CR	CDS	360958	362277	+	-	-171313	-	
718	CR	CDS	362380	363102	+	-	-172138	-	
720	CR	CDS	363126	363356	+	-	-172392	-	
722	CR	ND	363337	364836	+	-	-173872	-	
724	CR	CDS	364836	366365	+	-	-175401	-	
726	CR	ND	366625	367554	+	-	-176590	-	
728	CR	CDS	367604	368227	+	+	-177263	-	
730	CR	CDS	368251	369009	+	+	-178045	-	
732	CR	CDS	369054	369143	-	-	-178179	-	
734	CR	CDS	369322	370557	+	-	-179593	-	
736	CR	CDS	371729	372253	+	-	-181289	-	
738	CR	CDS	372857	373087	+	-	-182123	-	
740	CR	CDS	373090	373368	+	-	-182404	-	
742	CR	CDS	373472	374329	+	-	-183365	-	
744	CR	CDS	374491	374709	+	-	-183745	-	
746	CR	CDS	374890	376086	+	-	-185122	-	
748	CR	CDS	376108	376317	+	-	-185353	-	
750	CR	CDS	376636	377253	+	-	-186289	-	
752	CR	CDS	378265	379017	+	-	-188053	-	
754	CR	CDS	379010	380464	+	-	-189500	-	
756	CR	CDS	380755	381129	+	-	-190165	-	
758	CR	CDS	381374	381619	+	-	-190655	-	
760	CR	CDS	382197	383183	+	-	-192219	-	
762	CR	CDS	383357	384595	+	-	-193631	-	
764	CR	CDS	384608	384997	-	-	-194033	-	
766	CR	CDS	385017	385376	-	-	-194412	-	
768	CR	CDS	385390	386244	-	-	-195280	-	
770	CR	CDS	386247	386753	-	-	-195789	-	
772	CR	CDS	386852	387559	+	-	-196595	-	
774	CR	CDS	387613	387936	-	-	-196972	-	
776	CR	CDS	388041	388991	-	-	-198027	-	
778	CR	CDS	389096	390163	-	+	-199199	-	
780	CR	CDS	390167	390742	-	-	-199778	-	
782	CR	CDS	390790	391710	-	+	-200746	-	
784	CR	CDS	391849	392904	+	-	-201940	-	
786	CR	CDS	392906	395071	-	-	-204107	-	
788	CR	CDS	395068	395433	-	-	-204469	-	
790	CR	CDS	395576	396229	+	-	-205265	-	
792	CR	CDS	396549	397547	+	-	-206583	-	
794	CR	tRNA	397548	398084	-	-	-207120	-	
796	CR	tRNA	398089	399459	-	-	-208495	-	
798	CR	CDS	399467	400237	-	-	-209273	-	
800	CR	CDS	400234	400833	-	+	-209869	-	
802	CR	CDS	400836	401894	-	-	-210930	-	
804	CR	CDS	402035	402688	-	-	-211724	-	
806	CR	CDS	402707	403219	-	-	-212255	-	
808	CR	CDS	403380	403937	+	-	-212973	-	
810	CR	CDS	403941	404732	+	+	-213768	-	
812	CR	CDS	404707	406101	-	-	-215137	-	
814	CR	CDS	406141	406614	+	-	-215650	-	
816	CR	CDS	406706	407818	+	-	-216854	-	
818	CR	CDS	407867	409057	-	-	-218093	-	
820	CR	CDS	409260	410147	+	-	-219183	-	
822	CR	CDS	410233	411882	+	-	-220918	-	
824	CR	CDS	412117	413349	-	-	-222385	-	
826	CR	CDS	413582	414019	-	+	-223055	-	
828	CR	CDS	414149	414556	-	-	-223592	-	
830	CR	CDS	414941	415660	+	-	-224696	-	
832	CR	CDS	415800	416648	+	-	-225684	-	
834	CR	CDS	416811	417101	+	-	-226137	-	
836	CR	CDS	417319	418362	+	-	-227398	-	
838	CR	CDS	418362	420674	+	-	-229710	-	
840	CR	CDS	420678	421253	+	-	-230289	-	
842	CR	CDS	421370	421861	+	-	-230897	-	
844	CR	CDS	421865	422962	+	-	-231998	-	
846	CR	CDS	422959	423312	-	-	-232348	-	
848	CR	CDS	423393	425399	-	-	-234435	-	
850	CR	CDS	425491	425862	+	+	-234898	-	
852	CR	CDS	425944	426393	+	-	-235429	-	
854	CR	CDS	426551	427030	+	-	-236066	-	
856	CR	CDS	427130	427633	+	-	-236669	-	
858	CR	CDS	427666	428133	+	-	-237169	-	
860	CR	CDS	428206	429648	+	-	-238684	-	
862	CR	CDS	429702	431996	-	-	-241032	-	
864	CR	CDS	432195	432836	+	+	-241872	-	
866	CR	CDS	432829	433743	+	-	-242779	-	
868	CR	CDS	433757	434464	+	-	-243500	-	
870	CR	CDS	434467	435348	+	+	-244384	-	
872	CR	CDS	435345	435935	+	+	-244971	-	
874	CR	CDS	435995	436615	-	-	-245651	-	
876	CR	CDS	436773	437240	+	-	-246276	-	
878	CR	CDS	437235	437720	-	-	-246756	-	
880	CR	ND	437707	440514	-	-	-249550	-	
882	CR	CDS	440607	441527	-	-	-250563	-	
884	CR	CDS	441678	443492	+	-	-252528	-	
886	CR	CDS	443654	445327	+	-	-254363	-	
888	CR	CDS	445344	446789	+	-	-255825	-	
890	CR	CDS	446993	448390	+	-	-257426	-	
892	CR	CDS	448359	449663	+	-	-258699	-	
894	CR	CDS	449671	450519	+	-	-259555	-	
896	CR	CDS	450598	451473	+	-	-260509	-	
898	CR	CDS	451475	452251	-	-	-261287	-	
900	CR	CDS	452274	454379	-	-	-263415	-	
902	CR	CDS	454529	455932	+	-	-264968	-	
904	CR	CDS	455936	457252	+	-	-266288	-	
906	CR	CDS	457266	458282	+	-	-267318	-	
908	CR	CDS	458374	461274	+	-	-270310	-	
910	CR	CDS	461255	463573	+	+	-272609	-	
912	CR	CDS	463591	464250	+	+	-273286	-	
914	CR	CDS	464765	465103	-	+	-274139	-	
916	CR	CDS	465109	466767	-	+	-275803	-	
918	CR	CDS	466760	467347	-	-	-276383	-	
920	CR	CDS	467349	468101	-	-	-277137	-	
922	CR	CDS	468195	469211	+	-	-278247	-	
924	CR	CDS	469213	469476	-	-	-278512	-	
926	CR	CDS	469550	470080	-	-	-279116	-	
928	CR	CDS	470141	470755	+	-	-279791	-	
930	CR	tRNA	470805	471407	+	-	-280443	-	
932	CR	CDS	471404	472627	-	-	-281663	-	
934	CR	CDS	472644	474701	-	-	-283737	-	
936	CR	CDS	474850	474941	-	-	-283977	-	
938	CR	CDS	474969	475044	-	-	-284080	-	
940	CR	CDS	475224	475760	-	-	-284796	-	
942	CR	CDS	476249	477772	+	-	-286808	-	
944	CR	CDS	477868	477944	-	-	-286980	-	
946	CR	CDS	477959	478034	-	-	-287070	-	
948	CR	CDS	478108	480969	+	-	-290005	-	
950	CR	CDS	481018	481134	+	-	-290170	-	
952	CR	CDS	481348	482235	+	+	-291271	-	
954	CR	CDS	483383	484438	-	-	-293474	-	
956	CR	CDS	484552	485208	-	-	-294244	-	
958	CR	CDS	486541	486876	+	-	-295912	-	
960	CR	CDS	486849	487700	-	+	-296736	-	
962	CR	CDS	487800	488780	+	-	-297816	-	
964	CR	CDS	488789	489832	+	-	-298868	-	
966	CR	CDS	489846	491213	+	-	-300249	-	
968	CR	CDS	491234	493072	+	+	-302108	-	
970	CR	CDS	493144	493677	+	+	-302713	-	
972	CR	CDS	493674	493871	-	-	-302907	-	
974	CR	CDS	493871	494074	-	-	-303110	-	
976	CR	CDS	494325	494654	-	+	-303690	-	
978	CR	CDS	494781	495551	+	-	-304587	-	
980	CR	CDS	495553	496401	+	+	-305437	-	
982	CR	CDS	496504	498732	+	+	-307768	-	
984	CR	CDS	498729	499415	+	-	-308451	-	
986	CR	CDS	499402	500001	-	+	-309037	-	
988	CR	CDS	499994	501112	-	-	-310148	-	
990	CR	CDS	501311	503287	+	-	-312323	-	
992	CR	CDS	503301	503723	-	+	-312759	-	
994	CR	CDS	504268	505497	+	-	-314533	-	
996	CR	CDS	505748	509227	+	-	-318263	-	
998	CR	CDS	509303	509938	+	-	-318974	-	
1000	CR	CDS	509999	510121	+	-	-319157	-	
1002	CR	CDS	510648	511910	+	-	-320946	-	
1004	CR	CDS	511903	512598	+	-	-321634	-	
1006	CR	CDS	512714	514855	+	-	-323891	-	
1008	CR	CDS	514946	516022	+	-	-325058	-	
1010	CR	CDS	516080	516463	+	-	-325499	-	
1012	CR	CDS	516528	517895	+	-	-326931	-	
1014	CR	CDS	517901	519346	+	-	-328382	-	
1016	CR	CDS	519765	523157	+	-	-332193	-	
1018	CR	CDS	523321	523686	+	-	-332722	-	
1020	CR	CDS	523814	524659	-	-	-333695	-	
1022	CR	CDS	524685	527897	-	-	-336933	-	
1024	CR	CDS	527931	529853	-	-	-338889	-	
1026	CR	CDS	530155	531789	+	-	-340825	-	
1028	CR	CDS	531823	533094	+	-	-342130	-	
1030	CR	CDS	533104	534573	+	+	-343609	-	
1032	CR	CDS	534678	536951	+	-	-345987	-	
1034	CR	CDS	536994	538457	+	-	-347493	-	
1036	CR	CDS	538549	539439	+	-	-348475	-	
1038	CR	CDS	539650	541089	+	-	-350125	-	
1040	CR	CDS	541170	541529	+	-	-350565	-	
1042	CR	CDS	541881	543239	+	-	-352275	-	
1044	CR	CDS	543248	544066	+	-	-353102	-	
1046	CR	CDS	544116	545216	-	-	-354252	-	
1048	CR	CDS	545312	547732	+	-	-356768	-	
1050	CR	CDS	547735	548688	+	-	-357724	-	
1052	CR	CDS	548701	549990	+	-	-359026	-	
1054	CR	CDS	550018	550740	-	-	-359776	-	
1056	CR	CDS	550730	551356	-	-	-360392	-	
1058	CR	CDS	551516	552886	+	-	-361922	-	
1060	CR	CDS	552883	553629	+	-	-362665	-	
1062	CR	CDS	553645	554289	-	-	-363325	-	
1064	CR	CDS	554319	555512	-	+	-364548	-	
1066	CR	CDS	555784	556827	+	-	-365863	-	
1068	CR	CDS	556910	558136	+	+	-367172	-	
1070	CR	CDS	558170	560011	+	-	-369047	-	
1072	CR	CDS	560098	561510	+	-	-370546	-	
