bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
152	CR	CDS	80526	82649	+	-	303638	+	
154	CR	CDS	82767	83627	+	-	304616	+	
156	CR	CDS	83638	84504	+	-	305493	+	
158	CR	CDS	84580	85959	-	+	305569	+	
160	CR	CDS	86062	86571	+	-	307560	+	
162	CR	CDS	86575	87006	+	-	307995	+	
164	CR	CDS	87148	87936	+	-	308925	+	
166	CR	CDS	88193	88459	+	-	309448	+	
168	CR	CDS	88474	88689	+	-	309678	+	
170	CR	CDS	88739	89062	-	-	309728	+	
172	CR	CDS	89182	90177	-	+	310171	+	
174	CR	CDS	90190	91335	-	+	311179	+	
176	CR	tRNA	91546	91621	+	-	312610	+	
178	CR	tRNA	91628	91701	+	-	312690	+	
180	CR	tRNA	91729	91815	+	-	312804	+	
182	CR	tRNA	91866	91941	+	-	312930	+	
184	CR	CDS	92148	93425	-	+	313137	+	
186	CR	CDS	93468	94412	-	-	314457	+	
188	CR	CDS	94425	96872	-	+	315414	+	
190	CR	CDS	97196	97909	+	-	318898	+	
192	CR	CDS	97949	99085	-	-	318938	+	
194	CR	CDS	99094	100353	-	-	320083	+	
196	CR	CDS	100475	101581	-	-	321464	+	
198	CR	CDS	101783	102103	-	-	322772	+	
200	CR	ND	102194	102364	+	-	323353	+	
202	CR	CDS	102453	103208	-	-	323442	+	
204	CR	CDS	103542	104117	+	-	325106	+	
206	CR	CDS	104277	105274	+	-	326263	+	
208	CR	CDS	105476	106912	+	+	327901	+	
210	CR	CDS	106914	107969	+	+	328958	+	
212	CR	ND	108004	108683	-	-	328993	+	
214	CR	CDS	108685	109818	-	-	329674	+	
216	CR	CDS	109846	110190	-	-	330835	+	
218	CR	CDS	110269	112164	-	-	331258	+	
220	CR	CDS	112465	113220	+	-	334209	+	
222	CR	CDS	113277	114665	-	-	334266	+	
224	CR	CDS	114997	116208	+	-	337197	+	
226	CR	CDS	116337	117230	+	-	338219	+	
228	CR	CDS	117319	117660	-	-	338308	+	
230	CR	CDS	117827	119116	+	-	340105	+	
232	CR	CDS	119451	120080	+	-	341069	+	
234	CR	CDS	120092	120388	-	-	341081	+	
236	CR	CDS	120441	122675	+	-	343664	+	
238	CR	rRNA	123431	123559	-	-	344420	+	
240	CR	rRNA	123800	126702	-	-	344789	+	
242	CR	tRNA	126969	127044	-	-	347958	+	
244	CR	rRNA	127172	128720	-	-	348161	+	
246	CR	tRNA	128892	128968	-	-	349881	+	
248	CR	tRNA	128990	129065	-	-	349979	+	
250	CR	tRNA	129092	129168	-	-	350081	+	
252	CR	ND	129317	131453	-	-	350306	+	
254	CR	tRNA	131584	131660	-	-	352573	+	
256	CR	CDS	132027	132959	+	+	353948	+	
258	CR	CDS	132944	133729	+	-	354718	+	
260	CR	CDS	133907	134920	+	-	355909	+	
262	CR	CDS	134970	135476	-	-	355959	+	
264	CR	CDS	135589	136950	-	-	356578	+	
266	CR	CDS	137335	138525	-	+	358324	+	
268	CR	CDS	138800	139357	+	+	360346	+	
270	CR	tRNA	139513	139588	+	-	360577	+	
272	CR	tRNA	139593	139679	+	-	360668	+	
274	CR	tRNA	139730	139805	+	-	360794	+	
276	CR	CDS	139924	140454	-	+	360913	+	
278	CR	CDS	140689	142005	+	-	362994	+	
280	CR	CDS	142163	143149	-	+	363152	+	
282	CR	CDS	143193	145091	-	+	364182	+	
284	CR	CDS	145395	146435	-	+	366384	+	
286	CR	CDS	146601	147242	+	+	368231	+	
288	CR	CDS	147251	147838	+	-	368827	+	
290	CR	CDS	147842	149017	+	-	370006	+	
292	CR	CDS	149017	150207	+	-	371196	+	
294	CR	CDS	150287	151801	-	-	371276	+	
296	CR	tRNA	152228	152304	-	-	373217	+	
298	CR	tRNA	152328	152404	-	-	373317	+	
300	CR	CDS	152492	153262	-	+	373481	+	
302	CR	CDS	153323	153787	+	-	374776	+	
304	CR	CDS	154039	155118	+	-	376107	+	
306	CR	CDS	155307	156452	-	+	376296	+	
308	CR	CDS	156725	157537	-	+	377714	+	
310	CR	CDS	157823	158704	-	-	378812	+	
312	CR	CDS	158715	159581	-	-	379704	+	
314	CR	CDS	159574	160476	-	-	380563	+	
316	CR	CDS	160522	161208	-	-	381511	+	
318	CR	CDS	161558	162547	+	-	383536	+	
320	CR	CDS	162558	164459	+	-	385448	+	
322	CR	CDS	164623	165762	+	-	386751	+	
324	CR	CDS	165924	166130	+	-	387119	+	
326	CR	CDS	166166	166357	+	-	387346	+	
328	CR	CDS	166400	167287	-	-	387389	+	
330	CR	CDS	167287	168519	-	-	388276	+	
332	CR	CDS	168629	169336	-	-	389618	+	
334	CR	ND	169396	170726	-	-	390385	+	
336	CR	CDS	170930	171160	-	-	391919	+	
338	CR	CDS	171416	172144	-	+	392405	+	
340	CR	CDS	172161	173099	-	+	393150	+	
342	CR	CDS	173727	174677	-	+	394716	+	
344	CR	CDS	174863	175033	-	-	395852	+	
346	CR	CDS	175056	175580	-	-	396045	+	
348	CR	CDS	175737	176609	+	-	397598	+	
350	CR	CDS	176718	178088	-	-	397707	+	
352	CR	CDS	178304	178903	-	-	399293	+	
354	CR	CDS	178997	179308	+	+	400297	+	
356	CR	CDS	179599	180942	+	-	401931	+	
358	CR	CDS	180945	182180	+	-	403169	+	
360	CR	CDS	182173	182907	+	-	403896	+	
362	CR	CDS	182907	183533	+	-	404522	+	
364	CR	CDS	183537	184133	+	-	405122	+	
366	CR	CDS	184146	185381	+	-	406370	+	
368	CR	CDS	185525	186565	+	-	407554	+	
370	CR	CDS	186568	186828	+	-	407817	+	
372	CR	CDS	186840	188096	+	+	409085	+	
374	CR	CDS	188140	188874	-	-	409129	+	
376	CR	CDS	188876	189850	-	+	409865	+	
378	CR	CDS	189958	190746	+	-	411735	+	
380	CR	CDS	190826	191308	-	-	411815	+	
382	CR	CDS	191340	192080	-	+	412329	+	
384	CR	CDS	192211	194529	-	-	413200	+	
386	CR	CDS	194557	195411	-	-	415546	+	
388	CR	CDS	195915	196829	+	-	417818	+	
390	CR	CDS	197006	198451	+	-	419440	+	
392	CR	CDS	198638	199465	-	-	419627	+	
394	CR	CDS	199474	200610	-	+	420463	+	
396	CR	CDS	200733	201140	+	-	422129	+	
398	CR	CDS	201358	201627	+	-	422616	+	
400	CR	CDS	201591	202151	+	-	423140	+	
402	CR	CDS	202161	202931	+	-	423920	+	
404	CR	CDS	203291	204640	+	-	425629	+	
406	CR	CDS	204748	205188	-	-	425737	+	
408	CR	CDS	205217	205741	-	+	426206	+	
410	CR	CDS	205838	206620	-	-	426827	+	
412	CR	CDS	206691	207284	+	+	428273	+	
414	CR	CDS	207287	208645	+	+	429634	+	
416	CR	CDS	208672	212007	+	-	432996	+	
418	CR	CDS	212017	213090	+	+	434079	+	
420	CR	CDS	213175	214035	+	-	435024	+	
422	CR	CDS	214053	214820	+	-	435809	+	
424	CR	CDS	214867	215823	+	+	436812	+	
426	CR	CDS	215881	216921	+	-	437910	+	
428	CR	CDS	217030	217380	-	+	438019	+	
430	CR	CDS	217417	218157	-	-	438406	+	
432	CR	CDS	218195	218722	-	-	439184	+	
434	CR	CDS	218767	219015	-	+	439756	+	
436	CR	CDS	219308	220081	+	-	441070	+	
438	CR	CDS	220104	221915	+	-	442904	+	
440	CR	CDS	222200	222742	+	+	443731	+	
442	CR	CDS	222762	223850	+	+	444839	+	
444	CR	CDS	223852	224712	+	+	445701	+	
446	CR	CDS	225814	226539	-	+	446803	+	
448	CR	CDS	226608	227258	+	+	448247	+	
450	CR	CDS	227577	229121	-	-	448566	+	
452	CR	CDS	229603	231642	+	-	452631	+	
454	CR	ND	231874	233393	+	-	454382	+	
456	CR	CDS	233477	234634	+	-	455623	+	
458	CR	CDS	234763	235293	+	-	456282	+	
460	CR	ND	235441	238519	+	-	459508	+	
462	CR	CDS	238674	239303	-	-	459663	+	
464	CR	ND	239516	241313	-	-	460505	+	
466	CR	CDS	239516	240229	-	-	460505	+	
468	CR	CDS	241428	242015	-	-	462417	+	
470	CR	rRNA	242269	242397	-	-	463258	+	
472	CR	rRNA	242637	245539	-	-	463626	+	
474	CR	tRNA	245806	245881	-	-	466795	+	
476	CR	rRNA	246009	247557	-	-	466998	+	
478	CR	CDS	247910	248818	-	+	468899	+	
480	CR	CDS	248948	250414	+	-	471403	+	
482	CR	CDS	250524	251015	+	-	472004	+	
484	CR	CDS	251125	252696	+	+	473685	+	
486	CR	CDS	252758	253660	-	-	473747	+	
488	CR	CDS	253772	254233	+	-	475222	+	
490	CR	CDS	254272	255474	-	-	475261	+	
492	CR	CDS	255662	256972	+	-	477961	+	
494	CR	CDS	257080	257547	-	-	478069	+	
496	CR	CDS	257623	257997	-	-	478612	+	
498	CR	CDS	258296	260425	+	-	481414	+	
500	CR	CDS	260507	261451	+	-	482440	+	
502	CR	CDS	261572	263413	+	-	484402	+	
504	CR	CDS	263591	264979	+	-	485968	+	
506	CR	CDS	265270	265416	-	-	486259	+	
508	CR	CDS	265624	265833	-	-	486613	+	
510	CR	CDS	265901	266251	-	-	486890	+	
512	CR	ND	266330	267378	+	-	488367	+	
514	CR	CDS	267493	268470	-	+	488482	+	
516	CR	CDS	268478	270328	-	-	489467	+	
518	CR	CDS	270398	270691	-	-	491387	+	
520	CR	CDS	270799	271020	-	-	491788	+	
522	CR	CDS	271017	271535	-	-	492006	+	
524	CR	CDS	271600	272748	-	+	492589	+	
526	CR	CDS	273092	274183	-	-	494081	+	
528	CR	CDS	274307	274753	-	-	495296	+	
530	CR	ND	274892	279121	-	-	495881	+	
532	CR	CDS	279439	282270	-	-	500428	+	
534	CR	CDS	282424	282930	+	-	503919	+	
536	CR	CDS	283108	283920	-	-	504097	+	
538	CR	CDS	283930	284373	-	-	504919	+	
540	CR	CDS	284377	284829	-	-	505366	+	
542	CR	CDS	284998	285465	-	-	505987	+	
544	CR	CDS	285566	286462	+	+	507451	+	
546	CR	CDS	286573	287220	+	-	508209	+	
548	CR	CDS	287390	287713	+	-	508702	+	
550	CR	tRNA	288153	288242	-	-	509142	+	
552	CR	CDS	288442	289434	-	-	509431	+	
554	CR	CDS	289511	290098	-	-	510500	+	
556	CR	CDS	290110	290835	-	-	511099	+	
558	CR	CDS	290912	291955	+	-	512944	+	
560	CR	CDS	292279	294450	+	-	515439	+	
562	CR	CDS	294525	296222	+	-	517211	+	
564	CR	CDS	296234	298951	+	-	519940	+	
566	CR	CDS	299047	299403	-	-	520036	+	
568	CR	CDS	299486	300085	+	-	521074	+	
570	CR	CDS	300127	301830	+	-	522819	+	
572	CR	CDS	301840	302865	+	-	523854	+	
574	CR	CDS	302991	303836	+	-	524825	+	
576	CR	CDS	303876	304808	-	-	524865	+	
578	CR	CDS	304808	305674	-	-	525797	+	
580	CR	CDS	305753	306394	-	-	526742	+	
582	CR	CDS	306418	307134	-	-	527407	+	
584	CR	tRNA	307279	307354	-	-	528268	+	
586	CR	CDS	307435	308877	-	+	528424	+	
588	CR	tRNA	309048	309123	+	-	530112	+	
590	CR	tRNA	309167	309242	+	-	530231	+	
592	CR	tRNA	309301	309376	+	-	530365	+	
594	CR	tRNA	309429	309504	+	-	530493	+	
596	CR	CDS	309627	311282	+	-	532271	+	
598	CR	CDS	311302	312111	-	+	532291	+	
600	CR	CDS	312108	312593	-	-	533097	+	
602	CR	ND	312596	313259	-	-	533585	+	
604	CR	CDS	313495	314253	+	-	535242	+	
606	CR	CDS	314478	315794	-	-	535467	+	
608	CR	CDS	315850	316593	-	-	536839	+	
610	CR	CDS	316654	318360	-	+	537643	+	
612	CR	CDS	318376	319668	-	+	539365	+	
614	CR	CDS	319804	321018	+	-	542007	+	
616	CR	CDS	321135	322391	+	-	543380	+	
618	CR	CDS	322500	323867	-	-	543489	+	
620	CR	CDS	323902	325140	-	-	544891	+	
622	CR	CDS	325363	327531	-	-	546352	+	
624	CR	CDS	327506	327712	-	-	548495	+	
626	CR	CDS	327787	327993	-	-	548776	+	
628	CR	CDS	328070	328456	+	-	549445	+	
630	CR	CDS	328470	328787	-	-	549459	+	
632	CR	CDS	329034	330296	+	-	551285	+	
634	CR	CDS	330350	331042	-	-	551339	+	
636	CR	CDS	331039	332259	-	-	552028	+	
638	CR	CDS	332256	333650	-	-	553245	+	
640	CR	CDS	333647	334096	-	-	554636	+	
642	CR	CDS	334212	334766	+	-	555755	+	
644	CR	CDS	335399	336298	+	-	557287	+	
646	CR	CDS	336321	337850	+	-	558839	+	
648	CR	CDS	337900	338637	+	-	559626	+	
650	CR	CDS	338634	339194	+	-	560183	+	
652	CR	CDS	339194	339613	+	-	560602	+	
654	CR	CDS	339663	340571	-	+	560652	+	
656	CR	CDS	340637	341452	+	-	562441	+	
658	CR	CDS	341452	342618	+	-	563607	+	
660	CR	CDS	342649	343542	+	-	564531	+	
662	CR	CDS	343715	344002	+	-	564991	+	
664	CR	CDS	344054	345061	-	-	565043	+	
666	CR	CDS	345069	345683	-	-	566058	+	
668	CR	CDS	345746	346318	-	-	566735	+	
670	CR	CDS	346365	347105	-	-	567354	+	
672	CR	CDS	347265	347729	-	-	568254	+	
674	CR	CDS	347763	349529	-	-	568752	+	
676	CR	CDS	349748	350266	+	-	571255	+	
678	CR	CDS	350319	351044	+	-	572033	+	
680	CR	CDS	351138	351374	+	-	572363	+	
682	CR	CDS	351371	351775	+	-	572764	+	
684	CR	CDS	351842	352249	+	-	573238	+	
686	CR	CDS	352323	353012	+	-	574001	+	
688	CR	CDS	353326	354678	+	-	575667	+	
690	CR	CDS	354711	354974	+	-	575963	+	
692	CR	tRNA	355348	355437	-	-	576337	+	
694	CR	CDS	355648	356214	-	-	576637	+	
696	CR	CDS	356252	357268	+	-	578257	+	
698	CR	CDS	357367	358662	+	-	579651	+	
700	CR	CDS	358722	359126	+	-	580115	+	
702	CR	CDS	359129	359839	+	-	580828	+	
704	CR	CDS	359839	361155	+	-	582144	+	
706	CR	CDS	361233	363464	+	-	584453	+	
708	CR	CDS	363479	363835	+	+	584824	+	
710	CR	CDS	363918	364511	+	-	585500	+	
712	CR	CDS	364513	364851	+	+	585840	+	
714	CR	CDS	364851	365897	+	-	586886	+	
716	CR	CDS	365938	368130	-	-	586927	+	
718	CR	CDS	368213	368953	+	-	589942	+	
720	CR	CDS	369038	369382	+	-	590371	+	
722	CR	ND	369588	370117	+	-	591106	+	
724	CR	CDS	370110	370391	+	-	591380	+	
726	CR	ND	370452	372912	+	-	593901	+	
728	CR	CDS	372967	373806	+	+	594795	+	
730	CR	CDS	373806	374669	+	+	595658	+	
732	CR	CDS	374666	375118	+	-	596107	+	
734	CR	CDS	375133	375735	+	-	596724	+	
736	CR	CDS	375895	376539	-	-	596884	+	
738	CR	CDS	376624	377901	-	-	597613	+	
740	CR	CDS	378043	379059	-	-	599032	+	
742	CR	CDS	379232	379927	-	-	600221	+	
744	CR	CDS	380643	381365	+	-	602354	+	
746	CR	CDS	381362	382099	+	-	603088	+	
748	CR	CDS	382121	383065	+	-	604054	+	
750	CR	CDS	383075	383722	+	-	604711	+	
752	CR	CDS	383822	384637	-	-	604811	+	
754	CR	CDS	384630	385478	-	-	605619	+	
756	CR	CDS	385482	386402	-	-	606471	+	
758	CR	CDS	386402	387283	-	-	607391	+	
760	CR	CDS	387648	388526	-	-	608637	+	
762	CR	CDS	388752	389924	+	-	610913	+	
764	CR	CDS	390026	390565	+	-	611554	+	
766	CR	CDS	390637	391548	+	-	612537	+	
768	CR	CDS	391558	392664	+	-	613653	+	
770	CR	CDS	392674	393945	+	-	614934	+	
772	CR	CDS	393962	394576	+	-	615565	+	
774	CR	CDS	394627	394821	-	-	615616	+	
776	CR	CDS	394821	395162	-	-	615810	+	
778	CR	CDS	395202	397061	-	+	616191	+	
780	CR	CDS	397080	397766	-	-	618069	+	
782	CR	CDS	397817	398341	-	+	618806	+	
784	CR	CDS	398354	398677	-	-	619343	+	
786	CR	CDS	398734	399150	-	-	619723	+	
788	CR	CDS	399174	400388	-	-	620163	+	
790	CR	CDS	400455	400907	-	-	621444	+	
792	CR	CDS	400960	401685	-	-	621949	+	
794	CR	tRNA	401796	401871	-	-	622785	+	
796	CR	tRNA	401895	401970	-	-	622884	+	
798	CR	CDS	402127	402588	-	-	623116	+	
800	CR	CDS	402612	403895	-	+	623601	+	
802	CR	CDS	403937	405055	-	-	624926	+	
804	CR	CDS	405071	405490	-	-	626060	+	
806	CR	CDS	405562	406248	-	-	626551	+	
808	CR	CDS	406265	406675	-	-	627254	+	
810	CR	CDS	407000	408922	+	+	629911	+	
812	CR	CDS	408935	409645	+	-	630634	+	
814	CR	CDS	409670	410221	+	-	631210	+	
816	CR	CDS	410264	411952	+	-	632941	+	
818	CR	CDS	411952	413151	+	-	634140	+	
820	CR	CDS	413194	414204	-	-	634183	+	
822	CR	CDS	414231	414968	-	-	635220	+	
824	CR	CDS	415151	416242	-	-	636140	+	
826	CR	CDS	416291	416875	-	+	637280	+	
828	CR	CDS	417042	417350	+	-	638339	+	
830	CR	CDS	417353	418567	+	-	639556	+	
832	CR	CDS	418569	419888	+	-	640877	+	
834	CR	CDS	420086	420718	+	-	641707	+	
836	CR	CDS	420728	421552	+	-	642541	+	
838	CR	CDS	421650	421937	-	-	642639	+	
840	CR	CDS	422144	423523	+	-	644512	+	
842	CR	CDS	423567	424139	+	-	645128	+	
844	CR	CDS	424136	424807	+	-	645796	+	
846	CR	CDS	424804	426096	-	-	645793	+	
848	CR	CDS	426096	426962	-	-	647085	+	
850	CR	CDS	427035	427982	-	+	648024	+	
852	CR	CDS	428072	428857	-	-	649061	+	
854	CR	CDS	428857	429663	-	-	649846	+	
856	CR	CDS	429835	431262	+	-	652251	+	
858	CR	CDS	431377	432333	+	-	653322	+	
860	CR	CDS	432430	432705	-	-	653419	+	
862	CR	CDS	432796	433764	-	-	653785	+	
864	CR	CDS	434185	436992	+	+	657981	+	
866	CR	CDS	437224	437436	+	-	658425	+	
868	CR	CDS	437760	438557	+	-	659546	+	
870	CR	CDS	438550	439359	+	+	660348	+	
872	CR	CDS	439370	440050	+	+	661039	+	
874	CR	CDS	439995	441338	+	-	662327	+	
876	CR	CDS	441507	442889	+	-	663878	+	
878	CR	CDS	443031	443330	+	-	664319	+	
880	CR	ND	443273	443943	+	-	664932	+	
882	CR	CDS	444029	445348	-	-	665018	+	
884	CR	CDS	445394	446116	+	-	667105	+	
886	CR	CDS	446149	447204	-	-	667138	+	
888	CR	CDS	447351	448718	+	-	669707	+	
890	CR	CDS	448763	449488	-	-	669752	+	
892	CR	CDS	449613	451157	+	-	672146	+	
894	CR	CDS	451167	451700	+	-	672689	+	
896	CR	CDS	451754	453586	-	-	672743	+	
898	CR	CDS	453698	453970	-	-	674687	+	
900	CR	CDS	454110	454700	-	-	675099	+	
902	CR	CDS	454736	455530	-	-	675725	+	
904	CR	CDS	455597	456193	-	-	676586	+	
906	CR	CDS	456269	456958	-	-	677258	+	
908	CR	CDS	456967	458304	-	-	677956	+	
910	CR	CDS	458314	458727	-	+	679303	+	
912	CR	CDS	458724	459245	-	+	679713	+	
914	CR	CDS	459242	459748	-	+	680231	+	
916	CR	CDS	459749	460546	-	+	680738	+	
918	CR	CDS	460645	463239	+	-	684228	+	
920	CR	CDS	463327	464172	+	-	685161	+	
922	CR	CDS	464325	464654	+	-	685643	+	
924	CR	CDS	464716	465318	+	-	686307	+	
926	CR	CDS	465334	467289	+	-	688278	+	
928	CR	CDS	467398	467736	+	-	688725	+	
930	CR	tRNA	467760	467845	+	-	688834	+	
932	CR	CDS	468265	469935	-	-	689254	+	
934	CR	CDS	469937	470878	-	-	690926	+	
936	CR	CDS	470880	472379	-	-	691869	+	
938	CR	CDS	472451	472987	-	-	693440	+	
940	CR	CDS	473074	473349	-	-	694063	+	
942	CR	CDS	473358	473549	-	-	694347	+	
944	CR	CDS	473621	474919	-	-	694610	+	
946	CR	CDS	474970	475494	-	-	695959	+	
948	CR	CDS	475521	476303	-	-	696510	+	
950	CR	CDS	476358	477341	-	-	697347	+	
952	CR	CDS	477338	477997	-	+	698327	+	
954	CR	CDS	477987	479030	-	-	698976	+	
956	CR	CDS	479100	480041	-	-	700089	+	
958	CR	CDS	480112	480651	-	-	701101	+	
960	CR	CDS	480783	481574	+	+	702563	+	
962	CR	CDS	481624	482499	-	-	702613	+	
964	CR	CDS	482692	485103	+	-	706092	+	
966	CR	CDS	485219	486370	+	-	707359	+	
968	CR	CDS	486503	487162	+	+	708151	+	
970	CR	CDS	487192	488424	+	+	709413	+	
972	CR	CDS	488468	489310	-	-	709457	+	
974	CR	CDS	489320	490183	-	-	710309	+	
976	CR	CDS	490631	491542	+	+	712531	+	
978	CR	CDS	491635	492918	+	-	713907	+	
980	CR	CDS	492987	494090	+	+	715079	+	
982	CR	CDS	494202	495290	+	+	716279	+	
984	CR	CDS	495356	495955	+	-	716944	+	
986	CR	CDS	495991	496740	+	+	717729	+	
988	CR	CDS	496722	497498	+	-	718487	+	
990	CR	CDS	497498	498163	+	-	719152	+	
992	CR	CDS	498427	499629	+	+	720618	+	
994	CR	CDS	499815	500243	-	-	720804	+	
996	CR	CDS	500273	501646	-	-	721262	+	
998	CR	CDS	501663	502532	-	-	722652	+	
1000	CR	CDS	502548	504089	-	-	723537	+	
1002	CR	CDS	504102	504635	-	-	725091	+	
1004	CR	CDS	504648	505118	-	-	725637	+	
1006	CR	CDS	505168	505422	-	-	726157	+	
1008	CR	CDS	505478	506266	-	-	726467	+	
1010	CR	CDS	506303	506677	-	-	727292	+	
1012	CR	CDS	506803	507414	-	-	727792	+	
1014	CR	CDS	507554	507931	-	-	728543	+	
1016	CR	CDS	508047	508649	+	-	729638	+	
1018	CR	CDS	508649	509122	+	-	730111	+	
1020	CR	CDS	509452	509955	+	-	730944	+	
1022	CR	CDS	510454	510810	+	-	731799	+	
1024	CR	CDS	510901	511609	-	-	731890	+	
1026	CR	CDS	511828	512355	+	-	733344	+	
1028	CR	CDS	512366	513700	+	-	734689	+	
1030	CR	CDS	513770	514822	-	+	734759	+	
1032	CR	CDS	514963	516258	+	-	737247	+	
1034	CR	CDS	516703	517866	+	-	738855	+	
1036	CR	CDS	518034	518453	+	-	739442	+	
1038	CR	CDS	518467	519948	+	-	740937	+	
1040	CR	CDS	519961	520932	+	-	741921	+	
1042	CR	CDS	520952	521830	+	-	742819	+	
1044	CR	CDS	521928	522848	+	-	743837	+	
1046	CR	CDS	522876	523874	+	-	744863	+	
1048	CR	CDS	523980	524531	+	-	745520	+	
1050	CR	CDS	524671	525159	-	-	745660	+	
1052	CR	CDS	525211	526122	-	-	746200	+	
1054	CR	CDS	526184	526903	+	-	747892	+	
1056	CR	CDS	526956	527942	-	-	747945	+	
1058	CR	CDS	528159	528935	-	-	749148	+	
1060	CR	CDS	528932	530488	-	-	749921	+	
1062	CR	CDS	530561	534808	-	-	751550	+	
1064	CR	CDS	535050	539081	-	+	756039	+	
1066	CR	CDS	539465	540154	-	-	760454	+	
1068	CR	CDS	540159	540587	-	+	761148	+	
1070	CR	CDS	540760	541476	-	-	761749	+	
1072	CR	CDS	541560	542813	-	-	762549	+	
1074	CR	CDS	542912	543700	-	-	763901	+	
1076	CR	CDS	543709	545253	-	-	764698	+	
1078	CR	CDS	545466	546122	+	-	767111	+	
1080	CR	CDS	546078	547118	-	-	767067	+	
1082	CR	CDS	547186	548265	-	-	768175	+	
1084	CR	CDS	548376	549536	-	+	769365	+	
1086	CR	CDS	549638	550456	-	-	770627	+	
1088	CR	CDS	550534	550794	+	-	771783	+	
1090	CR	CDS	550936	552156	-	-	771925	+	
1092	CR	CDS	552193	552744	-	-	773182	+	
1094	CR	CDS	552783	553811	-	-	773772	+	
1096	CR	CDS	554043	554258	+	-	775247	+	
1098	CR	CDS	554392	556173	+	+	777162	+	
1100	CR	CDS	556243	558132	+	+	779121	+	
1102	CR	CDS	558436	559863	-	+	779425	+	
1104	CR	CDS	560041	560826	-	-	781030	+	
1106	CR	CDS	560901	561578	-	-	781890	+	
