OrgName	seqLen	oriSP	oriEP	Ter	
NC_000964	4215606	4214414	409	2107411	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
94	CR	CDS	42917	43660	+	-	42508	+	
96	CR	CDS	43647	43946	+	-	43238	+	
98	CR	CDS	43921	44799	+	-	43512	+	
100	CR	CDS	44848	45138	-	+	44439	+	
102	CR	CDS	45633	47627	+	-	45224	+	
104	CR	CDS	47706	48473	+	-	47297	+	
106	CR	CDS	48629	49942	+	-	48220	+	
108	CR	CDS	50087	50647	+	-	49678	+	
110	CR	CDS	50640	51518	+	-	50231	+	
112	CR	CDS	51680	52552	+	-	51271	+	
114	CR	CDS	52763	53023	+	-	52354	+	
116	CR	CDS	53183	53368	+	-	52774	+	
118	CR	CDS	53516	54385	+	+	53107	+	
120	CR	CDS	54441	55298	+	-	54032	+	
122	CR	CDS	55295	55672	+	-	54886	+	
124	CR	CDS	55866	56159	+	+	55457	+	
126	CR	CDS	56352	57722	+	-	55943	+	
128	CR	CDS	57745	58698	+	-	57336	+	
130	CR	CDS	58783	59397	+	-	58374	+	
132	CR	CDS	59504	60070	+	-	59095	+	
134	CR	CDS	60130	60360	+	-	59721	+	
136	CR	CDS	60430	63963	+	+	60021	+	
138	CR	CDS	64099	64635	+	+	63690	+	
140	CR	CDS	64817	66415	+	-	64408	+	
142	CR	CDS	66405	67874	+	-	65996	+	
144	CR	CDS	67877	68137	+	-	67468	+	
146	CR	CDS	68216	68518	+	-	67807	+	
148	CR	CDS	68515	69150	+	-	68106	+	
150	CR	CDS	69168	69545	+	-	68759	+	
152	CR	CDS	69626	70012	+	-	69217	+	
154	CR	CDS	70181	70257	+	-	69772	+	
156	CR	CDS	70267	70338	+	-	69858	+	
158	CR	CDS	70538	73021	+	+	70129	+	
160	CR	CDS	73106	73843	+	-	72697	+	
162	CR	CDS	73809	74825	+	-	73400	+	
164	CR	CDS	74929	76347	+	-	74520	+	
166	CR	CDS	76344	76886	+	-	75935	+	
168	CR	CDS	76984	78897	+	-	76575	+	
170	CR	CDS	79092	79868	+	-	78683	+	
172	CR	CDS	79880	80755	+	+	79471	+	
174	CR	CDS	80802	81695	+	+	80393	+	
176	CR	tRNA	81771	82697	+	-	81362	+	
178	CR	tRNA	82864	84276	+	-	82455	+	
180	CR	tRNA	84290	84874	+	-	83881	+	
182	CR	tRNA	84874	85755	+	-	84465	+	
184	CR	CDS	85737	86594	+	+	85328	+	
186	CR	CDS	86587	86949	+	-	86178	+	
188	CR	CDS	86946	87449	+	+	86537	+	
190	CR	CDS	87401	87610	+	-	86992	+	
192	CR	CDS	87634	88635	+	-	87225	+	
194	CR	CDS	88727	90226	+	-	88318	+	
196	CR	CDS	90536	92089	+	-	90127	+	
198	CR	CDS	92254	95181	+	-	91845	+	
200	CR	ND	95237	95354	+	-	94828	+	
202	CR	CDS	95375	95450	+	-	94966	+	
204	CR	CDS	95455	95530	+	-	95046	+	
206	CR	CDS	95567	95642	+	-	95158	+	
208	CR	CDS	95649	95731	+	+	95240	+	
210	CR	CDS	95772	95846	+	+	95363	+	
212	CR	ND	95861	95946	+	-	95452	+	
214	CR	CDS	95956	96032	+	-	95547	+	
216	CR	CDS	96060	96136	+	-	95651	+	
218	CR	CDS	96146	96221	+	-	95737	+	
220	CR	CDS	96392	97945	+	-	95983	+	
222	CR	CDS	98110	101037	+	-	97701	+	
224	CR	CDS	101093	101211	+	-	100684	+	
226	CR	CDS	101449	101913	+	-	101040	+	
228	CR	CDS	101927	102484	+	-	101518	+	
230	CR	CDS	102484	103575	+	-	102075	+	
232	CR	CDS	103572	106004	+	-	103163	+	
234	CR	CDS	106096	107472	+	-	105687	+	
236	CR	CDS	107476	108558	+	-	107067	+	
238	CR	rRNA	108674	109774	+	-	108265	+	
240	CR	rRNA	109789	110487	+	-	109380	+	
242	CR	tRNA	110480	110956	+	-	110071	+	
244	CR	rRNA	111047	112498	+	-	110638	+	
246	CR	tRNA	112800	113453	+	-	112391	+	
248	CR	tRNA	113450	114850	+	-	113041	+	
250	CR	tRNA	114854	115285	+	-	114445	+	
252	CR	ND	115269	116018	+	-	114860	+	
254	CR	tRNA	116025	116537	+	-	115616	+	
256	CR	CDS	116600	117256	+	+	116191	+	
258	CR	CDS	117349	117498	+	-	116940	+	
260	CR	CDS	117532	117711	+	-	117123	+	
262	CR	CDS	117890	118423	+	-	117481	+	
264	CR	CDS	118591	119016	+	-	118182	+	
266	CR	CDS	119111	119809	+	+	118702	+	
268	CR	CDS	119855	119995	+	+	119446	+	
270	CR	tRNA	120061	120561	+	-	119652	+	
272	CR	tRNA	120607	120978	+	-	120198	+	
274	CR	tRNA	121068	121673	+	-	120659	+	
276	CR	CDS	121919	125500	+	+	121510	+	
278	CR	CDS	125562	129161	+	-	125153	+	
280	CR	CDS	129340	129588	+	+	128931	+	
282	CR	CDS	129702	130118	+	+	129293	+	
284	CR	CDS	130160	130630	+	+	129751	+	
286	CR	CDS	130684	132762	+	+	130275	+	
288	CR	CDS	132882	134072	+	-	132473	+	
290	CR	CDS	134171	135127	+	-	133762	+	
292	CR	CDS	135364	135672	+	-	134955	+	
294	CR	CDS	135712	136341	+	-	135303	+	
296	CR	tRNA	136369	136992	+	-	135960	+	
298	CR	tRNA	136992	137279	+	-	136583	+	
300	CR	CDS	137311	138144	+	+	136902	+	
302	CR	CDS	138202	138480	+	-	137793	+	
304	CR	CDS	138497	138838	+	-	138088	+	
306	CR	CDS	138842	139498	+	+	138433	+	
308	CR	CDS	139500	139934	+	+	139091	+	
310	CR	CDS	139924	140124	+	-	139515	+	
312	CR	CDS	140147	140410	+	-	139738	+	
314	CR	CDS	140451	140819	+	-	140042	+	
316	CR	CDS	140857	141168	+	-	140448	+	
318	CR	CDS	141195	141734	+	-	140786	+	
320	CR	CDS	141757	141942	+	-	141348	+	
322	CR	CDS	141974	142372	+	-	141565	+	
324	CR	CDS	142402	142941	+	-	141993	+	
326	CR	CDS	142974	143336	+	-	142565	+	
328	CR	CDS	143361	143861	+	-	142952	+	
330	CR	CDS	143875	144054	+	-	143466	+	
332	CR	CDS	144085	144525	+	-	143676	+	
334	CR	ND	144527	145822	+	-	144118	+	
336	CR	CDS	145877	146530	+	-	145468	+	
338	CR	CDS	146527	147273	+	+	146118	+	
340	CR	CDS	147312	147536	+	+	146903	+	
342	CR	CDS	147585	147803	+	+	147176	+	
344	CR	CDS	147837	147950	+	-	147428	+	
346	CR	CDS	147973	148338	+	-	147564	+	
348	CR	CDS	148359	148754	+	-	147950	+	
350	CR	CDS	148931	149875	+	-	148522	+	
352	CR	CDS	149953	150315	+	-	149544	+	
354	CR	CDS	150443	151288	+	+	150034	+	
356	CR	CDS	151303	152133	+	-	150894	+	
358	CR	CDS	152130	152927	+	-	151721	+	
360	CR	CDS	152937	153680	+	-	152528	+	
362	CR	CDS	153737	153793	+	-	153328	+	
364	CR	CDS	153842	154279	+	-	153433	+	
366	CR	CDS	154300	154692	+	-	153891	+	
368	CR	CDS	155156	155923	+	-	154747	+	
370	CR	CDS	156109	156552	+	-	155700	+	
372	CR	CDS	156612	157325	+	+	156203	+	
374	CR	CDS	157421	158479	+	-	157012	+	
376	CR	CDS	158515	159072	-	+	158106	+	
378	CR	CDS	159182	159778	+	-	158773	+	
380	CR	CDS	159779	160543	-	-	159370	+	
382	CR	CDS	160893	162445	+	+	160484	+	
384	CR	CDS	162610	165535	+	-	162201	+	
386	CR	CDS	165591	165707	+	-	165182	+	
388	CR	CDS	165754	165825	+	-	165345	+	
390	CR	CDS	165830	165902	+	-	165421	+	
392	CR	CDS	165959	166033	+	-	165550	+	
394	CR	CDS	166064	166140	+	+	165655	+	
396	CR	CDS	166168	166244	+	-	165759	+	
398	CR	CDS	166253	166328	+	-	165844	+	
400	CR	CDS	166500	168053	+	-	166091	+	
402	CR	CDS	168218	171141	+	-	167809	+	
404	CR	CDS	171197	171314	+	-	170788	+	
406	CR	CDS	171498	173049	+	-	171089	+	
408	CR	CDS	173214	176141	+	+	172805	+	
410	CR	CDS	176197	176315	+	-	175788	+	
412	CR	CDS	177083	178519	+	+	176674	+	
414	CR	CDS	178665	179585	+	+	178256	+	
416	CR	CDS	179595	180347	-	-	179186	+	
418	CR	CDS	180344	181354	-	+	179935	+	
420	CR	CDS	181347	182351	-	-	180938	+	
422	CR	CDS	182370	183323	-	-	181961	+	
424	CR	CDS	183414	185003	-	+	183005	+	
426	CR	CDS	185194	186438	-	-	184785	+	
428	CR	CDS	186452	188380	-	+	186043	+	
430	CR	CDS	188408	189733	-	-	187999	+	
432	CR	CDS	189790	191157	-	-	189381	+	
434	CR	CDS	191183	192034	-	+	190774	+	
436	CR	CDS	192051	192965	-	-	191642	+	
438	CR	CDS	193075	193557	-	-	192666	+	
440	CR	CDS	193570	194025	-	+	193161	+	
442	CR	CDS	194205	194279	+	+	193796	+	
444	CR	CDS	194283	194358	+	+	193874	+	
446	CR	CDS	194363	194435	+	+	193954	+	
448	CR	CDS	194458	194542	+	+	194049	+	
450	CR	CDS	194547	194621	+	-	194138	+	
452	CR	CDS	194849	195412	+	-	194440	+	
454	CR	ND	195426	196052	+	-	195017	+	
456	CR	CDS	196213	197034	+	-	195804	+	
458	CR	CDS	197027	198478	+	-	196618	+	
460	CR	ND	198497	199843	+	-	198088	+	
462	CR	CDS	200017	200187	+	-	199608	+	
464	CR	ND	200277	202079	+	-	199868	+	
466	CR	CDS	202547	203458	-	-	202138	+	
468	CR	CDS	203729	204364	+	-	203320	+	
470	CR	rRNA	204351	204890	+	-	203942	+	
472	CR	rRNA	205409	206926	+	-	205000	+	
474	CR	tRNA	206941	209556	+	-	206532	+	
476	CR	rRNA	209633	210160	+	-	209224	+	
478	CR	CDS	210224	210514	+	+	209815	+	
480	CR	CDS	210572	210946	+	-	210163	+	
482	CR	CDS	211429	211731	+	-	211020	+	
484	CR	CDS	211859	213031	+	+	211450	+	
486	CR	CDS	213155	213469	+	-	212746	+	
488	CR	CDS	213941	214108	+	-	213532	+	
490	CR	CDS	214175	215407	+	-	213766	+	
492	CR	CDS	215404	216894	+	-	214995	+	
494	CR	CDS	216913	217632	+	-	216504	+	
496	CR	CDS	217697	219040	+	-	217288	+	
498	CR	CDS	219087	219602	+	-	218678	+	
500	CR	CDS	219607	220032	+	-	219198	+	
502	CR	CDS	220279	221256	+	-	219870	+	
504	CR	CDS	221258	221929	+	-	220849	+	
506	CR	CDS	221950	222912	+	-	221541	+	
508	CR	CDS	222971	223234	+	-	222562	+	
510	CR	CDS	223219	223989	-	-	222810	+	
512	CR	ND	224075	224932	-	-	223666	+	
514	CR	CDS	225064	226248	+	+	224655	+	
516	CR	CDS	226566	227954	+	-	226157	+	
518	CR	CDS	228066	228314	+	-	227657	+	
520	CR	CDS	228331	228522	+	-	227922	+	
522	CR	CDS	228549	229352	-	-	228140	+	
524	CR	CDS	229525	230778	+	+	229116	+	
526	CR	CDS	230819	231079	-	-	230410	+	
528	CR	CDS	231348	232967	+	-	230939	+	
530	CR	ND	233014	233895	-	-	232605	+	
532	CR	CDS	233994	235328	-	-	233585	+	
534	CR	CDS	235625	235873	+	-	235216	+	
536	CR	CDS	235965	236882	+	-	235556	+	
538	CR	CDS	236879	238129	+	-	236470	+	
540	CR	CDS	238164	238448	-	-	237755	+	
542	CR	CDS	238644	239555	-	-	238235	+	
544	CR	CDS	239644	241842	-	+	239235	+	
546	CR	CDS	241917	242837	-	-	241508	+	
548	CR	CDS	242834	243661	-	-	242425	+	
550	CR	tRNA	243892	245046	+	-	243483	+	
552	CR	CDS	245190	246131	+	-	244781	+	
554	CR	CDS	246094	246492	+	-	245685	+	
556	CR	CDS	246658	247548	+	-	246249	+	
558	CR	CDS	247744	248277	+	-	247335	+	
560	CR	CDS	248268	248756	+	-	247859	+	
562	CR	CDS	248749	249540	+	-	248340	+	
564	CR	CDS	249595	249873	+	-	249186	+	
566	CR	CDS	249979	251319	+	-	249570	+	
568	CR	CDS	251427	252314	+	-	251018	+	
570	CR	CDS	252514	253482	+	-	252105	+	
572	CR	CDS	253518	254762	-	-	253109	+	
574	CR	CDS	254907	256802	-	-	254498	+	
576	CR	CDS	256823	257572	-	-	256414	+	
578	CR	CDS	257791	258498	+	-	257382	+	
580	CR	CDS	258532	258807	+	-	258123	+	
582	CR	CDS	259016	260086	+	-	258607	+	
584	CR	tRNA	260123	261535	-	-	259714	+	
586	CR	CDS	261656	262603	-	+	261247	+	
588	CR	tRNA	262732	264168	-	-	262323	+	
590	CR	tRNA	264191	265174	-	-	263782	+	
592	CR	tRNA	265476	266708	+	-	265067	+	
594	CR	tRNA	266719	267663	+	-	266310	+	
596	CR	CDS	267890	268816	+	-	267481	+	
598	CR	CDS	268846	270312	+	+	268437	+	
600	CR	CDS	270396	271763	+	-	269987	+	
602	CR	ND	271800	273167	+	-	271391	+	
604	CR	CDS	273237	273938	+	-	272828	+	
606	CR	CDS	274029	275561	+	-	273620	+	
608	CR	CDS	275838	276758	+	-	275429	+	
610	CR	CDS	276815	277062	+	+	276406	+	
612	CR	CDS	277160	277321	+	+	276751	+	
614	CR	CDS	277342	278280	+	-	276933	+	
616	CR	CDS	278377	279057	+	-	277968	+	
618	CR	CDS	279059	279994	+	-	278650	+	
620	CR	CDS	280086	281009	+	-	279677	+	
622	CR	CDS	281028	281714	+	-	280619	+	
624	CR	CDS	281769	282155	-	-	281360	+	
626	CR	CDS	282469	282897	+	-	282060	+	
628	CR	CDS	283003	283734	+	-	282594	+	
630	CR	CDS	283816	283992	+	-	283407	+	
632	CR	CDS	284011	285762	+	-	283602	+	
634	CR	CDS	285775	285987	+	-	285366	+	
636	CR	CDS	286048	286776	+	-	285639	+	
638	CR	CDS	286773	287420	-	-	286364	+	
640	CR	CDS	287499	288611	+	-	287090	+	
642	CR	CDS	288653	290092	-	-	288244	+	
644	CR	CDS	290132	290698	-	-	289723	+	
646	CR	CDS	290915	292042	+	-	290506	+	
648	CR	CDS	292205	292843	+	-	291796	+	
650	CR	CDS	292881	293264	-	-	292472	+	
652	CR	CDS	293499	294575	+	-	293090	+	
654	CR	CDS	294615	295571	-	+	294206	+	
656	CR	CDS	295584	296285	-	-	295175	+	
658	CR	CDS	296429	297169	+	-	296020	+	
660	CR	CDS	297170	298330	+	-	296761	+	
662	CR	CDS	298466	299398	+	-	298057	+	
664	CR	CDS	299438	300502	-	-	299029	+	
666	CR	CDS	300830	302248	+	-	300421	+	
668	CR	CDS	302435	303796	+	-	302026	+	
670	CR	CDS	303804	304307	-	-	303395	+	
672	CR	CDS	304430	305551	+	-	304021	+	
674	CR	CDS	305658	306434	+	-	305249	+	
676	CR	CDS	306459	308144	+	-	306050	+	
678	CR	CDS	308332	309291	+	-	307923	+	
680	CR	CDS	309347	310042	+	-	308938	+	
682	CR	CDS	310000	310842	+	-	309591	+	
684	CR	CDS	310880	311875	-	-	310471	+	
686	CR	CDS	312159	312758	+	-	311750	+	
688	CR	CDS	312780	313361	+	-	312371	+	
690	CR	CDS	313396	313974	+	-	312987	+	
692	CR	tRNA	314025	314798	+	-	313616	+	
694	CR	CDS	314883	316496	+	-	314474	+	
696	CR	CDS	316512	317603	+	-	316103	+	
698	CR	CDS	317725	318927	+	-	317316	+	
700	CR	CDS	319180	320352	-	-	318771	+	
702	CR	CDS	320421	320723	-	-	320012	+	
704	CR	CDS	321013	322269	+	-	320604	+	
706	CR	CDS	322271	323119	+	-	321862	+	
708	CR	CDS	323119	324000	+	+	322710	+	
710	CR	CDS	324038	325189	-	-	323629	+	
712	CR	CDS	325339	326772	+	+	324930	+	
714	CR	CDS	326888	327469	+	-	326479	+	
716	CR	CDS	327618	329597	+	-	327209	+	
718	CR	CDS	329774	330739	+	-	329365	+	
720	CR	CDS	330771	332396	+	-	330362	+	
722	CR	ND	332441	333979	-	-	332032	+	
724	CR	CDS	334092	334556	+	-	333683	+	
726	CR	ND	334630	335259	+	-	334221	+	
728	CR	CDS	335329	336090	+	+	334920	+	
730	CR	CDS	336092	337432	-	+	335683	+	
732	CR	CDS	337562	338158	+	-	337153	+	
734	CR	CDS	338288	339106	+	-	337879	+	
736	CR	CDS	339156	339749	-	-	338747	+	
738	CR	CDS	340025	340585	+	-	339616	+	
740	CR	CDS	340613	341374	-	-	340204	+	
742	CR	CDS	341492	342466	+	-	341083	+	
744	CR	CDS	342538	343494	+	-	342129	+	
746	CR	CDS	343578	344360	+	-	343169	+	
748	CR	CDS	344551	345462	+	-	344142	+	
750	CR	CDS	345479	347026	+	-	345070	+	
752	CR	CDS	347150	348571	+	-	346741	+	
754	CR	CDS	348724	349959	+	-	348315	+	
756	CR	CDS	349996	350853	-	-	349587	+	
758	CR	CDS	350858	351742	-	-	350449	+	
760	CR	CDS	351842	352696	-	-	351433	+	
762	CR	CDS	352858	353868	+	-	352449	+	
764	CR	CDS	353900	355351	-	-	353491	+	
766	CR	CDS	355412	355732	-	-	355003	+	
768	CR	CDS	355764	358181	-	-	355355	+	
770	CR	CDS	358303	360435	-	-	357894	+	
772	CR	CDS	360442	362757	-	-	360033	+	
774	CR	CDS	362937	364142	+	-	362528	+	
776	CR	CDS	364259	365173	+	-	363850	+	
778	CR	CDS	365170	365754	+	+	364761	+	
780	CR	CDS	365850	366035	+	-	365441	+	
782	CR	CDS	366063	367256	+	+	365654	+	
784	CR	CDS	367305	367985	-	-	366896	+	
786	CR	CDS	367995	368858	-	-	367586	+	
788	CR	CDS	369236	369691	+	-	368827	+	
790	CR	CDS	369773	370105	+	-	369364	+	
792	CR	CDS	370259	371692	+	-	369850	+	
794	CR	tRNA	371729	372127	-	-	371320	+	
796	CR	tRNA	372154	372597	-	-	371745	+	
798	CR	CDS	372771	374492	-	-	372362	+	
800	CR	CDS	374603	375160	-	+	374194	+	
802	CR	CDS	375166	375798	-	-	374757	+	
804	CR	CDS	376032	376394	+	-	375623	+	
806	CR	CDS	376968	387731	+	-	376559	+	
808	CR	CDS	387744	398495	+	-	387335	+	
810	CR	CDS	390880	391020	+	+	390471	+	
812	CR	CDS	398532	402359	+	-	398123	+	
814	CR	CDS	402388	403116	+	-	401979	+	
816	CR	CDS	403217	404443	+	-	402808	+	
818	CR	CDS	404458	405015	-	-	404049	+	
820	CR	CDS	405069	406007	-	-	404660	+	
822	CR	CDS	406131	407465	+	-	405722	+	
824	CR	CDS	407460	407627	-	-	407051	+	
826	CR	CDS	407638	408135	-	+	407229	+	
828	CR	CDS	408240	408887	-	-	407831	+	
830	CR	CDS	409208	409951	-	-	408799	+	
832	CR	CDS	409965	410669	-	-	409556	+	
834	CR	CDS	410656	411462	-	-	410247	+	
836	CR	CDS	411578	412450	-	-	411169	+	
838	CR	CDS	412540	413154	+	-	412131	+	
840	CR	CDS	413157	414578	+	-	412748	+	
842	CR	CDS	414595	414822	+	-	414186	+	
844	CR	CDS	414819	415283	+	-	414410	+	
846	CR	CDS	415350	416195	+	-	414941	+	
848	CR	CDS	416235	417713	-	-	415826	+	
850	CR	CDS	417993	419747	+	+	417584	+	
852	CR	CDS	419763	419984	-	-	419354	+	
854	CR	CDS	420110	421744	+	-	419701	+	
856	CR	CDS	421734	422957	+	-	421325	+	
858	CR	CDS	422982	424103	+	-	422573	+	
860	CR	CDS	424208	424888	-	-	423799	+	
862	CR	CDS	424904	426364	-	-	424495	+	
864	CR	CDS	426577	427260	+	+	426168	+	
866	CR	CDS	427247	428668	+	-	426838	+	
868	CR	CDS	428831	429979	+	-	428422	+	
870	CR	CDS	429963	430085	+	+	429554	+	
872	CR	CDS	430356	430469	-	+	429947	+	
874	CR	CDS	430623	431987	-	-	430214	+	
876	CR	CDS	432372	433322	+	-	431963	+	
878	CR	CDS	433315	434262	+	-	432906	+	
880	CR	ND	434256	435014	+	-	433847	+	
882	CR	CDS	435036	435989	+	-	434627	+	
884	CR	CDS	436036	437454	-	-	435627	+	
886	CR	CDS	437474	438352	-	-	437065	+	
888	CR	CDS	438516	439265	-	-	438107	+	
890	CR	CDS	439282	439569	-	-	438873	+	
892	CR	CDS	439709	440023	+	-	439300	+	
894	CR	CDS	440025	441464	-	-	439616	+	
896	CR	CDS	441571	442881	+	-	441162	+	
898	CR	CDS	442950	444338	+	-	442541	+	
900	CR	CDS	444461	445324	+	-	444052	+	
902	CR	CDS	445344	446129	+	-	444935	+	
904	CR	CDS	446174	446788	-	-	445765	+	
906	CR	CDS	446801	448426	-	-	446392	+	
908	CR	CDS	448461	449033	-	-	448052	+	
910	CR	CDS	449198	449551	+	+	448789	+	
912	CR	CDS	449724	451160	+	+	449315	+	
914	CR	CDS	451185	451616	+	+	450776	+	
916	CR	CDS	451618	452739	+	+	451209	+	
918	CR	CDS	452830	453894	+	-	452421	+	
920	CR	CDS	454029	454592	+	-	453620	+	
922	CR	CDS	454652	455260	-	-	454243	+	
924	CR	CDS	455346	455738	+	-	454937	+	
926	CR	CDS	455771	455935	-	-	455362	+	
928	CR	CDS	456068	456817	+	-	455659	+	
930	CR	tRNA	457023	457796	+	-	456614	+	
932	CR	CDS	457811	459025	+	-	457402	+	
934	CR	CDS	459049	459822	+	-	458640	+	
936	CR	CDS	459867	460589	+	-	459458	+	
938	CR	CDS	460592	461599	+	-	460183	+	
940	CR	CDS	461615	462367	+	-	461206	+	
942	CR	CDS	462431	463072	+	-	462022	+	
944	CR	CDS	463245	463490	+	-	462836	+	
946	CR	CDS	463496	463783	-	-	463087	+	
948	CR	CDS	463934	465940	+	-	463525	+	
950	CR	CDS	466042	466944	+	-	465633	+	
952	CR	CDS	467130	469214	+	+	466721	+	
954	CR	CDS	469426	470937	+	-	469017	+	
956	CR	CDS	470957	471502	-	-	470548	+	
958	CR	CDS	471709	472569	+	-	471300	+	
960	CR	CDS	472585	473088	+	+	472176	+	
962	CR	CDS	473174	473725	+	-	472765	+	
964	CR	CDS	473803	474225	+	-	473394	+	
966	CR	CDS	474731	475540	+	-	474322	+	
968	CR	CDS	475584	475874	-	+	475175	+	
970	CR	CDS	476059	476493	+	+	475650	+	
972	CR	CDS	476558	478741	+	-	476149	+	
974	CR	CDS	478944	480032	+	-	478535	+	
976	CR	CDS	480013	480864	+	+	479604	+	
978	CR	CDS	480875	482584	+	-	480466	+	
980	CR	CDS	482577	483839	+	+	482168	+	
982	CR	CDS	483845	485956	+	+	483436	+	
984	CR	CDS	486092	486235	+	-	485683	+	
986	CR	CDS	486432	488255	+	+	486023	+	
988	CR	CDS	488314	488763	+	-	487905	+	
990	CR	CDS	488830	490554	+	-	488421	+	
992	CR	CDS	490777	491043	-	+	490368	+	
994	CR	CDS	491147	492424	-	-	490738	+	
996	CR	CDS	492654	492911	-	-	492245	+	
998	CR	CDS	492989	493441	-	-	492580	+	
1000	CR	CDS	493559	494377	+	-	493150	+	
1002	CR	CDS	494506	494877	+	-	494097	+	
1004	CR	CDS	495009	495350	+	-	494600	+	
1006	CR	CDS	495344	495703	+	-	494935	+	
1008	CR	CDS	495740	496561	-	-	495331	+	
1010	CR	CDS	496646	497698	-	-	496237	+	
1012	CR	CDS	497768	499375	+	-	497359	+	
1014	CR	CDS	499365	500045	+	-	498956	+	
1016	CR	CDS	500166	501431	+	-	499757	+	
1018	CR	CDS	501579	502631	+	-	501170	+	
1020	CR	CDS	502908	503834	+	-	502499	+	
1022	CR	CDS	503854	504594	+	-	503445	+	
1024	CR	CDS	504689	505024	+	-	504280	+	
1026	CR	CDS	505152	506297	+	-	504743	+	
1028	CR	CDS	506322	506501	-	-	505913	+	
1030	CR	CDS	506866	507738	+	+	506457	+	
1032	CR	CDS	507753	508073	-	-	507344	+	
1034	CR	CDS	508248	509312	+	-	507839	+	
1036	CR	CDS	509384	510757	+	-	508975	+	
1038	CR	CDS	511106	512641	+	-	510697	+	
1040	CR	CDS	512814	513293	+	-	512405	+	
1042	CR	CDS	513283	514764	+	-	512874	+	
1044	CR	CDS	515016	515615	-	-	514607	+	
1046	CR	CDS	515710	516075	+	-	515301	+	
1048	CR	CDS	516241	517257	+	-	515832	+	
1050	CR	CDS	517372	518541	+	-	516963	+	
1052	CR	CDS	518657	518938	+	-	518248	+	
1054	CR	CDS	518943	519293	+	-	518534	+	
1056	CR	CDS	519408	520232	+	-	518999	+	
1058	CR	CDS	520237	520602	+	-	519828	+	
1060	CR	CDS	520606	521007	+	-	520197	+	
1062	CR	CDS	521019	522026	+	-	520610	+	
1064	CR	CDS	522088	522417	+	+	521679	+	
1066	CR	CDS	522414	522896	+	-	522005	+	
1068	CR	CDS	522862	523650	+	+	522453	+	
1070	CR	CDS	523650	524249	+	-	523241	+	
1072	CR	CDS	524492	524785	+	-	524083	+	
1074	CR	CDS	524782	525222	+	-	524373	+	
1076	CR	CDS	525206	525649	+	-	524797	+	
1078	CR	CDS	525743	527902	+	-	525334	+	
1080	CR	CDS	528129	528581	+	-	527720	+	
1082	CR	CDS	528704	528778	+	-	528295	+	
1084	CR	CDS	528783	528873	+	+	528374	+	
1086	CR	CDS	528903	528974	+	-	528494	+	
1088	CR	CDS	528986	529060	+	-	528577	+	
1090	CR	CDS	529087	529162	+	-	528678	+	
1092	CR	CDS	529174	529255	+	-	528765	+	
1094	CR	CDS	529336	529422	+	-	528927	+	
1096	CR	CDS	529505	530611	-	-	529096	+	
1098	CR	CDS	530624	531133	-	+	530215	+	
1100	CR	CDS	531130	531513	-	+	530721	+	
