bgBrickID	bgBrickType	brickType	bgSP	bgEP	brickLen	Strand	operonID	geneName	locus_tag	pseudoGene	EG	funCat	COG_Num	KO_Num	GO_FunNum	GO_ProcNum	GO_CompNum	locus	seqLen	circular	organism	
63	ICR	PT	38205	38427	223													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
64	CR	CDS	38428	39690	1263	-1	-	pre	SA0029	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
65	ICR	PP	39691	39798	108													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
66	CR	CDS	39799	39939	141	-1	+	SA0030	SA0030	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
67	ICR	TP	39940	39986	47													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
68	CR	CDS	39987	40178	192	-1	+	SA0031	SA0031	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
69	ICR	TT	40179	40196	18													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
70	CR	CDS	40197	40601	405	-1	-	bleO	SA0032	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
71	ICR	PT	40602	40817	216													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
72	CR	CDS	40818	41588	771	-1	-	aadD	SA0033	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
73	ICR	PT	41589	41780	192													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
74	CR	CDS	41781	42455	675	-1	-	SA0034	SA0034	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
75	ICR	PP	42456	42538	83													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
76	CR	CDS	42539	42880	342	-1	+	SA0035	SA0035	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
77	ICR	TP	42881	43716	836													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
78	CR	CDS	43717	44460	744	-1	+	SA0036	SA0036	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
79	ICR	TP	44461	44556	96													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
80	CR	CDS	44557	44985	429	-1	+	SA0037	SA0037	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
81	ICR	TT	44986	45030	45													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
82	CR	CDS	45031	47037	2007	-1	-	mecA	SA0038	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
83	ICR	PP	47038	47136	99													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
84	CR	CDS	47137	48894	1758	-1	+	mecR1	SA0039	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
85	ICR	TP	48895	48893	-1													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
86	CR	CDS	48894	49265	372	-1	+	mecI	SA0040	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
87	ICR	TP	49266	49751	486													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
88	CR	CDS	49752	50882	1131	-1	+	xylR	SA0041	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
89	ICR	TT	50883	50995	113													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
90	CR	tRNA	50996	51388	393	-1	-	SA0042	SA0042	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
91	ICR	PT	51389	51391	3													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
92	CR	CDS	51392	52330	939	-1	-	SA0043	SA0043	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
93	ICR	PT	52331	52362	32													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
94	CR	CDS	52363	53427	1065	-1	-	SA0044	SA0044	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
95	ICR	PP	53428	53562	135													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
96	CR	CDS	53563	53823	261	-1	+	SA0045	SA0045	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
97	ICR	TP	53824	53822	-1													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
98	CR	CDS	53823	54467	645	-1	+	SA0046	SA0046	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
99	ICR	TT	54468	54805	338													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
100	CR	CDS	54806	55474	669	-1	-	SA0047	SA0047	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
101	ICR	PP	55475	56001	527													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
102	CR	CDS	56002	56733	732	-1	+	ermA	SA0048	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
103	ICR	TT	56734	56858	125													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
104	CR	CDS	56859	57641	783	-1	-	ant(9)	SA0049	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
105	ICR	PT	57642	57791	150													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
106	CR	CDS	57792	58169	378	-1	-	tnpC	SA0050	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
107	ICR	PT	58170	58175	6													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
108	CR	CDS	58176	60068	1893	-1	-	tnpB	SA0051	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
109	ICR	PT	60069	60064	-4													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
110	CR	CDS	60065	61150	1086	-1	-	tnpA	SA0052	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
111	ICR	PT	61151	61268	118													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
112	CR	CDS	61269	61586	318	-1	-	radC	SA0053	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
113	ICR	PT	61587	61606	20													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
114	CR	CDS	61607	62125	519	-1	-	SA0054	SA0054	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
115	ICR	PT	62126	62130	5													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
116	CR	CDS	62131	62442	312	-1	-	SA0055	SA0055	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
117	ICR	PT	62443	62528	86													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
118	CR	CDS	62529	62879	351	-1	-	SA0056	SA0056	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
119	ICR	PT	62880	63396	517													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
120	CR	CDS	63397	65025	1629	-1	-	ccrB	SA0057	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
121	ICR	PT	65026	65046	21													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
122	CR	CDS	65047	66396	1350	-1	-	ccrA	SA0058	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
123	ICR	PT	66397	66629	233													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
124	CR	CDS	66630	68423	1794	-1	-	SA0059	SA0059	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
125	ICR	PT	68424	68422	-1													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
126	CR	CDS	68423	68719	297	-1	-	SA0060	SA0060	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
127	ICR	PT	68720	68911	192													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
128	CR	CDS	68912	69958	1047	-1	-	SA0061	SA0061	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
129	ICR	PT	69959	70208	250													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
130	CR	CDS	70209	70586	378	-1	-	SA0062	SA0062	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
131	ICR	PT	70587	70697	111													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
132	CR	CDS	70698	71051	354	-1	-	tnp	SA0063	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
133	ICR	PT	71052	71035	-16													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
134	CR	CDS	71036	71350	315	-1	-	SA0064	SA0064	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
135	ICR	PT	71351	71860	510													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
136	CR	CDS	71861	72445	585	-1	-	SA0065	SA0065	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
137	ICR	PT	72446	73508	1063													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
138	CR	CDS	73509	74204	696	-1	-	kdpE	SA0066	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
139	ICR	PT	74205	74178	-26													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
140	CR	CDS	74179	76812	2634	-1	-	kdpD	SA0067	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
141	ICR	PP	76813	77115	303													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
142	CR	CDS	77116	78792	1677	-1	+	kdpA	SA0068	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
143	ICR	TP	78793	78810	18													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
144	CR	CDS	78811	80832	2022	-1	+	kdpB	SA0070	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
145	ICR	TP	80833	80879	47													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
146	CR	CDS	80880	81251	372	-1	+	kdpC	SA0071	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
147	ICR	TT	81252	81949	698													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
148	CR	CDS	81950	82819	870	-1	-	SA0072	SA0072	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
149	ICR	PT	82820	82828	9													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
150	CR	CDS	82829	83731	903	-1	-	SA0073	SA0073	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
151	ICR	PP	83732	83766	35													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
152	CR	CDS	83767	83892	126	-1	+	SAS003	SAS003	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
153	ICR	TT	83893	83924	32													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
154	CR	CDS	83925	84404	480	-1	-	SA0074	SA0074	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
155	ICR	PT	84405	84466	62													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
156	CR	CDS	84467	84799	333	-1	-	SA0075	SA0075	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
157	ICR	PT	84800	84843	44													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
158	CR	CDS	84844	85470	627	-1	-	SA0076	SA0076	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
159	ICR	PP	85471	85584	114													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
160	CR	CDS	85585	87093	1509	-1	+	SA0077	SA0077	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
161	ICR	TP	87094	87691	598													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
162	CR	CDS	87692	89425	1734	-1	+	SA0078	SA0078	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
163	ICR	TT	89426	89608	183													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
164	CR	CDS	89609	89947	339	-1	-	SA0079	SA0079	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
165	ICR	PT	89948	90368	421													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
166	CR	CDS	90369	91124	756	-1	-	SA0080	SA0080	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
167	ICR	PT	91125	91123	-1													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
168	CR	CDS	91124	91384	261	-1	-	SA0081	SA0081	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
169	ICR	PP	91385	91520	136													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
170	CR	CDS	91521	92585	1065	-1	+	SA0082	SA0082	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
171	ICR	TP	92586	92615	30													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
172	CR	CDS	92616	93950	1335	-1	+	SA0083	SA0083	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
173	ICR	TP	93951	93968	18													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
174	CR	CDS	93969	95162	1194	-1	+	SA0084	SA0084	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
175	ICR	TT	95163	95828	666													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
176	CR	tRNA	95829	96815	987	-1	-	SA0085	SA0085	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
177	ICR	PP	96816	97123	308													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
178	CR	tRNA	97124	97327	204	-1	+	SA0086	SA0086	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
179	ICR	TP	97328	97375	48													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
180	CR	tRNA	97376	97672	297	-1	+	SA0087	SA0087	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
181	ICR	TP	97673	97870	198													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
182	CR	tRNA	97871	98482	612	-1	+	SA0088	SA0088	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
183	ICR	TP	98483	98748	266													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
184	CR	CDS	98749	101901	3153	-1	+	SA0089	SA0089	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
185	ICR	TP	101902	101957	56													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
186	CR	CDS	101958	102440	483	-1	+	SA0090	SA0090	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
187	ICR	TP	102441	102645	205													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
188	CR	CDS	102646	103632	987	-1	+	plc	SA0091	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
189	ICR	TP	103633	103852	220													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
190	CR	CDS	103853	104623	771	-1	+	SA0092	SA0092	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
191	ICR	TP	104624	104674	51													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
192	CR	CDS	104675	105445	771	-1	+	SA0093	SA0093	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
193	ICR	TP	105446	105512	67													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
194	CR	CDS	105513	106280	768	-1	+	SA0094	SA0094	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
195	ICR	TP	106281	106344	64													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
196	CR	CDS	106345	107115	771	-1	+	SA0095	SA0095	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
197	ICR	TP	107116	107181	66													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
198	CR	CDS	107182	107949	768	-1	+	SA0096	SA0096	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
199	ICR	TP	107950	108045	96													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
200	CR	ND	108046	110283	2238	-1	+	SA0097	SA0097	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
201	ICR	TP	110284	110433	150													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
202	CR	CDS	110434	111612	1179	-1	+	SA0098	SA0098	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
203	ICR	TP	111613	111613	1													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
204	CR	CDS	111614	113002	1389	-1	+	SA0099	SA0099	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
205	ICR	TT	113003	113485	483													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
206	CR	CDS	113486	115153	1668	-1	-	SA0100	SA0100	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
207	ICR	PT	115154	115244	91													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
208	CR	CDS	115245	115415	171	-1	-	SA0101	SA0101	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
209	ICR	PT	115416	115471	56													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
210	CR	CDS	115472	117247	1776	-1	-	SA0102	SA0102	-	+	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
211	ICR	PT	117248	117420	173													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
212	CR	ND	117421	118293	873	-1	-	SA0103	SA0103	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
213	ICR	PP	118294	118474	181													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
214	CR	CDS	118475	119803	1329	-1	+	SA0104	SA0104	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
215	ICR	TP	119804	119992	189													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
216	CR	CDS	119993	120466	474	-1	+	SA0105	SA0105	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
217	ICR	TP	120467	120727	261													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
218	CR	CDS	120728	122320	1593	-1	+	lctP	SA0106	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
219	ICR	TT	122321	122648	328													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
220	CR	CDS	122649	124001	1353	-1	-	spa	SA0107	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
221	ICR	PT	124002	124421	420													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
222	CR	CDS	124422	125174	753	-1	-	sarH1	SA0108	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
223	ICR	PT	125175	125542	368													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
224	CR	CDS	125543	126460	918	-1	-	sirC	SA0109	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
225	ICR	PT	126461	126537	77													NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
226	CR	CDS	126538	127533	996	-1	-	sirB	SA0110	-	-	X						NC_002745	2814816	+	Staphylococcus aureus subsp. aureus N315	
