bgBrickID	bgBrickType	brickType	bgSP	bgEP	brickLen	Strand	operonID	geneName	locus_tag	pseudoGene	EG	funCat	COG_Num	KO_Num	GO_FunNum	GO_ProcNum	GO_CompNum	locus	seqLen	circular	organism	
109	ICR	PT	66979	67186	208													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
110	CR	CDS	67187	67735	549	-1	-	PA14_00660	PA14_00660	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
111	ICR	PT	67736	67773	38													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
112	CR	CDS	67774	68280	507	-1	-	PA14_00670	PA14_00670	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
113	ICR	PT	68281	68345	65													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
114	CR	CDS	68346	69266	921	-1	-	PA14_00680	PA14_00680	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
115	ICR	PP	69267	69373	107													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
116	CR	CDS	69374	70261	888	-1	+	PA14_00690	PA14_00690	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
117	ICR	TP	70262	70323	62													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
118	CR	CDS	70324	71028	705	-1	+	PA14_00700	PA14_00700	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
119	ICR	TP	71029	71111	83													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
120	CR	CDS	71112	71567	456	-1	+	osmC	PA14_00710	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
121	ICR	TP	71568	71677	110													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
122	CR	CDS	71678	71911	234	-1	+	PA14_00720	PA14_00720	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
123	ICR	TT	71912	71922	11													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
124	CR	CDS	71923	72360	438	-1	-	PA14_00730	PA14_00730	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
125	ICR	PT	72361	72416	56													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
126	CR	CDS	72417	72833	417	-1	-	PA14_00740	PA14_00740	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
127	ICR	PP	72834	72924	91													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
128	CR	CDS	72925	74052	1128	-1	+	PA14_00750	PA14_00750	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
129	ICR	TT	74053	74059	7													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
130	CR	CDS	74060	75043	984	-1	-	PA14_00760	PA14_00760	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
131	ICR	PT	75044	75075	32													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
132	CR	CDS	75076	75741	666	-1	-	PA14_00770	PA14_00770	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
133	ICR	PT	75742	75733	-8													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
134	CR	CDS	75734	76276	543	-1	-	PA14_00780	PA14_00780	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
135	ICR	PP	76277	76353	77													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
136	CR	CDS	76354	78399	2046	-1	+	prlC	PA14_00790	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
137	ICR	TP	78400	78395	-4													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
138	CR	CDS	78396	78671	276	-1	+	PA14_00800	PA14_00800	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
139	ICR	TP	78672	78759	88													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
140	CR	CDS	78760	79818	1059	-1	+	PA14_00810	PA14_00810	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
141	ICR	TT	79819	80048	230													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
142	CR	CDS	80049	80963	915	-1	-	PA14_00820	PA14_00820	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
143	ICR	PT	80964	81024	61													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
144	CR	CDS	81025	82737	1713	-1	-	PA14_00830	PA14_00830	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
145	ICR	PT	82738	82729	-8													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
146	CR	CDS	82730	83929	1200	-1	-	PA14_00850	PA14_00850	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
147	ICR	PT	83930	83928	-1													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
148	CR	CDS	83929	84648	720	-1	-	PA14_00860	PA14_00860	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
149	ICR	PT	84649	84644	-4													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
150	CR	CDS	84645	87743	3099	-1	-	ppkA	PA14_00875	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
151	ICR	PT	87744	87750	7													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
152	CR	CDS	87751	88479	729	-1	-	PA14_00890	PA14_00890	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
153	ICR	PT	88480	88488	9													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
154	CR	CDS	88489	89169	681	-1	-	PA14_00900	PA14_00900	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
155	ICR	PT	89170	89165	-4													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
156	CR	CDS	89166	92474	3309	-1	-	PA14_00910	PA14_00910	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
157	ICR	PT	92475	92695	221													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
158	CR	CDS	92696	94045	1350	-1	-	PA14_00925	PA14_00925	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
159	ICR	PT	94046	94051	6													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
160	CR	CDS	94052	95386	1335	-1	-	PA14_00940	PA14_00940	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
161	ICR	PT	95387	95401	15													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
162	CR	CDS	95402	95866	465	-1	-	PA14_00960	PA14_00960	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
163	ICR	PT	95867	95910	44													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
164	CR	CDS	95911	96453	543	-1	-	PA14_00970	PA14_00970	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
165	ICR	PT	96454	96449	-4													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
166	CR	CDS	96450	97409	960	-1	-	PA14_00980	PA14_00980	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
167	ICR	PP	97410	97776	367													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
168	CR	CDS	97777	98811	1035	-1	+	PA14_00990	PA14_00990	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
169	ICR	TP	98812	98899	88													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
170	CR	CDS	98900	99418	519	-1	+	PA14_01010	PA14_01010	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
171	ICR	TP	99419	99430	12													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
172	CR	CDS	99431	100927	1497	-1	+	PA14_01020	PA14_01020	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
173	ICR	TP	100928	101002	75													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
174	CR	CDS	101003	101491	489	-1	+	PA14_01030	PA14_01030	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
175	ICR	TP	101492	101658	167													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
176	CR	tRNA	101659	102504	846	-1	+	PA14_01040	PA14_01040	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
177	ICR	TP	102505	102505	1													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
178	CR	tRNA	102506	103015	510	-1	+	PA14_01060	PA14_01060	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
179	ICR	TP	103016	103011	-4													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
180	CR	tRNA	103012	104871	1860	-1	+	PA14_01070	PA14_01070	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
181	ICR	TP	104872	104834	-37													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
182	CR	tRNA	104835	105881	1047	-1	+	PA14_01080	PA14_01080	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
183	ICR	TP	105882	105873	-8													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
184	CR	CDS	105874	108582	2709	-1	+	PA14_01100	PA14_01100	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
185	ICR	TP	108583	108628	46													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
186	CR	CDS	108629	110560	1932	-1	+	PA14_01110	PA14_01110	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
187	ICR	TT	110561	110674	114													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
188	CR	CDS	110675	110959	285	-1	-	PA14_01120	PA14_01120	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
189	ICR	PT	110960	110971	12													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
190	CR	CDS	110972	111205	234	-1	-	PA14_01130	PA14_01130	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
191	ICR	PT	111206	111194	-11													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
192	CR	CDS	111195	112514	1320	-1	-	PA14_01140	PA14_01140	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
193	ICR	PT	112515	112592	78													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
194	CR	CDS	112593	113027	435	-1	-	PA14_01150	PA14_01150	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
195	ICR	PP	113028	113280	253													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
196	CR	CDS	113281	115506	2226	-1	+	PA14_01160	PA14_01160	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
197	ICR	TP	115507	115533	27													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
198	CR	CDS	115534	115983	450	-1	+	PA14_01170	PA14_01170	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
199	ICR	TP	115984	115912	-71													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
200	CR	ND	115913	117112	1200	-1	+	PA14_01180	PA14_01180	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
201	ICR	TP	117113	117108	-4													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
202	CR	CDS	117109	118146	1038	-1	+	PA14_01190	PA14_01190	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
203	ICR	TP	118147	118145	-1													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
204	CR	CDS	118146	119237	1092	-1	+	PA14_01200	PA14_01200	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
205	ICR	TP	119238	119247	10													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
206	CR	CDS	119248	120168	921	-1	+	PA14_01220	PA14_01220	-	-	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
207	ICR	TP	120169	120177	9													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
208	CR	CDS	120178	121410	1233	-1	+	PA14_01230	PA14_01230	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
209	ICR	TP	121411	121785	375													NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
210	CR	CDS	121786	122514	729	-1	+	PA14_01240	PA14_01240	-	+	X						NC_008463	6537648	+	Pseudomonas aeruginosa UCBPP-PA14	
