bgBrickID	bgBrickType	brickType	bgSP	bgEP	brickLen	Strand	operonID	geneName	locus_tag	pseudoGene	EG	funCat	COG_Num	KO_Num	GO_FunNum	GO_ProcNum	GO_CompNum	locus	seqLen	circular	organism	
48	CR	CDS	22359	22601	243	-1	+	SP_0018	SP_0018	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
49	ICR	TP	22602	22831	230													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
50	CR	CDS	22832	24118	1287	-1	+	SP_0019	SP_0019	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
51	ICR	TP	24119	24318	200													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
52	CR	CDS	24319	24786	468	-1	+	SP_0020	SP_0020	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
53	ICR	TP	24787	24972	186													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
54	CR	CDS	24973	25416	444	-1	+	dut	SP_0021	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
55	ICR	TP	25417	25417	1													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
56	CR	CDS	25418	25933	516	-1	+	SP_0022	SP_0022	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
57	ICR	TP	25934	25916	-17													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
58	CR	CDS	25917	27308	1392	-1	+	radA	SP_0023	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
59	ICR	TP	27309	27380	72													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
60	CR	CDS	27381	27878	498	-1	+	SP_0024	SP_0024	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
61	ICR	TP	27879	27902	24													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
62	CR	CDS	27903	28112	210	-1	+	SP_0025	SP_0025	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
63	ICR	TP	28113	28093	-19													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
64	CR	CDS	28094	28717	624	-1	+	SP_0026	SP_0026	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
65	ICR	TP	28718	28861	144													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
66	CR	CDS	28862	29830	969	-1	+	SP_0027	SP_0027	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
67	ICR	TT	29831	29963	133													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
68	CR	CDS	29964	30245	282	-1	-	SP_0028	SP_0028	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
69	ICR	PT	30246	30371	126													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
70	CR	CDS	30372	30605	234	-1	-	SP_0029	SP_0029	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
71	ICR	PT	30606	30562	-43													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
72	CR	CDS	30563	30889	327	-1	-	SP_0030	SP_0030	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
73	ICR	PT	30890	30928	39													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
74	CR	CDS	30929	31243	315	-1	-	SP_0031	SP_0031	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
75	ICR	PP	31244	31534	291													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
76	CR	CDS	31535	34168	2634	-1	+	SP_0032	SP_0032	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
77	ICR	TP	34169	34252	84													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
78	CR	CDS	34253	34690	438	-1	+	SP_0033	SP_0033	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
79	ICR	TT	34691	35008	318													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
80	CR	CDS	35009	36019	1011	-1	-	SP_0034	SP_0034	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
81	ICR	PP	36020	36167	148													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
82	CR	CDS	36168	37337	1170	-1	+	SP_0035	SP_0035	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
83	ICR	TP	37338	37333	-4													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
84	CR	CDS	37334	38104	771	-1	+	recO	SP_0036	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
85	ICR	TP	38105	38100	-4													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
86	CR	CDS	38101	39093	993	-1	+	SP_0037	SP_0037	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
87	ICR	TP	39094	39098	5													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
88	CR	CDS	39099	39332	234	-1	+	SP_0038	SP_0038	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
89	ICR	TP	39333	39374	42													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
90	CR	tRNA	39375	39668	294	-1	+	SP_0039	SP_0039	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
91	ICR	TT	39669	39715	47													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
92	CR	CDS	39716	39841	126	-1	-	SP_0040	SP_0040	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
93	ICR	PP	39842	39870	29													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
94	CR	CDS	39871	40101	231	-1	+	SP_0041	SP_0041	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
95	ICR	TP	40102	40815	714													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
96	CR	CDS	40816	42969	2154	-1	+	SP_0042	SP_0042	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
97	ICR	TP	42970	42981	12													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
98	CR	CDS	42982	44331	1350	-1	+	SP_0043	SP_0043	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
99	ICR	TP	44332	44500	169													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
100	CR	CDS	44501	45208	708	-1	+	SP_0044	SP_0044	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
101	ICR	TP	45209	45409	201													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
102	CR	CDS	45410	49135	3726	-1	+	SP_0045	SP_0045	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
103	ICR	TP	49136	49227	92													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
104	CR	CDS	49228	50670	1443	-1	+	SP_0046	SP_0046	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
105	ICR	TP	50671	50888	218													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
106	CR	CDS	50889	51911	1023	-1	+	SP_0047	SP_0047	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
107	ICR	TP	51912	51907	-4													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
108	CR	CDS	51908	52453	546	-1	+	purN	SP_0048	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
109	ICR	TP	52454	52536	83													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
110	CR	CDS	52537	53046	510	-1	+	SP_0049	SP_0049	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
111	ICR	TP	53047	53070	24													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
112	CR	CDS	53071	54618	1548	-1	+	purH	SP_0050	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
113	ICR	TP	54619	54739	121													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
114	CR	CDS	54740	56002	1263	-1	+	SP_0051	SP_0051	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
115	ICR	TP	56003	56258	256													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
116	CR	CDS	56259	56375	117	-1	+	SP_0052	SP_0052	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
117	ICR	TP	56376	56404	29													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
118	CR	CDS	56405	56893	489	-1	+	SP_0053	SP_0053	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
119	ICR	TP	56894	56879	-14													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
120	CR	CDS	56880	57971	1092	-1	+	SP_0054	SP_0054	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
121	ICR	TP	57972	57980	9													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
122	CR	CDS	57981	58208	228	-1	+	SP_0055	SP_0055	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
123	ICR	TP	58209	58270	62													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
124	CR	CDS	58271	59569	1299	-1	+	SP_0056	SP_0056	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
125	ICR	TT	59570	59623	54													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
126	CR	CDS	59624	63562	3939	-1	-	SP_0057	SP_0057	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
127	ICR	PT	63563	63889	327													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
128	CR	CDS	63890	64606	717	-1	-	SP_0058	SP_0058	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
129	ICR	PP	64607	64592	-14													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
130	CR	CDS	64593	64694	102	-1	+	SP_0059	SP_0059	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
131	ICR	TP	64695	64954	260													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
132	CR	CDS	64955	66742	1788	-1	+	SP_0060	SP_0060	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
133	ICR	TP	66743	66738	-4													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
134	CR	CDS	66739	67215	477	-1	+	SP_0061	SP_0061	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
135	ICR	TP	67216	67242	27													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
136	CR	CDS	67243	68148	906	-1	+	SP_0062	SP_0062	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
137	ICR	TP	68149	68134	-14													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
138	CR	CDS	68135	68950	816	-1	+	SP_0063	SP_0063	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
139	ICR	TP	68951	68956	6													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
140	CR	CDS	68957	69361	405	-1	+	SP_0064	SP_0064	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
141	ICR	TP	69362	69659	298													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
142	CR	CDS	69660	70826	1167	-1	+	SP_0065	SP_0065	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
143	ICR	TP	70827	70941	115													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
144	CR	CDS	70942	71979	1038	-1	+	SP_0066	SP_0066	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
145	ICR	TP	71980	72140	161													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
146	CR	CDS	72141	72401	261	-1	+	SP_0067	SP_0067	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
147	ICR	TP	72402	72455	54													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
148	CR	CDS	72456	72653	198	-1	+	SP_0068	SP_0068	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
149	ICR	TP	72654	72673	20													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
150	CR	CDS	72674	73309	636	-1	+	SP_0069	SP_0069	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
151	ICR	TP	73310	73352	43													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
152	CR	CDS	73353	73454	102	-1	+	SP_0070	SP_0070	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
153	ICR	TP	73455	73760	306													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
154	CR	CDS	73761	79331	5571	-1	+	SP_0071	SP_0071	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
155	ICR	TP	79332	79433	102													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
156	CR	CDS	79434	79547	114	-1	+	SP_0072	SP_0072	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
157	ICR	TP	79548	79686	139													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
158	CR	CDS	79687	80541	855	-1	+	SP_0073	SP_0073	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
159	ICR	TP	80542	80646	105													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
160	CR	CDS	80647	81204	558	-1	+	SP_0074	SP_0074	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
161	ICR	TP	81205	81480	276													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
162	CR	CDS	81481	82185	705	-1	+	SP_0075	SP_0075	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
163	ICR	TT	82186	82589	404													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
164	CR	CDS	82590	82682	93	-1	-	SP_0076	SP_0076	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
165	ICR	PP	82683	82658	-24													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
166	CR	CDS	82659	82817	159	-1	+	SP_0077	SP_0077	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
167	ICR	TP	82818	82797	-20													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
168	CR	CDS	82798	84177	1380	-1	+	SP_0078	SP_0078	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
169	ICR	TP	84178	84190	13													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
170	CR	CDS	84191	84856	666	-1	+	SP_0079	SP_0079	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
171	ICR	TP	84857	84876	20													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
172	CR	CDS	84877	84984	108	-1	+	SP_0080	SP_0080	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
173	ICR	TP	84985	85165	181													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
174	CR	CDS	85166	86182	1017	-1	+	SP_0081	SP_0081	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
175	ICR	TP	86183	86297	115													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
176	CR	tRNA	86298	88871	2574	-1	+	SP_0082	SP_0082	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
177	ICR	TP	88872	89037	166													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
178	CR	tRNA	89038	89736	699	-1	+	SP_0083	SP_0083	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
179	ICR	TP	89737	89732	-4													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
180	CR	tRNA	89733	90785	1053	-1	+	SP_0084	SP_0084	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
181	ICR	TP	90786	90979	194													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
182	CR	tRNA	90980	91591	612	-1	+	rpsD	SP_0085	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
183	ICR	TP	91592	91750	159													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
184	CR	CDS	91751	91927	177	-1	+	SP_0086	SP_0086	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
185	ICR	TT	91928	92024	97													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
186	CR	CDS	92025	92165	141	-1	-	SP_0087	SP_0087	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
187	ICR	PP	92166	92235	70													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
188	CR	CDS	92236	92505	270	-1	+	SP_0088	SP_0088	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
189	ICR	TP	92506	92584	79													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
190	CR	CDS	92585	92680	96	-1	+	SP_0089	SP_0089	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
191	ICR	TP	92681	92968	288													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
192	CR	CDS	92969	93928	960	-1	+	SP_0090	SP_0090	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
193	ICR	TP	93929	93941	13													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
194	CR	CDS	93942	94865	924	-1	+	SP_0091	SP_0091	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
195	ICR	TP	94866	95122	257													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
196	CR	CDS	95123	96598	1476	-1	+	SP_0092	SP_0092	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
197	ICR	TT	96599	96627	29													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
198	CR	CDS	96628	96741	114	-1	-	SP_0093	SP_0093	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
199	ICR	PP	96742	96712	-29													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
200	CR	ND	96713	96820	108	-1	+	SP_0094	SP_0094	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
201	ICR	TP	96821	96869	49													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
202	CR	CDS	96870	97856	987	-1	+	SP_0095	SP_0095	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
203	ICR	TP	97857	98130	274													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
204	CR	CDS	98131	98991	861	-1	+	SP_0096	SP_0096	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
205	ICR	TT	98992	99168	177													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
206	CR	CDS	99169	100233	1065	-1	-	SP_0097	SP_0097	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
207	ICR	PT	100234	100295	62													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
208	CR	CDS	100296	101207	912	-1	-	SP_0098	SP_0098	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
209	ICR	PT	101208	101199	-8													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
210	CR	CDS	101200	101793	594	-1	-	SP_0099	SP_0099	-	+	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
211	ICR	PT	101794	101779	-14													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
212	CR	ND	101780	102106	327	-1	-	SP_0100	SP_0100	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
213	ICR	PT	102107	102244	138													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
214	CR	CDS	102245	103411	1167	-1	-	SP_0101	SP_0101	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
215	ICR	PP	103412	103561	150													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
216	CR	CDS	103562	104626	1065	-1	+	SP_0102	SP_0102	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
217	ICR	TP	104627	104667	41													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
218	CR	CDS	104668	106518	1851	-1	+	SP_0103	SP_0103	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
219	ICR	TT	106519	106955	437													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
220	CR	CDS	106956	107588	633	-1	-	SP_0104	SP_0104	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
221	ICR	PT	107589	107609	21													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
222	CR	CDS	107610	108482	873	-1	-	SP_0105	SP_0105	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
223	ICR	PT	108483	108490	8													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
224	CR	CDS	108491	109162	672	-1	-	SP_0106	SP_0106	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
225	ICR	PP	109163	109403	241													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
226	CR	CDS	109404	109991	588	-1	+	SP_0107	SP_0107	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
227	ICR	TT	109992	110042	51													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
228	CR	CDS	110043	110363	321	-1	-	SP_0108	SP_0108	-	-	X						NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
229	ICR	PP	110364	110793	430													NC_003028	2160842	+	Streptococcus pneumoniae TIGR4	
