bgBrickID	bgBrickType	brickType	bgSP	bgEP	brickLen	Strand	operonID	geneName	locus_tag	pseudoGene	EG	funCat	COG_Num	KO_Num	GO_FunNum	GO_ProcNum	GO_CompNum	locus	seqLen	circular	organism	
41	ICR	TP	24040	24468	429													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
42	CR	CDS	24469	25011	543	-1	+	bcfA	STM0021	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
43	ICR	TP	25012	25111	100													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
44	CR	CDS	25112	25798	687	-1	+	bcfB	STM0022	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
45	ICR	TP	25799	25802	4													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
46	CR	CDS	25803	28424	2622	-1	+	bcfC	STM0023	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
47	ICR	TP	28425	28424	0													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
48	CR	CDS	28425	29432	1008	-1	+	bcfD	STM0024	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
49	ICR	TP	29433	29432	0													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
50	CR	CDS	29433	29978	546	-1	+	bcfE	STM0025	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
51	ICR	TP	29979	29993	15													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
52	CR	CDS	29994	30512	519	-1	+	bcfF	STM0026	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
53	ICR	TP	30513	30477	-35													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
54	CR	CDS	30478	31209	732	-1	+	bcfG	STM0027	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
55	ICR	TP	31210	31273	64													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
56	CR	CDS	31274	32119	846	-1	+	bcfH	STM0028	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
57	ICR	TP	32120	32115	-4													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
58	CR	CDS	32116	32445	330	-1	+	STM0028.1n	STM0028.1n	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
59	ICR	TT	32446	32544	99													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
60	CR	CDS	32545	32994	450	-1	-	STM0029	STM0029	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
61	ICR	PP	32995	33363	369													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
62	CR	CDS	33364	34368	1005	-1	+	STM0030	STM0030	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
63	ICR	TT	34369	34375	7													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
64	CR	CDS	34376	34816	441	-1	-	STM0031	STM0031	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
65	ICR	PP	34817	35338	522													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
66	CR	CDS	35339	37057	1719	-1	+	STM0032	STM0032	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
67	ICR	TT	37058	37102	45													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
68	CR	CDS	37103	38674	1572	-1	-	STM0033	STM0033	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
69	ICR	PT	38675	38772	98													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
70	CR	CDS	38773	39534	762	-1	-	STM0034	STM0034	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
71	ICR	PP	39535	40130	596													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
72	CR	CDS	40131	41624	1494	-1	+	STM0035	STM0035	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
73	ICR	TP	41625	41722	98													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
74	CR	CDS	41723	42913	1191	-1	+	STM0036	STM0036	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
75	ICR	TP	42914	42931	18													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
76	CR	CDS	42932	44185	1254	-1	+	STM0037	STM0037	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
77	ICR	TP	44186	44311	126													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
78	CR	CDS	44312	46027	1716	-1	+	STM0038	STM0038	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
79	ICR	TP	46028	46189	162													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
80	CR	CDS	46190	47356	1167	-1	+	nhaA	STM0039	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
81	ICR	TP	47357	47417	61													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
82	CR	CDS	47418	48317	900	-1	+	nhaR	STM0040	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
83	ICR	TT	48318	48371	54													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
84	CR	CDS	48372	50411	2040	-1	-	STM0041	STM0041	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
85	ICR	PT	50412	50450	39													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
86	CR	CDS	50451	51824	1374	-1	-	STM0042	STM0042	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
87	ICR	PT	51825	52279	455													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
88	CR	CDS	52280	52543	264	-1	-	rpsT	STM0043	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
89	ICR	PP	52544	52648	105													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
90	CR	tRNA	52649	52864	216	-1	+	yaaY	STM0044	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
91	ICR	TP	52865	52871	7													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
92	CR	CDS	52872	53810	939	-1	+	ribF	STM0045	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
93	ICR	TP	53811	53854	44													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
94	CR	CDS	53855	56689	2835	-1	+	ileS	STM0046	-	-	J 						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
95	ICR	TP	56690	56688	-1													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
96	CR	CDS	56689	57189	501	-1	+	lspA	STM0047	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
97	ICR	TP	57190	57343	154													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
98	CR	CDS	57344	57793	450	-1	+	slpA	STM0048	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
99	ICR	TP	57794	57795	2													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
100	CR	CDS	57796	58746	951	-1	+	ispH	STM0049	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
101	ICR	TP	58747	58945	199													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
102	CR	CDS	58946	60148	1203	-1	+	STM0050	STM0050	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
103	ICR	TP	60149	60163	15													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
104	CR	CDS	60164	61084	921	-1	+	rihC	STM0051	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
105	ICR	TT	61085	61105	21													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
106	CR	CDS	61106	61792	687	-1	-	STM0052	STM0052	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
107	ICR	PT	61793	61793	1													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
108	CR	CDS	61794	63413	1620	-1	-	STM0053	STM0053	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
109	ICR	PT	63414	63547	134													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
110	CR	CDS	63548	64849	1302	-1	-	STM0054	STM0054	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
111	ICR	PT	64850	64861	12													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
112	CR	CDS	64862	66637	1776	-1	-	STM0055	STM0055	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
113	ICR	PT	66638	66653	16													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
114	CR	CDS	66654	66893	240	-1	-	STM0056	STM0056	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
115	ICR	PT	66894	67051	158													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
116	CR	CDS	67052	68392	1341	-1	-	STM0057	STM0057	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
117	ICR	PP	68393	68636	244													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
118	CR	CDS	68637	69680	1044	-1	+	citC2	STM0058	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
119	ICR	TP	69681	69709	29													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
120	CR	CDS	69710	70003	294	-1	+	citD2	STM0059	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
121	ICR	TP	70004	69999	-4													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
122	CR	CDS	70000	70869	870	-1	+	citE2	STM0060	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
123	ICR	TP	70870	70879	10													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
124	CR	CDS	70880	72400	1521	-1	+	citF2	STM0061	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
125	ICR	TP	72401	72399	-1													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
126	CR	CDS	72400	72951	552	-1	+	citX2	STM0062	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
127	ICR	TP	72952	72928	-23													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
128	CR	CDS	72929	73837	909	-1	+	citG2	STM0063	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
129	ICR	TP	73838	74016	179													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
130	CR	CDS	74017	74838	822	-1	+	dapB	STM0064	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
131	ICR	TP	74839	75879	1041													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
132	CR	CDS	75880	77028	1149	-1	+	carA	STM0066	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
133	ICR	TP	77029	77046	18													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
134	CR	CDS	77047	80274	3228	-1	+	carB	STM0067	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
135	ICR	TP	80275	80547	273													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
136	CR	CDS	80548	80943	396	-1	+	caiF	STM0068	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
137	ICR	TT	80944	81019	76													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
138	CR	CDS	81020	81616	597	-1	-	caiE	STM0069	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
139	ICR	PT	81617	81724	108													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
140	CR	CDS	81725	82510	786	-1	-	caiD	STM0070	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
141	ICR	PT	82511	82563	53													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
142	CR	CDS	82564	84117	1554	-1	-	caiC	STM0071	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
143	ICR	PT	84118	84179	62													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
144	CR	CDS	84180	85397	1218	-1	-	caiB	STM0072	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
145	ICR	PT	85398	85508	111													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
146	CR	CDS	85509	86651	1143	-1	-	caiA	STM0073	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
147	ICR	PT	86652	86685	34													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
148	CR	CDS	86686	88203	1518	-1	-	caiT	STM0074	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
149	ICR	PP	88204	88683	480													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
150	CR	CDS	88684	89454	771	-1	+	fixA	STM0075	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
151	ICR	TP	89455	89469	15													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
152	CR	CDS	89470	90411	942	-1	+	fixB	STM0076	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
153	ICR	TP	90412	90460	49													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
154	CR	CDS	90461	91747	1287	-1	+	fixC	STM0077	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
155	ICR	TP	91748	91743	-4													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
156	CR	CDS	91744	92031	288	-1	+	fixX	STM0078	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
157	ICR	TP	92032	92177	146													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
158	CR	CDS	92178	93518	1341	-1	+	yaaU	STM0079	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
159	ICR	TP	93519	93606	88													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
160	CR	CDS	93607	93837	231	-1	+	STM0080	STM0080	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
161	ICR	TP	93838	94130	293													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
162	CR	CDS	94131	94547	417	-1	+	STM0081	STM0081	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
163	ICR	TT	94548	94770	223													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
164	CR	CDS	94771	95061	291	-1	-	STM0082	STM0082	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
165	ICR	PP	95062	95958	897													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
166	CR	CDS	95959	97848	1890	-1	+	STM0084	STM0084	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
167	ICR	TP	97849	98254	406													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
168	CR	CDS	98255	98785	531	-1	+	yabF	STM0085	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
169	ICR	TP	98786	98777	-8													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
170	CR	CDS	98778	100640	1863	-1	+	kefC	STM0086	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
171	ICR	TP	100641	100838	198													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
172	CR	CDS	100839	101318	480	-1	+	folA	STM0087	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
173	ICR	TT	101319	101423	105													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
174	CR	CDS	101424	102272	849	-1	-	apaH	STM0088	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
175	ICR	PT	102273	102282	10													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
176	CR	tRNA	102283	102660	378	-1	-	apaG	STM0089	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
177	ICR	PT	102661	102662	2													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
178	CR	tRNA	102663	103484	822	-1	-	ksgA	STM0090	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
179	ICR	PT	103485	103480	-4													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
180	CR	tRNA	103481	104470	990	-1	-	pdxA	STM0091	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
181	ICR	PT	104471	104469	-1													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
182	CR	tRNA	104470	105756	1287	-1	-	surA	STM0092	-	-	O 						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
183	ICR	PT	105757	105809	53													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
184	CR	CDS	105810	108170	2361	-1	-	imp	STM0093	-	+	M 						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
185	ICR	PP	108171	108423	253													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
186	CR	CDS	108424	109236	813	-1	+	djlA	STM0094	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
187	ICR	TT	109237	109330	94													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
188	CR	CDS	109331	109990	660	-1	-	rluA	STM0095	-	+	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
189	ICR	PT	109991	110001	11													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
190	CR	CDS	110002	112908	2907	-1	-	hepA	STM0096	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
191	ICR	PT	112909	113081	173													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
192	CR	CDS	113082	115433	2352	-1	-	polB	STM0097	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
193	ICR	PT	115434	115476	43													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
194	CR	CDS	115477	116097	621	-1	-	STM0098	STM0098	-	-	X						NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
195	ICR	PP	116098	116815	718													NC_003197	4857432	+	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	
