bgBrickID	bgBrickType	brickType	bgSP	bgEP	brickLen	Strand	operonID	geneName	locus_tag	pseudoGene	EG	funCat	COG_Num	KO_Num	GO_FunNum	GO_ProcNum	GO_CompNum	locus	seqLen	circular	organism	
48	CR	CDS	26232	26771	540	-1	-	lspA	ACIAD0021	-	-	U 						NC_005966	3598621	+	Acinetobacter sp. ADP1	
49	ICR	PT	26772	26763	-8													NC_005966	3598621	+	Acinetobacter sp. ADP1	
50	CR	CDS	26764	29601	2838	-1	-	ileS	ACIAD0022	-	-	J 						NC_005966	3598621	+	Acinetobacter sp. ADP1	
51	ICR	PT	29602	29665	64													NC_005966	3598621	+	Acinetobacter sp. ADP1	
52	CR	CDS	29666	30667	1002	-1	-	ribF	ACIAD0023	-	-	H 						NC_005966	3598621	+	Acinetobacter sp. ADP1	
53	ICR	PP	30668	30875	208													NC_005966	3598621	+	Acinetobacter sp. ADP1	
54	CR	CDS	30876	32000	1125	-1	+	ACIAD0024	ACIAD0024	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
55	ICR	TP	32001	32044	44													NC_005966	3598621	+	Acinetobacter sp. ADP1	
56	CR	CDS	32045	32845	801	-1	+	ACIAD0025	ACIAD0025	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
57	ICR	TT	32846	32917	72													NC_005966	3598621	+	Acinetobacter sp. ADP1	
58	CR	CDS	32918	33535	618	-1	-	ACIAD0026	ACIAD0026	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
59	ICR	PP	33536	33987	452													NC_005966	3598621	+	Acinetobacter sp. ADP1	
60	CR	CDS	33988	35097	1110	-1	+	ACIAD0027	ACIAD0027	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
61	ICR	TP	35098	35093	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
62	CR	CDS	35094	35831	738	-1	+	ACIAD0028	ACIAD0028	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
63	ICR	TP	35832	35843	12													NC_005966	3598621	+	Acinetobacter sp. ADP1	
64	CR	CDS	35844	36224	381	-1	+	ACIAD0029	ACIAD0029	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
65	ICR	TP	36225	36302	78													NC_005966	3598621	+	Acinetobacter sp. ADP1	
66	CR	CDS	36303	36869	567	-1	+	ACIAD0030	ACIAD0030	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
67	ICR	TP	36870	36898	29													NC_005966	3598621	+	Acinetobacter sp. ADP1	
68	CR	CDS	36899	38263	1365	-1	+	ACIAD0031	ACIAD0031	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
69	ICR	TP	38264	38278	15													NC_005966	3598621	+	Acinetobacter sp. ADP1	
70	CR	CDS	38279	39151	873	-1	+	ACIAD0032	ACIAD0032	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
71	ICR	TT	39152	39181	30													NC_005966	3598621	+	Acinetobacter sp. ADP1	
72	CR	CDS	39182	39991	810	-1	-	ssuB	ACIAD0034	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
73	ICR	PT	39992	39994	3													NC_005966	3598621	+	Acinetobacter sp. ADP1	
74	CR	CDS	39995	40795	801	-1	-	ssuC	ACIAD0035	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
75	ICR	PT	40796	40791	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
76	CR	CDS	40792	41982	1191	-1	-	ssuD	ACIAD0036	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
77	ICR	PT	41983	42004	22													NC_005966	3598621	+	Acinetobacter sp. ADP1	
78	CR	CDS	42005	43012	1008	-1	-	ssuA	ACIAD0037	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
79	ICR	PT	43013	43038	26													NC_005966	3598621	+	Acinetobacter sp. ADP1	
80	CR	CDS	43039	44061	1023	-1	-	ssuA	ACIAD0038	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
81	ICR	PT	44062	44433	372													NC_005966	3598621	+	Acinetobacter sp. ADP1	
82	CR	CDS	44434	45789	1356	-1	-	argA	ACIAD0039	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
83	ICR	PT	45790	45900	111													NC_005966	3598621	+	Acinetobacter sp. ADP1	
84	CR	CDS	45901	46203	303	-1	-	ACIAD0040	ACIAD0040	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
85	ICR	PT	46204	46378	175													NC_005966	3598621	+	Acinetobacter sp. ADP1	
86	CR	CDS	46379	46786	408	-1	-	ACIAD0041	ACIAD0041	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
87	ICR	PT	46787	47055	269													NC_005966	3598621	+	Acinetobacter sp. ADP1	
88	CR	CDS	47056	47802	747	-1	-	ACIAD0042	ACIAD0042	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
89	ICR	PT	47803	47832	30													NC_005966	3598621	+	Acinetobacter sp. ADP1	
90	CR	tRNA	47833	48540	708	-1	-	ACIAD0043	ACIAD0043	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
91	ICR	PT	48541	48536	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
92	CR	CDS	48537	49253	717	-1	-	ubiG	ACIAD0044	-	-	H 						NC_005966	3598621	+	Acinetobacter sp. ADP1	
93	ICR	PP	49254	49431	178													NC_005966	3598621	+	Acinetobacter sp. ADP1	
94	CR	CDS	49432	50052	621	-1	+	dsbA	ACIAD0045	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
95	ICR	TT	50053	50136	84													NC_005966	3598621	+	Acinetobacter sp. ADP1	
96	CR	CDS	50137	50811	675	-1	-	ACIAD0046	ACIAD0046	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
97	ICR	PT	50812	50904	93													NC_005966	3598621	+	Acinetobacter sp. ADP1	
98	CR	CDS	50905	51540	636	-1	-	ACIAD0047	ACIAD0047	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
99	ICR	PP	51541	51731	191													NC_005966	3598621	+	Acinetobacter sp. ADP1	
100	CR	CDS	51732	52754	1023	-1	+	ACIAD0048	ACIAD0048	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
101	ICR	TP	52755	52788	34													NC_005966	3598621	+	Acinetobacter sp. ADP1	
102	CR	CDS	52789	53940	1152	-1	+	ACIAD0049	ACIAD0049	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
103	ICR	TP	53941	54007	67													NC_005966	3598621	+	Acinetobacter sp. ADP1	
104	CR	CDS	54008	54763	756	-1	+	rph	ACIAD0050	-	-	J 						NC_005966	3598621	+	Acinetobacter sp. ADP1	
105	ICR	TP	54764	54986	223													NC_005966	3598621	+	Acinetobacter sp. ADP1	
106	CR	CDS	54987	55442	456	-1	+	ACIAD0051	ACIAD0051	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
107	ICR	TP	55443	55434	-8													NC_005966	3598621	+	Acinetobacter sp. ADP1	
108	CR	CDS	55435	55983	549	-1	+	ACIAD0052	ACIAD0052	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
109	ICR	TP	55984	55984	1													NC_005966	3598621	+	Acinetobacter sp. ADP1	
110	CR	CDS	55985	56617	633	-1	+	ACIAD0053	ACIAD0053	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
111	ICR	TP	56618	56617	0													NC_005966	3598621	+	Acinetobacter sp. ADP1	
112	CR	CDS	56618	57070	453	-1	+	ACIAD0054	ACIAD0054	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
113	ICR	TP	57071	57345	275													NC_005966	3598621	+	Acinetobacter sp. ADP1	
114	CR	CDS	57346	57474	129	-1	+	ACIAD0055	ACIAD0055	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
115	ICR	TP	57475	57530	56													NC_005966	3598621	+	Acinetobacter sp. ADP1	
116	CR	CDS	57531	57689	159	-1	+	ACIAD0056	ACIAD0056	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
117	ICR	TP	57690	57778	89													NC_005966	3598621	+	Acinetobacter sp. ADP1	
118	CR	CDS	57779	58168	390	-1	+	ACIAD0057	ACIAD0057	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
119	ICR	TP	58169	58241	73													NC_005966	3598621	+	Acinetobacter sp. ADP1	
120	CR	CDS	58242	58427	186	-1	+	ACIAD0058	ACIAD0058	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
121	ICR	TP	58428	58408	-19													NC_005966	3598621	+	Acinetobacter sp. ADP1	
122	CR	CDS	58409	58615	207	-1	+	ACIAD0059	ACIAD0059	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
123	ICR	TP	58616	58922	307													NC_005966	3598621	+	Acinetobacter sp. ADP1	
124	CR	CDS	58923	59048	126	-1	+	ACIAD0060	ACIAD0060	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
125	ICR	TP	59049	59057	9													NC_005966	3598621	+	Acinetobacter sp. ADP1	
126	CR	CDS	59058	59261	204	-1	+	ACIAD0061	ACIAD0061	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
127	ICR	TT	59262	59257	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
128	CR	CDS	59258	60127	870	-1	-	nadC	ACIAD0062	-	-	H 						NC_005966	3598621	+	Acinetobacter sp. ADP1	
129	ICR	PP	60128	60289	162													NC_005966	3598621	+	Acinetobacter sp. ADP1	
130	CR	CDS	60290	60880	591	-1	+	ampD	ACIAD0063	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
131	ICR	TP	60881	60932	52													NC_005966	3598621	+	Acinetobacter sp. ADP1	
132	CR	CDS	60933	62480	1548	-1	+	ACIAD0064	ACIAD0064	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
133	ICR	TT	62481	62659	179													NC_005966	3598621	+	Acinetobacter sp. ADP1	
134	CR	CDS	62660	63358	699	-1	-	fklB	ACIAD0065	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
135	ICR	PT	63359	63403	45													NC_005966	3598621	+	Acinetobacter sp. ADP1	
136	CR	CDS	63404	64111	708	-1	-	fkpA	ACIAD0066	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
137	ICR	PT	64112	64280	169													NC_005966	3598621	+	Acinetobacter sp. ADP1	
138	CR	CDS	64281	66491	2211	-1	-	ptk	ACIAD0068	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
139	ICR	PT	66492	66505	14													NC_005966	3598621	+	Acinetobacter sp. ADP1	
140	CR	CDS	66506	66937	432	-1	-	ptp	ACIAD0069	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
141	ICR	PT	66938	66933	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
142	CR	CDS	66934	68037	1104	-1	-	wza	ACIAD0070	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
143	ICR	PP	68038	68506	469													NC_005966	3598621	+	Acinetobacter sp. ADP1	
144	CR	CDS	68507	69670	1164	-1	+	ugd	ACIAD0072	-	-	M 						NC_005966	3598621	+	Acinetobacter sp. ADP1	
145	ICR	TP	69671	69688	18													NC_005966	3598621	+	Acinetobacter sp. ADP1	
146	CR	CDS	69689	70573	885	-1	+	ACIAD0073	ACIAD0073	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
147	ICR	TP	70574	70562	-11													NC_005966	3598621	+	Acinetobacter sp. ADP1	
148	CR	CDS	70563	71492	930	-1	+	ACIAD0074	ACIAD0074	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
149	ICR	TP	71493	71488	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
150	CR	CDS	71489	72739	1251	-1	+	ACIAD0075	ACIAD0075	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
151	ICR	TP	72740	72768	29													NC_005966	3598621	+	Acinetobacter sp. ADP1	
152	CR	CDS	72769	73839	1071	-1	+	rmlB	ACIAD0076	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
153	ICR	TP	73840	73857	18													NC_005966	3598621	+	Acinetobacter sp. ADP1	
154	CR	CDS	73858	74766	909	-1	+	rmlD	ACIAD0078	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
155	ICR	TP	74767	74766	0													NC_005966	3598621	+	Acinetobacter sp. ADP1	
156	CR	CDS	74767	75666	900	-1	+	rmlA	ACIAD0079	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
157	ICR	TP	75667	75736	70													NC_005966	3598621	+	Acinetobacter sp. ADP1	
158	CR	CDS	75737	76300	564	-1	+	rmlC	ACIAD0080	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
159	ICR	TP	76301	76313	13													NC_005966	3598621	+	Acinetobacter sp. ADP1	
160	CR	CDS	76314	77393	1080	-1	+	ACIAD0081	ACIAD0081	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
161	ICR	TP	77394	77382	-11													NC_005966	3598621	+	Acinetobacter sp. ADP1	
162	CR	CDS	77383	78330	948	-1	+	ACIAD0082	ACIAD0082	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
163	ICR	TP	78331	78349	19													NC_005966	3598621	+	Acinetobacter sp. ADP1	
164	CR	CDS	78350	79315	966	-1	+	ACIAD0083	ACIAD0083	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
165	ICR	TP	79316	79334	19													NC_005966	3598621	+	Acinetobacter sp. ADP1	
166	CR	CDS	79335	80354	1020	-1	+	ACIAD0084	ACIAD0084	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
167	ICR	TP	80355	80366	12													NC_005966	3598621	+	Acinetobacter sp. ADP1	
168	CR	CDS	80367	81164	798	-1	+	ACIAD0085	ACIAD0085	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
169	ICR	TT	81165	81191	27													NC_005966	3598621	+	Acinetobacter sp. ADP1	
170	CR	CDS	81192	82610	1419	-1	-	epsM	ACIAD0086	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
171	ICR	PP	82611	82925	315													NC_005966	3598621	+	Acinetobacter sp. ADP1	
172	CR	CDS	82926	84218	1293	-1	+	ACIAD0087	ACIAD0087	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
173	ICR	TP	84219	84247	29													NC_005966	3598621	+	Acinetobacter sp. ADP1	
174	CR	CDS	84248	85279	1032	-1	+	ACIAD0088	ACIAD0088	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
175	ICR	TP	85280	85278	-1													NC_005966	3598621	+	Acinetobacter sp. ADP1	
176	CR	tRNA	85279	86574	1296	-1	+	ACIAD0089	ACIAD0089	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
177	ICR	TP	86575	86570	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
178	CR	tRNA	86571	87671	1101	-1	+	ACIAD0090	ACIAD0090	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
179	ICR	TP	87672	87683	12													NC_005966	3598621	+	Acinetobacter sp. ADP1	
180	CR	tRNA	87684	88775	1092	-1	+	ACIAD0091	ACIAD0091	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
181	ICR	TP	88776	88783	8													NC_005966	3598621	+	Acinetobacter sp. ADP1	
182	CR	tRNA	88784	89920	1137	-1	+	ACIAD0092	ACIAD0092	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
183	ICR	TP	89921	89913	-7													NC_005966	3598621	+	Acinetobacter sp. ADP1	
184	CR	CDS	89914	90528	615	-1	+	ACIAD0093	ACIAD0093	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
185	ICR	TP	90529	90508	-20													NC_005966	3598621	+	Acinetobacter sp. ADP1	
186	CR	CDS	90509	91195	687	-1	+	ACIAD0094	ACIAD0094	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
187	ICR	TP	91196	91198	3													NC_005966	3598621	+	Acinetobacter sp. ADP1	
188	CR	CDS	91199	92374	1176	-1	+	per	ACIAD0095	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
189	ICR	TP	92375	92375	1													NC_005966	3598621	+	Acinetobacter sp. ADP1	
190	CR	CDS	92376	94265	1890	-1	+	ACIAD0096	ACIAD0096	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
191	ICR	TP	94266	94678	413													NC_005966	3598621	+	Acinetobacter sp. ADP1	
192	CR	CDS	94679	96043	1365	-1	+	ACIAD0098	ACIAD0098	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
193	ICR	TP	96044	96122	79													NC_005966	3598621	+	Acinetobacter sp. ADP1	
194	CR	CDS	96123	97010	888	-1	+	galU	ACIAD0099	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
195	ICR	TP	97011	97036	26													NC_005966	3598621	+	Acinetobacter sp. ADP1	
196	CR	CDS	97037	98308	1272	-1	+	ACIAD0100	ACIAD0100	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
197	ICR	TP	98309	98304	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
198	CR	CDS	98305	99978	1674	-1	+	pgi	ACIAD0101	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
199	ICR	TP	99979	99970	-8													NC_005966	3598621	+	Acinetobacter sp. ADP1	
200	CR	ND	99971	100990	1020	-1	+	galE	ACIAD0102	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
201	ICR	TP	100991	101026	36													NC_005966	3598621	+	Acinetobacter sp. ADP1	
202	CR	CDS	101027	102733	1707	-1	+	ACIAD0103	ACIAD0103	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
203	ICR	TT	102734	102791	58													NC_005966	3598621	+	Acinetobacter sp. ADP1	
204	CR	CDS	102792	104165	1374	-1	-	manB	ACIAD0104	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
205	ICR	PT	104166	104307	142													NC_005966	3598621	+	Acinetobacter sp. ADP1	
206	CR	CDS	104308	105207	900	-1	-	ACIAD0105	ACIAD0105	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
207	ICR	PP	105208	105760	553													NC_005966	3598621	+	Acinetobacter sp. ADP1	
208	CR	CDS	105761	107416	1656	-1	+	lldP	ACIAD0106	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
209	ICR	TP	107417	107439	23													NC_005966	3598621	+	Acinetobacter sp. ADP1	
210	CR	CDS	107440	108192	753	-1	+	lldR	ACIAD0107	-	+	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
211	ICR	TP	108193	108188	-4													NC_005966	3598621	+	Acinetobacter sp. ADP1	
212	CR	ND	108189	109343	1155	-1	+	lldD	ACIAD0108	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
213	ICR	TP	109344	109346	3													NC_005966	3598621	+	Acinetobacter sp. ADP1	
214	CR	CDS	109347	111065	1719	-1	+	dld	ACIAD0109	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
215	ICR	TP	111066	111192	127													NC_005966	3598621	+	Acinetobacter sp. ADP1	
216	CR	CDS	111193	112650	1458	-1	+	ACIAD0110	ACIAD0110	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
217	ICR	TT	112651	112713	63													NC_005966	3598621	+	Acinetobacter sp. ADP1	
218	CR	CDS	112714	112977	264	-1	-	ACIAD0111	ACIAD0111	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
219	ICR	PT	112978	113130	153													NC_005966	3598621	+	Acinetobacter sp. ADP1	
220	CR	CDS	113131	114345	1215	-1	-	tyrB	ACIAD0112	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
221	ICR	PT	114346	115050	705													NC_005966	3598621	+	Acinetobacter sp. ADP1	
222	CR	CDS	115051	115521	471	-1	-	lrp	ACIAD0114	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
223	ICR	PP	115522	115659	138													NC_005966	3598621	+	Acinetobacter sp. ADP1	
224	CR	CDS	115660	116919	1260	-1	+	dadA	ACIAD0115	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
225	ICR	TP	116920	116950	31													NC_005966	3598621	+	Acinetobacter sp. ADP1	
226	CR	CDS	116951	118048	1098	-1	+	dadX	ACIAD0116	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
227	ICR	TP	118049	118059	11													NC_005966	3598621	+	Acinetobacter sp. ADP1	
228	CR	CDS	118060	118419	360	-1	+	ACIAD0117	ACIAD0117	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
229	ICR	TP	118420	118672	253													NC_005966	3598621	+	Acinetobacter sp. ADP1	
230	CR	CDS	118673	120052	1380	-1	+	cycA	ACIAD0118	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
231	ICR	TP	120053	120578	526													NC_005966	3598621	+	Acinetobacter sp. ADP1	
232	CR	CDS	120579	121100	522	-1	+	ACIAD0119	ACIAD0119	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
233	ICR	TP	121101	121214	114													NC_005966	3598621	+	Acinetobacter sp. ADP1	
234	CR	CDS	121215	121931	717	-1	+	ACIAD0120	ACIAD0120	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
235	ICR	TP	121932	121943	12													NC_005966	3598621	+	Acinetobacter sp. ADP1	
236	CR	CDS	121944	124553	2610	-1	+	ACIAD0121	ACIAD0121	-	-	X						NC_005966	3598621	+	Acinetobacter sp. ADP1	
