OrgName	seqLen	oriSP	oriEP	Ter	
NC_002745	2814816	2814603	516	1407559	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
200	CR	ND	108046	110283	+	-	107530	+	
202	CR	CDS	110434	111612	+	-	109918	+	
204	CR	CDS	111614	113002	+	-	111098	+	
206	CR	CDS	113486	115153	-	-	112970	+	
208	CR	CDS	115245	115415	-	+	114729	+	
210	CR	CDS	115472	117247	-	+	114956	+	
212	CR	ND	117421	118293	-	-	116905	+	
214	CR	CDS	118475	119803	+	-	117959	+	
216	CR	CDS	119993	120466	+	-	119477	+	
218	CR	CDS	120728	122320	+	-	120212	+	
220	CR	CDS	122649	124001	-	-	122133	+	
222	CR	CDS	124422	125174	-	-	123906	+	
224	CR	CDS	125543	126460	-	-	125027	+	
226	CR	CDS	126538	127533	-	-	126022	+	
228	CR	CDS	127549	128541	-	-	127033	+	
230	CR	CDS	128772	129752	+	-	128256	+	
232	CR	CDS	129749	130759	+	-	129233	+	
234	CR	CDS	130780	132534	+	-	130264	+	
236	CR	CDS	132527	133783	+	-	132011	+	
238	CR	rRNA	133773	135509	+	-	133257	+	
240	CR	rRNA	135490	137268	+	-	134974	+	
242	CR	tRNA	137240	138019	+	-	136724	+	
244	CR	rRNA	138019	139221	+	-	137503	+	
246	CR	tRNA	139225	139989	+	-	138709	+	
248	CR	tRNA	140185	140811	+	-	139669	+	
250	CR	tRNA	141023	141799	+	-	140507	+	
252	CR	ND	141848	142000	-	-	141332	+	
254	CR	tRNA	142144	143115	+	-	141628	+	
256	CR	CDS	143078	143770	+	+	142562	+	
258	CR	CDS	143980	145146	+	-	143464	+	
260	CR	CDS	145127	146365	+	-	144611	+	
262	CR	CDS	146355	147785	+	-	145839	+	
264	CR	CDS	148053	148652	+	-	147537	+	
266	CR	CDS	149019	149744	+	+	148503	+	
268	CR	CDS	149935	150675	-	+	149419	+	
270	CR	tRNA	150926	151633	+	-	150410	+	
272	CR	tRNA	151640	152992	+	-	151124	+	
274	CR	tRNA	153073	153735	+	-	152557	+	
276	CR	CDS	153763	154941	+	+	153247	+	
278	CR	CDS	155070	155885	-	-	154554	+	
280	CR	CDS	155882	156682	-	+	155366	+	
282	CR	CDS	156684	157457	-	+	156168	+	
284	CR	CDS	157652	158608	-	+	157136	+	
286	CR	CDS	158837	160381	+	+	158321	+	
288	CR	CDS	160432	161967	+	-	159916	+	
290	CR	CDS	162124	162891	+	-	161608	+	
292	CR	CDS	162897	164072	+	-	162381	+	
294	CR	CDS	164457	167066	+	-	163941	+	
296	CR	tRNA	167409	168077	+	-	166893	+	
298	CR	tRNA	168093	168779	+	-	167577	+	
300	CR	CDS	168782	169546	+	+	168266	+	
302	CR	CDS	169566	171389	+	-	169050	+	
304	CR	CDS	171379	172407	+	-	170863	+	
306	CR	CDS	172420	173529	+	+	171904	+	
308	CR	CDS	173533	174657	+	+	173017	+	
310	CR	CDS	174660	175286	+	-	174144	+	
312	CR	CDS	175291	176400	+	-	174775	+	
314	CR	CDS	176414	177580	+	-	175898	+	
316	CR	CDS	177573	178778	+	-	177057	+	
318	CR	CDS	178779	179984	+	-	178263	+	
320	CR	CDS	179995	180552	+	-	179479	+	
322	CR	CDS	180552	181439	+	-	180036	+	
324	CR	CDS	181493	182755	+	-	180977	+	
326	CR	CDS	182802	183977	+	-	182286	+	
328	CR	CDS	184042	184368	-	-	183526	+	
330	CR	CDS	184375	184758	-	-	183859	+	
332	CR	CDS	185185	186672	+	-	184669	+	
334	CR	ND	187319	188278	+	-	186803	+	
336	CR	CDS	188388	188543	-	-	187872	+	
338	CR	CDS	188573	188776	-	+	188057	+	
340	CR	CDS	188955	189467	+	+	188439	+	
342	CR	CDS	189809	190549	+	+	189293	+	
344	CR	CDS	190563	191534	+	-	190047	+	
346	CR	CDS	191531	192292	+	-	191015	+	
348	CR	CDS	192305	193336	+	-	191789	+	
350	CR	CDS	193562	193912	+	-	193046	+	
352	CR	CDS	193987	195111	+	-	193471	+	
354	CR	CDS	195497	196747	+	+	194981	+	
356	CR	CDS	197194	204369	+	-	196678	+	
358	CR	CDS	204382	205026	+	-	203866	+	
360	CR	CDS	205354	205848	-	-	204838	+	
362	CR	CDS	206103	206867	-	-	205587	+	
364	CR	CDS	206883	208124	-	-	206367	+	
366	CR	CDS	208136	209167	-	-	207620	+	
368	CR	CDS	209206	210390	-	-	208690	+	
370	CR	CDS	210649	211998	-	-	210133	+	
372	CR	CDS	212277	212774	-	+	211761	+	
374	CR	CDS	212901	214541	-	-	212385	+	
376	CR	CDS	214814	216859	-	+	214298	+	
378	CR	CDS	217444	218499	+	-	216928	+	
380	CR	CDS	218496	219395	+	-	217980	+	
382	CR	CDS	219407	220861	+	+	218891	+	
384	CR	CDS	220864	221739	+	-	220348	+	
386	CR	CDS	221933	222214	-	-	221417	+	
388	CR	CDS	222427	225216	+	-	221911	+	
390	CR	CDS	225363	225962	-	-	224847	+	
392	CR	CDS	226088	227200	+	-	225572	+	
394	CR	CDS	227197	227877	+	+	226681	+	
396	CR	CDS	227874	229052	+	-	227358	+	
398	CR	CDS	229259	229480	+	-	228743	+	
400	CR	CDS	229518	231236	+	-	229002	+	
402	CR	CDS	231295	231738	+	-	230779	+	
404	CR	CDS	231750	232472	+	-	231234	+	
406	CR	CDS	232459	232635	+	-	231943	+	
408	CR	CDS	233345	234937	-	+	232829	+	
410	CR	CDS	235035	236372	+	-	234519	+	
412	CR	CDS	236378	237541	+	+	235862	+	
414	CR	CDS	237558	239333	+	+	237042	+	
416	CR	CDS	239371	241377	+	-	238855	+	
418	CR	CDS	241690	242463	-	+	241174	+	
420	CR	CDS	242652	243278	-	-	242136	+	
422	CR	CDS	243487	244065	+	-	242971	+	
424	CR	CDS	244449	245546	+	+	243933	+	
426	CR	CDS	245559	246830	+	-	245043	+	
428	CR	CDS	246833	248101	+	+	246317	+	
430	CR	CDS	248103	248942	+	-	247587	+	
432	CR	CDS	249013	250092	+	-	248497	+	
434	CR	CDS	250117	251157	+	+	249601	+	
436	CR	CDS	251212	252180	+	-	250696	+	
438	CR	CDS	252541	253035	-	-	252025	+	
440	CR	CDS	253268	254647	+	+	252752	+	
442	CR	CDS	255006	255764	-	+	254490	+	
444	CR	CDS	255757	257313	-	+	255241	+	
446	CR	CDS	257310	258278	-	+	256794	+	
448	CR	CDS	258866	261115	+	+	258350	+	
450	CR	CDS	261138	261893	+	-	260622	+	
452	CR	CDS	262215	263978	+	-	261699	+	
454	CR	ND	264142	264486	-	-	263626	+	
456	CR	CDS	264676	266652	+	-	264160	+	
458	CR	CDS	267239	268423	-	-	266723	+	
460	CR	ND	268453	270714	-	-	267937	+	
462	CR	CDS	270900	272111	-	-	270384	+	
464	CR	ND	272223	273728	-	-	271707	+	
466	CR	CDS	273754	275316	-	-	273238	+	
468	CR	CDS	275772	276914	+	-	275256	+	
470	CR	rRNA	277228	278703	-	-	276712	+	
472	CR	rRNA	278901	279257	-	-	278385	+	
474	CR	tRNA	279414	279587	-	-	278898	+	
476	CR	rRNA	279613	280758	-	-	279097	+	
478	CR	CDS	281331	282284	+	+	280815	+	
480	CR	CDS	282604	284133	-	-	282088	+	
482	CR	CDS	284495	285430	+	-	283979	+	
484	CR	CDS	285767	287863	+	+	285251	+	
486	CR	CDS	287848	288315	+	-	287332	+	
488	CR	CDS	288338	288616	+	-	287822	+	
490	CR	CDS	288843	290102	+	-	288327	+	
492	CR	CDS	290120	291175	+	-	289604	+	
494	CR	CDS	291177	291323	+	-	290661	+	
496	CR	CDS	291347	292390	+	-	290831	+	
498	CR	CDS	292918	293634	+	-	292402	+	
500	CR	CDS	293627	294652	+	-	293111	+	
502	CR	CDS	294674	296368	+	-	294158	+	
504	CR	CDS	296796	297965	+	-	296280	+	
506	CR	CDS	298241	298957	+	-	297725	+	
508	CR	CDS	298950	299975	+	-	298434	+	
510	CR	CDS	299997	301685	+	-	299481	+	
512	CR	ND	301718	303439	+	-	301202	+	
514	CR	CDS	303583	304257	+	+	303067	+	
516	CR	CDS	304502	306256	+	-	303986	+	
518	CR	CDS	306259	306999	+	-	305743	+	
520	CR	CDS	307118	307555	+	-	306602	+	
522	CR	CDS	307548	308249	+	-	307032	+	
524	CR	CDS	308357	309061	-	+	307841	+	
526	CR	CDS	309210	310001	+	-	308694	+	
528	CR	CDS	310017	311453	+	-	309501	+	
530	CR	ND	311940	312701	-	-	311424	+	
532	CR	CDS	312952	313866	-	-	312436	+	
534	CR	CDS	313894	314298	-	-	313378	+	
536	CR	CDS	314313	315194	-	-	313797	+	
538	CR	CDS	315426	316424	-	-	314910	+	
540	CR	CDS	316804	317196	+	-	316288	+	
542	CR	CDS	317324	318700	-	-	316808	+	
544	CR	CDS	318934	319926	+	+	318418	+	
546	CR	CDS	320252	321202	+	-	319736	+	
548	CR	CDS	321254	321913	-	-	320738	+	
550	CR	tRNA	321927	322847	-	-	321411	+	
552	CR	CDS	322844	324010	-	-	322328	+	
554	CR	CDS	324078	325601	-	-	323562	+	
556	CR	CDS	325932	326825	-	-	325416	+	
558	CR	CDS	327073	327366	+	-	326557	+	
560	CR	CDS	327449	330478	+	-	326933	+	
562	CR	CDS	330478	330936	+	-	329962	+	
564	CR	CDS	330908	331150	+	-	330392	+	
566	CR	CDS	331163	332497	+	-	330647	+	
568	CR	CDS	332519	336958	+	-	332003	+	
570	CR	CDS	336988	337380	+	-	336472	+	
572	CR	CDS	337396	337710	+	-	336880	+	
574	CR	CDS	337707	338384	+	-	337191	+	
576	CR	CDS	338384	338701	+	-	337868	+	
578	CR	CDS	338711	340555	+	-	338195	+	
580	CR	CDS	340566	341057	+	-	340050	+	
582	CR	CDS	341260	341943	+	-	340744	+	
584	CR	tRNA	342089	342700	+	-	341573	+	
586	CR	CDS	342835	343053	+	+	342319	+	
588	CR	tRNA	343185	343685	+	-	342669	+	
590	CR	tRNA	343696	344196	+	-	343180	+	
592	CR	tRNA	344207	344668	+	-	343691	+	
594	CR	tRNA	344717	345217	+	-	344201	+	
596	CR	CDS	345228	345713	+	-	344712	+	
598	CR	CDS	346338	346712	+	+	345822	+	
600	CR	CDS	346862	347260	+	-	346346	+	
602	CR	ND	347476	348300	-	-	346960	+	
604	CR	CDS	348537	349844	-	-	348021	+	
606	CR	CDS	350428	351318	+	-	349912	+	
608	CR	CDS	351567	352616	+	-	351051	+	
610	CR	CDS	352629	353306	+	+	352113	+	
612	CR	CDS	353514	354545	+	+	352998	+	
614	CR	CDS	354888	355649	+	-	354372	+	
616	CR	CDS	355764	356006	+	-	355248	+	
618	CR	CDS	355981	356904	+	-	355465	+	
620	CR	CDS	356915	358135	+	-	356399	+	
622	CR	CDS	358240	359772	-	-	357724	+	
624	CR	CDS	359812	360693	-	-	359296	+	
626	CR	CDS	360851	361711	+	-	360335	+	
628	CR	CDS	361988	362788	-	-	361472	+	
630	CR	CDS	362928	363596	+	-	362412	+	
632	CR	CDS	363727	365040	-	-	363211	+	
634	CR	CDS	365458	367533	+	-	364942	+	
636	CR	CDS	367775	368602	-	-	367259	+	
638	CR	CDS	368675	369874	-	-	368159	+	
640	CR	CDS	370176	371177	+	-	369660	+	
642	CR	CDS	371211	371543	+	-	370695	+	
644	CR	CDS	371544	372344	+	-	371028	+	
646	CR	CDS	372331	373278	+	-	371815	+	
648	CR	CDS	373256	374278	+	-	372740	+	
650	CR	CDS	374594	375619	+	-	374078	+	
652	CR	CDS	375713	377059	-	-	375197	+	
654	CR	CDS	377074	377358	-	+	376558	+	
656	CR	CDS	377360	377803	-	-	376844	+	
658	CR	CDS	377808	379763	-	-	377292	+	
660	CR	CDS	379975	380394	+	-	379459	+	
662	CR	CDS	380501	381856	+	-	379985	+	
664	CR	CDS	381960	382418	+	-	381444	+	
666	CR	CDS	382482	383840	-	-	381966	+	
668	CR	CDS	384152	385078	+	-	383636	+	
670	CR	CDS	385092	386153	+	-	384576	+	
672	CR	CDS	386167	386733	+	-	385651	+	
674	CR	CDS	386792	387787	-	-	386276	+	
676	CR	CDS	388152	388697	+	-	387636	+	
678	CR	CDS	388964	389818	+	-	388448	+	
680	CR	CDS	389929	391044	+	-	389413	+	
682	CR	CDS	391022	392737	+	-	390506	+	
684	CR	CDS	392978	393640	-	-	392462	+	
686	CR	CDS	393696	393911	-	-	393180	+	
688	CR	CDS	394019	394408	-	-	393503	+	
690	CR	CDS	394648	394851	+	-	394132	+	
692	CR	tRNA	394848	395561	+	-	394332	+	
694	CR	CDS	395586	396428	+	-	395070	+	
696	CR	CDS	396428	397057	+	-	395912	+	
698	CR	CDS	397444	398577	-	-	396928	+	
700	CR	CDS	399116	400297	+	-	398600	+	
702	CR	CDS	400380	401132	-	-	399864	+	
704	CR	CDS	401175	403403	-	-	400659	+	
706	CR	CDS	403400	405241	-	-	402884	+	
708	CR	CDS	405210	406370	-	+	404694	+	
710	CR	CDS	406367	407470	-	-	405851	+	
712	CR	CDS	408141	408977	+	+	407625	+	
714	CR	CDS	409131	410012	+	-	408615	+	
716	CR	CDS	410042	410245	+	-	409526	+	
718	CR	CDS	410257	411354	+	-	409741	+	
720	CR	CDS	411440	411631	-	-	410924	+	
722	CR	ND	411875	412171	+	-	411359	+	
724	CR	CDS	412192	412695	+	-	411676	+	
726	CR	ND	412747	412989	+	-	412231	+	
728	CR	CDS	413266	414240	-	+	412750	+	
730	CR	CDS	414292	414546	-	+	413776	+	
732	CR	CDS	415162	415773	+	-	414646	+	
734	CR	CDS	416142	416510	+	-	415626	+	
736	CR	CDS	416691	417263	+	-	416175	+	
738	CR	CDS	417400	417663	-	-	416884	+	
740	CR	CDS	417963	418214	+	-	417447	+	
742	CR	CDS	418253	418462	-	-	417737	+	
744	CR	CDS	418616	419221	+	-	418100	+	
746	CR	CDS	419287	419670	-	-	418771	+	
748	CR	CDS	419940	420566	-	-	419424	+	
750	CR	CDS	420639	420830	-	-	420123	+	
752	CR	CDS	421010	422533	-	-	420494	+	
754	CR	CDS	422549	423118	-	-	422033	+	
756	CR	CDS	423610	424365	+	-	423094	+	
758	CR	CDS	424445	425833	-	-	423929	+	
760	CR	CDS	426680	427999	+	-	426164	+	
762	CR	CDS	428331	429287	-	-	427815	+	
764	CR	CDS	429405	430067	-	-	428889	+	
766	CR	CDS	430210	430617	-	-	429694	+	
768	CR	CDS	431130	431708	+	-	430614	+	
770	CR	CDS	431708	432976	+	-	431192	+	
772	CR	CDS	433014	434480	+	-	432498	+	
774	CR	CDS	434505	436046	+	-	433989	+	
776	CR	CDS	436159	436695	-	-	435643	+	
778	CR	CDS	437087	437791	-	+	436571	+	
780	CR	CDS	438190	438486	-	-	437674	+	
782	CR	CDS	438723	438875	-	+	438207	+	
784	CR	CDS	439407	439766	-	-	438891	+	
786	CR	CDS	439785	440630	-	-	439269	+	
788	CR	CDS	441102	441782	+	-	440586	+	
790	CR	CDS	442068	442763	+	-	441552	+	
792	CR	CDS	443054	444124	+	-	442538	+	
794	CR	tRNA	444488	445366	+	-	443972	+	
796	CR	tRNA	445730	446434	+	-	445214	+	
798	CR	CDS	446880	447575	+	-	446364	+	
800	CR	CDS	447914	448612	+	+	447398	+	
802	CR	CDS	448989	449687	+	-	448473	+	
804	CR	CDS	450053	450736	+	-	449537	+	
806	CR	CDS	450789	450947	+	-	450273	+	
808	CR	CDS	451000	452556	+	-	450484	+	
810	CR	CDS	452549	453760	+	+	452033	+	
812	CR	CDS	454143	454826	+	-	453627	+	
814	CR	CDS	454848	456335	+	-	454332	+	
816	CR	CDS	456444	456752	-	-	455928	+	
818	CR	CDS	457089	457892	+	-	456573	+	
820	CR	CDS	457923	458717	+	-	457407	+	
822	CR	CDS	458762	459550	+	-	458246	+	
824	CR	CDS	459874	460356	+	-	459358	+	
826	CR	CDS	460417	461202	+	+	459901	+	
828	CR	CDS	461221	462003	+	-	460705	+	
830	CR	CDS	462060	462854	+	-	461544	+	
832	CR	CDS	462906	463706	+	-	462390	+	
834	CR	CDS	463725	464507	+	-	463209	+	
836	CR	CDS	464686	465501	+	-	464170	+	
838	CR	CDS	465491	466816	+	-	464975	+	
840	CR	CDS	466813	467136	+	-	466297	+	
842	CR	CDS	467155	467469	+	-	466639	+	
844	CR	CDS	467758	467958	-	-	467242	+	
846	CR	CDS	468137	469339	+	-	467621	+	
848	CR	CDS	469753	469896	-	-	469237	+	
850	CR	CDS	470927	472411	+	+	470411	+	
852	CR	CDS	472424	475129	+	-	471908	+	
854	CR	CDS	475291	475653	+	-	474775	+	
856	CR	CDS	475882	476124	-	-	475366	+	
858	CR	CDS	476336	477010	+	-	475820	+	
860	CR	CDS	477047	477781	+	-	476531	+	
862	CR	CDS	478150	479490	+	-	477634	+	
864	CR	CDS	479707	480612	+	+	479191	+	
866	CR	CDS	480605	481747	+	-	480089	+	
868	CR	CDS	482042	483067	+	-	481526	+	
870	CR	CDS	483071	483730	+	+	482555	+	
872	CR	CDS	483767	484609	+	+	483251	+	
874	CR	CDS	484941	485945	+	-	484425	+	
876	CR	CDS	486130	486408	-	-	485614	+	
878	CR	CDS	486548	486943	+	-	486032	+	
880	CR	ND	486933	487418	+	-	486417	+	
882	CR	CDS	487587	488369	-	-	487071	+	
884	CR	CDS	488366	489478	-	-	487850	+	
886	CR	CDS	489599	490483	-	-	489083	+	
888	CR	CDS	490664	495163	+	-	490148	+	
890	CR	CDS	495181	496644	+	-	494665	+	
892	CR	CDS	496913	497005	+	-	496397	+	
894	CR	CDS	497474	498901	+	-	496958	+	
896	CR	CDS	498965	500605	+	-	498449	+	
898	CR	CDS	500630	501358	+	-	500114	+	
900	CR	CDS	502001	502525	+	-	501485	+	
902	CR	CDS	502594	504291	+	-	502078	+	
904	CR	CDS	504381	504698	+	-	503865	+	
906	CR	CDS	504705	505301	+	-	504189	+	
908	CR	CDS	506161	507715	+	-	505645	+	
910	CR	CDS	507805	507881	+	+	507289	+	
912	CR	CDS	507900	507975	+	+	507384	+	
914	CR	CDS	508189	511111	+	+	507673	+	
916	CR	CDS	511184	511298	+	+	510668	+	
918	CR	CDS	512201	513538	+	-	511685	+	
920	CR	CDS	513540	514157	+	-	513024	+	
922	CR	CDS	514185	514514	+	-	513669	+	
924	CR	CDS	514728	515654	+	-	514212	+	
926	CR	CDS	515823	516458	+	-	515307	+	
928	CR	CDS	516454	516822	+	-	515938	+	
930	CR	tRNA	517096	517821	+	-	516580	+	
932	CR	CDS	517814	518062	+	-	517298	+	
934	CR	CDS	518064	518903	+	-	517548	+	
936	CR	CDS	519188	521161	+	-	518672	+	
938	CR	CDS	521192	521965	+	-	520676	+	
940	CR	CDS	522132	522668	+	-	521616	+	
942	CR	CDS	522679	523572	+	-	522163	+	
944	CR	CDS	523672	523935	+	-	523156	+	
946	CR	CDS	524245	525093	+	-	523729	+	
948	CR	CDS	525107	525931	+	-	524591	+	
950	CR	CDS	525948	526328	+	-	525432	+	
952	CR	CDS	526400	526702	+	+	525884	+	
954	CR	CDS	527067	528419	+	-	526551	+	
956	CR	CDS	528566	529531	+	-	528050	+	
958	CR	CDS	529681	530334	+	-	529165	+	
960	CR	CDS	530645	531217	+	+	530129	+	
962	CR	CDS	531217	534723	+	-	530701	+	
964	CR	CDS	534713	536239	+	-	534197	+	
966	CR	CDS	536239	537432	+	-	535723	+	
968	CR	CDS	537429	537692	+	+	536913	+	
970	CR	CDS	537710	538102	+	+	537194	+	
972	CR	CDS	538207	538608	+	-	537691	+	
974	CR	CDS	538788	540083	+	-	538272	+	
976	CR	CDS	540088	540627	+	+	539572	+	
978	CR	CDS	540884	542977	+	-	540368	+	
980	CR	CDS	543205	544086	+	+	542689	+	
982	CR	CDS	544265	545197	+	+	543749	+	
984	CR	CDS	545413	546216	+	-	544897	+	
986	CR	CDS	546194	546559	+	+	545678	+	
988	CR	CDS	546556	547032	+	-	546040	+	
990	CR	CDS	547571	549058	+	-	547055	+	
992	CR	CDS	549616	549730	+	+	549100	+	
994	CR	CDS	549743	549818	+	-	549227	+	
996	CR	CDS	549835	549910	+	-	549319	+	
998	CR	CDS	549917	549989	+	-	549401	+	
1000	CR	CDS	550023	550097	+	-	549507	+	
1002	CR	CDS	550105	550193	+	-	549589	+	
1004	CR	CDS	550199	550275	+	-	549683	+	
1006	CR	CDS	550296	550369	+	-	549780	+	
1008	CR	CDS	550393	550468	+	-	549877	+	
1010	CR	CDS	550589	552143	+	-	550073	+	
1012	CR	CDS	552236	552312	+	-	551720	+	
1014	CR	CDS	552480	555402	+	-	551964	+	
1016	CR	CDS	555475	555589	+	-	554959	+	
1018	CR	CDS	556112	557494	-	-	555596	+	
1020	CR	CDS	557598	558485	+	-	557082	+	
1022	CR	CDS	558489	559049	+	-	557973	+	
1024	CR	CDS	559257	560471	-	-	558741	+	
1026	CR	CDS	560629	561090	+	-	560113	+	
1028	CR	CDS	561109	561675	+	-	560593	+	
1030	CR	CDS	561665	562672	+	+	561149	+	
1032	CR	CDS	562686	565142	+	-	562170	+	
1034	CR	CDS	565627	566991	+	-	565111	+	
1036	CR	CDS	567016	568089	+	-	566500	+	
1038	CR	CDS	568646	570100	+	-	568130	+	
1040	CR	CDS	570529	571170	+	-	570013	+	
1042	CR	CDS	571154	572554	+	-	570638	+	
1044	CR	CDS	572547	572951	+	-	572031	+	
1046	CR	CDS	572959	573705	+	-	572443	+	
1048	CR	CDS	573705	574229	+	-	573189	+	
1050	CR	CDS	574310	574879	+	-	573794	+	
1052	CR	CDS	575193	575375	+	-	574677	+	
1054	CR	CDS	575388	575936	+	-	574872	+	
1056	CR	CDS	576117	576539	+	-	575601	+	
1058	CR	CDS	576747	577439	+	-	576231	+	
1060	CR	CDS	577711	578211	+	-	577195	+	
1062	CR	CDS	578254	578622	+	-	577738	+	
1064	CR	CDS	578797	579405	+	+	578281	+	
1066	CR	CDS	579620	583171	+	-	579104	+	
1068	CR	CDS	583308	586931	+	+	582792	+	
1070	CR	CDS	587068	587322	+	-	586552	+	
1072	CR	CDS	587420	587833	+	-	586904	+	
1074	CR	CDS	587899	588369	+	-	587383	+	
1076	CR	CDS	588492	590573	+	-	587976	+	
1078	CR	CDS	590790	591974	+	-	590274	+	
1080	CR	CDS	592256	593431	-	-	591740	+	
1082	CR	CDS	593602	594789	+	-	593086	+	
1084	CR	CDS	595059	595937	+	+	594543	+	
1086	CR	CDS	596096	597733	+	-	595580	+	
1088	CR	CDS	597947	598912	+	-	597431	+	
1090	CR	CDS	599248	600324	+	-	598732	+	
1092	CR	CDS	600574	601257	+	-	600058	+	
1094	CR	CDS	601373	602035	-	-	600857	+	
1096	CR	CDS	602028	602645	-	-	601512	+	
1098	CR	CDS	602712	603182	+	+	602196	+	
1100	CR	CDS	603329	604198	+	+	602813	+	
