OrgName	seqLen	oriSP	oriEP	Ter	
NC_000913	4639675	3923657	3924034	1604008	
bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	EG	distToOri	direction	
410	CR	CDS	228928	229004	+	-	944569	+	
412	CR	CDS	229167	229970	+	+	944808	+	
414	CR	CDS	229967	230881	-	+	945608	+	
416	CR	CDS	231122	231922	+	-	946763	+	
418	CR	CDS	231926	232549	+	+	947567	+	
420	CR	CDS	232597	233955	-	-	948238	+	
422	CR	CDS	234027	234782	-	-	949668	+	
424	CR	CDS	234816	235538	+	+	950457	+	
426	CR	CDS	235535	236002	-	-	951176	+	
428	CR	CDS	236067	236798	+	+	951708	+	
430	CR	CDS	236931	237007	+	-	952572	+	
432	CR	CDS	237335	238120	+	-	952976	+	
434	CR	CDS	238257	238736	-	+	953898	+	
436	CR	CDS	238746	239102	-	-	954387	+	
438	CR	CDS	239106	239378	+	-	954747	+	
440	CR	CDS	239419	240189	-	+	955060	+	
442	CR	CDS	240343	240816	+	+	955984	+	
444	CR	CDS	240859	243303	-	+	956500	+	
446	CR	CDS	243543	244121	+	+	959184	+	
448	CR	CDS	244327	245094	+	+	959968	+	
450	CR	CDS	245065	245805	-	-	960706	+	
452	CR	CDS	245961	246239	-	-	961602	+	
454	CR	ND	246242	246502	-	-	961883	+	
456	CR	CDS	246712	247461	+	-	962353	+	
458	CR	CDS	247637	248134	+	-	963278	+	
460	CR	ND	248358	250070	-	-	963999	+	
462	CR	CDS	250072	250827	+	-	965713	+	
464	CR	ND	250898	251953	+	-	966539	+	
466	CR	CDS	252005	252298	+	-	967646	+	
468	CR	CDS	252301	252699	+	-	967942	+	
470	CR	rRNA	252709	253161	+	-	968350	+	
472	CR	rRNA	253479	253685	+	-	969120	+	
474	CR	tRNA	253702	254202	+	-	969343	+	
476	CR	rRNA	254259	255716	-	-	969900	+	
478	CR	CDS	255977	256435	+	+	971618	+	
480	CR	CDS	256527	257771	+	-	972168	+	
482	CR	CDS	257829	258230	+	-	973470	+	
484	CR	CDS	258269	259324	-	+	973910	+	
486	CR	CDS	259612	260715	+	-	975253	+	
488	CR	CDS	260727	261980	+	-	976368	+	
490	CR	CDS	262095	262170	+	-	977736	+	
492	CR	CDS	262374	262436	-	-	978015	+	
494	CR	CDS	262552	262893	-	-	978193	+	
496	CR	CDS	262914	263231	-	-	978555	+	
498	CR	CDS	263250	263471	-	-	978891	+	
500	CR	CDS	263480	263956	-	-	979121	+	
502	CR	CDS	263972	264430	-	-	979613	+	
504	CR	CDS	264528	264767	-	-	980169	+	
506	CR	CDS	264844	265311	-	-	980485	+	
508	CR	CDS	265334	265777	-	-	980975	+	
510	CR	CDS	265777	265998	-	-	981418	+	
512	CR	ND	266000	266191	-	-	981641	+	
514	CR	CDS	266408	267229	-	+	982049	+	
516	CR	CDS	267321	268184	-	-	982962	+	
518	CR	CDS	268513	269406	-	-	984154	+	
520	CR	CDS	269502	271413	+	-	985143	+	
522	CR	CDS	269827	270978	+	-	985468	+	
524	CR	CDS	271804	271878	+	+	987445	+	
526	CR	CDS	272071	273178	+	-	987712	+	
528	CR	CDS	273325	274341	-	-	988966	+	
530	CR	ND	274549	275952	+	-	990190	+	
532	CR	CDS	275939	276871	+	-	991580	+	
534	CR	CDS	276980	278026	-	-	992621	+	
536	CR	CDS	278038	278385	-	-	993679	+	
538	CR	CDS	278402	278905	-	-	994043	+	
540	CR	CDS	278824	279099	-	-	994465	+	
542	CR	CDS	279338	279586	-	-	994979	+	
544	CR	CDS	279651	279959	-	+	995292	+	
546	CR	CDS	280053	281207	-	-	995694	+	
548	CR	CDS	281481	282410	+	-	997122	+	
550	CR	tRNA	282425	284392	+	-	998066	+	
552	CR	CDS	284619	286001	+	-	1000260	+	
554	CR	CDS	286013	287623	+	-	1001654	+	
556	CR	CDS	287628	288386	-	-	1003269	+	
558	CR	CDS	288525	289529	-	-	1004166	+	
560	CR	CDS	289653	289857	+	-	1005294	+	
562	CR	CDS	289873	290376	-	-	1005514	+	
564	CR	CDS	290295	290570	-	-	1005936	+	
566	CR	CDS	290628	291455	+	-	1006269	+	
568	CR	CDS	291546	292172	-	-	1007187	+	
570	CR	CDS	292444	293142	-	-	1008085	+	
572	CR	CDS	293169	294023	-	-	1008810	+	
574	CR	CDS	294363	294803	-	-	1010004	+	
576	CR	CDS	294920	296320	-	-	1010561	+	
578	CR	CDS	296430	296478	+	-	1012071	+	
580	CR	CDS	296605	296943	-	-	1012246	+	
582	CR	CDS	296938	297015	-	-	1012579	+	
584	CR	tRNA	296994	297950	-	-	1012635	+	
586	CR	CDS	297960	300158	-	+	1013601	+	
588	CR	tRNA	300155	301111	-	-	1015796	+	
590	CR	tRNA	301108	301797	-	-	1016749	+	
592	CR	tRNA	302215	302829	+	-	1017856	+	
594	CR	tRNA	303077	303406	-	-	1018718	+	
596	CR	CDS	303719	304429	-	-	1019360	+	
598	CR	CDS	304398	306041	-	+	1020039	+	
600	CR	CDS	306031	308556	-	-	1021672	+	
602	CR	ND	308582	309250	-	-	1024223	+	
604	CR	CDS	309308	309895	-	-	1024949	+	
606	CR	CDS	309970	310560	-	-	1025611	+	
608	CR	CDS	311336	311563	+	-	1026977	+	
610	CR	CDS	311598	311738	-	+	1027239	+	
612	CR	CDS	311738	312001	-	+	1027379	+	
614	CR	CDS	312365	312466	-	-	1028006	+	
616	CR	CDS	312940	313029	-	-	1028581	+	
618	CR	CDS	313581	314452	+	-	1029222	+	
620	CR	CDS	314515	314814	+	-	1030156	+	
622	CR	CDS	314811	315677	+	-	1030452	+	
624	CR	CDS	315710	316393	-	-	1031351	+	
626	CR	CDS	316663	316791	+	-	1032304	+	
628	CR	CDS	316950	317543	-	-	1032591	+	
630	CR	CDS	317555	317791	-	-	1033196	+	
632	CR	CDS	317900	319225	-	-	1033541	+	
634	CR	CDS	319451	320305	+	-	1035092	+	
636	CR	CDS	320832	321551	+	-	1036473	+	
638	CR	CDS	321562	322989	+	-	1037203	+	
640	CR	CDS	322982	323677	+	-	1038623	+	
642	CR	CDS	323920	324588	-	-	1039561	+	
644	CR	CDS	324801	326471	-	-	1040442	+	
646	CR	CDS	326485	327957	-	-	1042126	+	
648	CR	CDS	327971	328558	-	-	1043612	+	
650	CR	CDS	328687	330720	+	-	1044328	+	
652	CR	CDS	331595	332683	+	-	1047236	+	
654	CR	CDS	332725	333657	-	+	1048366	+	
656	CR	CDS	333749	334246	-	-	1049390	+	
658	CR	CDS	334504	335109	+	-	1050145	+	
660	CR	CDS	335149	336012	+	-	1050790	+	
662	CR	CDS	336002	337549	+	-	1051643	+	
664	CR	CDS	337549	338967	+	-	1053190	+	
666	CR	CDS	339389	340339	+	-	1055030	+	
668	CR	CDS	340349	341731	+	-	1055990	+	
670	CR	CDS	342108	343157	+	-	1057749	+	
672	CR	CDS	343400	344215	+	-	1059041	+	
674	CR	CDS	344628	344873	+	-	1060269	+	
676	CR	CDS	344890	345561	-	-	1060531	+	
678	CR	CDS	345708	345983	+	-	1061349	+	
680	CR	CDS	346081	347667	-	-	1061722	+	
682	CR	CDS	347906	348796	+	-	1063547	+	
684	CR	CDS	349236	350405	+	-	1064877	+	
686	CR	CDS	350439	351890	+	-	1066080	+	
688	CR	CDS	351930	353816	+	-	1067571	+	
690	CR	CDS	354146	355405	+	-	1069787	+	
692	CR	tRNA	355395	356678	+	-	1071036	+	
694	CR	CDS	357015	357914	-	-	1072656	+	
696	CR	CDS	358023	358682	+	-	1073664	+	
698	CR	CDS	358713	359183	+	-	1074354	+	
700	CR	CDS	359216	360370	+	-	1074857	+	
702	CR	CDS	360473	361084	-	-	1076114	+	
704	CR	CDS	361150	362403	-	-	1076791	+	
706	CR	CDS	362455	365529	-	-	1078096	+	
708	CR	CDS	365652	366734	-	+	1081293	+	
710	CR	CDS	366811	367644	-	-	1082452	+	
712	CR	CDS	367835	369499	+	+	1083476	+	
714	CR	CDS	369501	370445	+	-	1085142	+	
716	CR	CDS	370448	371329	+	-	1086089	+	
718	CR	CDS	371339	372148	+	-	1086980	+	
720	CR	CDS	372145	373095	+	-	1087786	+	
722	CR	ND	373092	374105	+	-	1088733	+	
724	CR	CDS	374683	375894	+	-	1090324	+	
726	CR	ND	375996	376535	+	-	1091637	+	
728	CR	CDS	376759	377592	-	+	1092400	+	
730	CR	CDS	377686	378795	-	+	1093327	+	
732	CR	CDS	378830	379105	-	-	1094471	+	
734	CR	CDS	379293	380066	-	-	1094934	+	
736	CR	CDS	380068	382096	-	-	1095709	+	
738	CR	CDS	380575	380940	+	-	1096216	+	
740	CR	CDS	380898	381803	+	-	1096539	+	
742	CR	CDS	381963	383159	-	-	1097604	+	
744	CR	CDS	383283	383840	-	-	1098924	+	
746	CR	CDS	384456	385418	+	-	1100097	+	
748	CR	CDS	385431	386198	+	-	1101072	+	
750	CR	CDS	386195	387022	+	-	1101836	+	
752	CR	CDS	387019	387870	+	-	1102660	+	
754	CR	CDS	387977	388951	-	-	1103618	+	
756	CR	CDS	389475	393642	+	-	1105116	+	
758	CR	CDS	390963	391829	-	-	1106604	+	
760	CR	CDS	391826	392125	-	-	1107467	+	
762	CR	CDS	393730	394353	+	-	1109371	+	
764	CR	CDS	394354	395511	-	-	1109995	+	
766	CR	CDS	395863	397083	+	-	1111504	+	
768	CR	CDS	397096	398190	+	-	1112737	+	
770	CR	CDS	398249	398557	-	-	1113890	+	
772	CR	CDS	398817	399029	+	-	1114458	+	
774	CR	CDS	399053	400147	-	-	1114694	+	
776	CR	CDS	400610	400870	+	-	1116251	+	
778	CR	CDS	400971	402386	+	+	1116612	+	
780	CR	CDS	402505	402825	+	-	1118146	+	
782	CR	CDS	402927	404042	+	+	1118568	+	
784	CR	CDS	404059	404868	-	-	1119700	+	
786	CR	CDS	404988	405446	+	-	1120629	+	
788	CR	CDS	405629	406153	+	-	1121270	+	
790	CR	CDS	406203	406394	+	-	1121844	+	
792	CR	CDS	406652	407329	+	-	1122293	+	
794	CR	tRNA	407401	407685	+	-	1123042	+	
796	CR	tRNA	407893	408174	+	-	1123534	+	
798	CR	CDS	408332	409243	-	-	1123973	+	
800	CR	CDS	409368	410276	+	+	1125009	+	
802	CR	CDS	410521	411705	-	-	1126162	+	
804	CR	CDS	411831	414977	-	-	1127472	+	
806	CR	CDS	414974	416176	-	-	1130615	+	
808	CR	CDS	416366	417055	+	-	1132007	+	
810	CR	CDS	417113	418408	+	+	1132754	+	
812	CR	CDS	418815	420134	+	-	1134456	+	
814	CR	CDS	420210	421583	+	-	1135851	+	
816	CR	CDS	421739	423556	+	-	1137380	+	
818	CR	CDS	423561	424142	-	-	1139202	+	
820	CR	CDS	424235	425305	+	-	1139876	+	
822	CR	CDS	425361	426488	+	-	1141002	+	
824	CR	CDS	426511	426843	+	-	1142152	+	
826	CR	CDS	426871	428718	+	+	1142512	+	
828	CR	CDS	428729	429700	+	-	1144370	+	
830	CR	CDS	429829	430176	+	-	1145470	+	
832	CR	CDS	430353	431237	-	-	1145994	+	
834	CR	CDS	431536	432075	-	-	1147177	+	
836	CR	CDS	432226	432675	+	-	1147867	+	
838	CR	CDS	432679	433782	+	-	1148320	+	
840	CR	CDS	433871	434341	+	-	1149512	+	
842	CR	CDS	434361	434780	+	-	1150002	+	
844	CR	CDS	434858	435835	+	-	1150499	+	
846	CR	CDS	435813	436331	+	-	1151454	+	
848	CR	CDS	436385	437359	-	-	1152026	+	
850	CR	CDS	437539	439401	-	+	1153180	+	
852	CR	CDS	439426	440325	-	-	1155067	+	
854	CR	CDS	440325	440567	-	-	1155966	+	
856	CR	CDS	440773	442221	+	-	1156414	+	
858	CR	CDS	442275	442865	-	-	1157916	+	
860	CR	CDS	442828	443739	-	-	1158469	+	
862	CR	CDS	443907	444398	+	-	1159548	+	
864	CR	CDS	444526	445890	-	+	1160167	+	
866	CR	CDS	446039	446929	-	-	1161680	+	
868	CR	CDS	446941	447270	-	-	1162582	+	
870	CR	CDS	447270	447884	-	+	1162911	+	
872	CR	CDS	447874	449865	-	+	1163515	+	
874	CR	CDS	449887	450834	-	-	1165528	+	
876	CR	CDS	451294	452769	-	-	1166935	+	
878	CR	CDS	452813	453391	-	-	1168454	+	
880	CR	ND	453696	454013	+	-	1169337	+	
882	CR	CDS	454357	455655	+	-	1169998	+	
884	CR	CDS	455901	456524	+	-	1171542	+	
886	CR	CDS	456650	457924	+	-	1172291	+	
888	CR	CDS	458112	460466	+	-	1173753	+	
890	CR	CDS	460675	460947	+	-	1176316	+	
892	CR	CDS	461139	463010	+	-	1176780	+	
894	CR	CDS	463161	463532	+	-	1178802	+	
896	CR	CDS	463626	464024	+	-	1179267	+	
898	CR	CDS	464076	464771	-	-	1179717	+	
900	CR	CDS	464836	466536	-	-	1180477	+	
902	CR	CDS	466636	467454	+	-	1182277	+	
904	CR	CDS	467607	468065	+	-	1183248	+	
906	CR	CDS	468095	469867	+	-	1183736	+	
908	CR	CDS	469860	471641	+	-	1185501	+	
910	CR	CDS	471822	472160	+	+	1187463	+	
912	CR	CDS	472190	473476	+	+	1187831	+	
914	CR	CDS	473525	474385	-	+	1189166	+	
916	CR	CDS	474603	475175	+	+	1190244	+	
918	CR	CDS	475206	475595	-	-	1190847	+	
920	CR	CDS	475672	475785	+	-	1191313	+	
922	CR	CDS	475896	476249	+	-	1191537	+	
924	CR	CDS	476291	477841	-	-	1191932	+	
926	CR	CDS	478005	478475	-	-	1193646	+	
928	CR	CDS	478591	479142	-	-	1194232	+	
930	CR	tRNA	479314	479532	-	-	1194955	+	
932	CR	CDS	479558	479932	-	-	1195199	+	
934	CR	CDS	480478	483627	-	-	1196119	+	
936	CR	CDS	483650	484843	-	-	1199291	+	
938	CR	CDS	484985	485632	+	-	1200626	+	
940	CR	CDS	485760	489122	+	-	1201401	+	
942	CR	CDS	489334	489495	-	-	1204975	+	
944	CR	CDS	489509	490036	-	-	1205150	+	
946	CR	CDS	490106	490483	+	-	1205747	+	
948	CR	CDS	490636	491187	+	-	1206277	+	
950	CR	CDS	491316	493247	+	-	1206957	+	
952	CR	CDS	493300	493629	+	+	1208941	+	
954	CR	CDS	493629	494234	+	-	1209270	+	
956	CR	CDS	494344	496218	+	-	1209985	+	
958	CR	CDS	496399	497043	+	-	1212040	+	
960	CR	CDS	497279	498241	+	+	1212920	+	
962	CR	CDS	498238	499197	-	-	1213879	+	
964	CR	CDS	499349	500653	+	-	1214990	+	
966	CR	CDS	500786	502462	-	-	1216427	+	
968	CR	CDS	502700	503920	-	+	1218341	+	
970	CR	CDS	504138	505790	+	+	1219779	+	
972	CR	CDS	505827	506306	-	-	1221468	+	
974	CR	CDS	506428	506511	+	-	1222069	+	
976	CR	CDS	506510	507304	-	+	1222151	+	
978	CR	CDS	507442	507783	+	-	1223083	+	
980	CR	CDS	508099	510603	-	+	1223740	+	
982	CR	CDS	510865	511797	+	+	1226506	+	
984	CR	CDS	511800	513092	+	-	1227441	+	
986	CR	CDS	513217	513624	+	+	1228858	+	
988	CR	CDS	513625	514083	-	-	1229266	+	
990	CR	CDS	514080	514997	-	-	1229721	+	
992	CR	CDS	515143	515820	+	+	1230784	+	
994	CR	CDS	515807	516586	+	-	1231448	+	
996	CR	CDS	516649	517503	-	-	1232290	+	
998	CR	CDS	517564	518373	-	-	1233205	+	
1000	CR	CDS	518363	518989	-	-	1234004	+	
1002	CR	CDS	518957	519643	+	-	1234598	+	
1004	CR	CDS	519640	522054	+	-	1235281	+	
1006	CR	CDS	522485	526765	+	-	1238126	+	
1008	CR	CDS	526805	527173	+	-	1242446	+	
1010	CR	CDS	527176	527883	+	-	1242817	+	
1012	CR	CDS	527864	528354	+	-	1243505	+	
1014	CR	CDS	528724	528816	+	-	1244365	+	
1016	CR	CDS	528819	529240	-	-	1244460	+	
1018	CR	CDS	529356	530450	-	-	1244997	+	
1020	CR	CDS	530519	531445	-	-	1246160	+	
1022	CR	CDS	531675	532157	+	-	1247316	+	
1024	CR	CDS	532235	533050	+	-	1247876	+	
1026	CR	CDS	533140	534921	+	-	1248781	+	
1028	CR	CDS	534934	535710	+	-	1250575	+	
1030	CR	CDS	535810	536688	+	+	1251451	+	
1032	CR	CDS	536857	538311	+	-	1252498	+	
1034	CR	CDS	538371	539732	+	-	1254012	+	
1036	CR	CDS	539789	541090	+	-	1255430	+	
1038	CR	CDS	541112	542257	+	-	1256753	+	
1040	CR	CDS	542485	543270	-	-	1258126	+	
1042	CR	CDS	543281	544516	-	-	1258922	+	
1044	CR	CDS	544538	545587	-	-	1260179	+	
1046	CR	CDS	545904	547571	+	-	1261545	+	
1048	CR	CDS	547581	548839	+	-	1263222	+	
1050	CR	CDS	548850	549665	+	-	1264491	+	
1052	CR	CDS	549662	550555	+	-	1265303	+	
1054	CR	CDS	550750	551817	-	-	1266391	+	
1056	CR	CDS	551814	552323	-	-	1267455	+	
1058	CR	CDS	552441	553163	-	-	1268082	+	
1060	CR	CDS	553166	553660	-	-	1268807	+	
1062	CR	CDS	553834	555219	+	-	1269475	+	
1064	CR	CDS	555255	555776	-	+	1270896	+	
1066	CR	CDS	555884	556096	-	-	1271525	+	
1068	CR	CDS	556098	556964	-	+	1271739	+	
1070	CR	CDS	557435	557977	+	-	1273076	+	
1072	CR	CDS	558197	558889	+	-	1273838	+	
1074	CR	CDS	558920	561523	+	-	1274561	+	
1076	CR	CDS	561559	562542	+	-	1277200	+	
1078	CR	CDS	562553	563068	+	-	1278194	+	
