bgBrickID	bgBrickType	brickType	bgSP	bgEP	brickLen	Strand	operonID	geneName	locus_tag	pseudoGene	EG	funCat	COG_Num	KO_Num	GO_FunNum	GO_ProcNum	GO_CompNum	locus	seqLen	circular	organism	
27	ICR	TP	14734	14826	93													NC_003098	2038615	+	Streptococcus pneumoniae R6	
28	CR	CDS	14827	14898	72	-1	+	tRNA-Glu1	sprt01	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
29	ICR	TP	14899	15160	262													NC_003098	2038615	+	Streptococcus pneumoniae R6	
30	CR	CDS	15161	16674	1514	-1	+	rRNA_16S-1	sprr01	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
31	ICR	TP	16675	16747	73													NC_003098	2038615	+	Streptococcus pneumoniae R6	
32	CR	CDS	16748	16820	73	-1	+	tRNA-Ala1	sprt02	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
33	ICR	TP	16821	16944	124													NC_003098	2038615	+	Streptococcus pneumoniae R6	
34	CR	CDS	16945	19846	2902	-1	+	rRNA_23S-1	sprr02	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
35	ICR	TP	19847	19923	77													NC_003098	2038615	+	Streptococcus pneumoniae R6	
36	CR	CDS	19924	20038	115	-1	+	rRNA_5S-1	sprr03	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
37	ICR	TP	20039	20043	5													NC_003098	2038615	+	Streptococcus pneumoniae R6	
38	CR	CDS	20044	20117	74	-1	+	tRNA-Asn1	sprt03	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
39	ICR	TP	20118	20206	89													NC_003098	2038615	+	Streptococcus pneumoniae R6	
40	CR	CDS	20207	20554	348	-1	+	transposase_A	spr0014	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
41	ICR	TT	20555	20592	38													NC_003098	2038615	+	Streptococcus pneumoniae R6	
42	CR	CDS	20593	20751	159	-1	-	spr0015	spr0015	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
43	ICR	PP	20752	20732	-19													NC_003098	2038615	+	Streptococcus pneumoniae R6	
44	CR	CDS	20733	21071	339	-1	+	transposase_B	spr0016	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
45	ICR	TT	21072	21105	34													NC_003098	2038615	+	Streptococcus pneumoniae R6	
46	CR	CDS	21106	21312	207	-1	-	IS1167-truncation	spr0017	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
47	ICR	PT	21313	21454	142													NC_003098	2038615	+	Streptococcus pneumoniae R6	
48	CR	CDS	21455	21604	150	-1	-	IS1167-truncation	spr0018	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
49	ICR	PT	21605	21644	40													NC_003098	2038615	+	Streptococcus pneumoniae R6	
50	CR	CDS	21645	21851	207	-1	-	IS1167-truncation	spr0019	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
51	ICR	PP	21852	22161	310													NC_003098	2038615	+	Streptococcus pneumoniae R6	
52	CR	CDS	22162	22404	243	-1	+	spr0020	spr0020	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
53	ICR	TP	22405	22634	230													NC_003098	2038615	+	Streptococcus pneumoniae R6	
54	CR	CDS	22635	23921	1287	-1	+	purA	spr0021	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
55	ICR	TP	23922	24121	200													NC_003098	2038615	+	Streptococcus pneumoniae R6	
56	CR	CDS	24122	24589	468	-1	+	spr0022	spr0022	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
57	ICR	TP	24590	24630	41													NC_003098	2038615	+	Streptococcus pneumoniae R6	
58	CR	CDS	24631	24815	185	-1	+	scRNA	sprs01	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
59	ICR	TP	24816	24775	-40													NC_003098	2038615	+	Streptococcus pneumoniae R6	
60	CR	CDS	24776	25219	444	-1	+	dut	spr0023	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
61	ICR	TP	25220	25157	-62													NC_003098	2038615	+	Streptococcus pneumoniae R6	
62	CR	CDS	25158	25736	579	-1	+	spr0024	spr0024	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
63	ICR	TP	25737	25848	112													NC_003098	2038615	+	Streptococcus pneumoniae R6	
64	CR	CDS	25849	27111	1263	-1	+	radA	spr0025	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
65	ICR	TP	27112	27114	3													NC_003098	2038615	+	Streptococcus pneumoniae R6	
66	CR	CDS	27115	27681	567	-1	+	spr0026	spr0026	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
67	ICR	TP	27682	27705	24													NC_003098	2038615	+	Streptococcus pneumoniae R6	
68	CR	CDS	27706	28365	660	-1	+	spr0027	spr0027	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
69	ICR	TP	28366	28582	217													NC_003098	2038615	+	Streptococcus pneumoniae R6	
70	CR	CDS	28583	29602	1020	-1	+	prsA	spr0028	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
71	ICR	TT	29603	29623	21													NC_003098	2038615	+	Streptococcus pneumoniae R6	
72	CR	CDS	29624	30016	393	-1	-	IS1167-truncation	spr0029	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
73	ICR	PT	30017	30142	126													NC_003098	2038615	+	Streptococcus pneumoniae R6	
74	CR	CDS	30143	30481	339	-1	-	spr0030	spr0030	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
75	ICR	PT	30482	30699	218													NC_003098	2038615	+	Streptococcus pneumoniae R6	
76	CR	CDS	30700	31053	354	-1	-	spr0031	spr0031	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
77	ICR	PP	31054	31305	252													NC_003098	2038615	+	Streptococcus pneumoniae R6	
78	CR	CDS	31306	33939	2634	-1	+	polA	spr0032	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
79	ICR	TP	33940	34023	84													NC_003098	2038615	+	Streptococcus pneumoniae R6	
80	CR	CDS	34024	34461	438	-1	+	spr0033	spr0033	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
81	ICR	TT	34462	34651	190													NC_003098	2038615	+	Streptococcus pneumoniae R6	
82	CR	CDS	34652	35674	1023	-1	-	spr0034	spr0034	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
83	ICR	PP	35675	35810	136													NC_003098	2038615	+	Streptococcus pneumoniae R6	
84	CR	CDS	35811	36980	1170	-1	+	aspC	spr0035	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
85	ICR	TP	36981	36976	-4													NC_003098	2038615	+	Streptococcus pneumoniae R6	
86	CR	CDS	36977	37747	771	-1	+	recO	spr0036	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
87	ICR	TP	37748	37743	-4													NC_003098	2038615	+	Streptococcus pneumoniae R6	
88	CR	CDS	37744	38736	993	-1	+	plsX	spr0037	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
89	ICR	TP	38737	38741	5													NC_003098	2038615	+	Streptococcus pneumoniae R6	
90	CR	tRNA	38742	38975	234	-1	+	acpP	spr0038	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
91	ICR	TP	38976	39017	42													NC_003098	2038615	+	Streptococcus pneumoniae R6	
92	CR	CDS	39018	39311	294	-1	+	IS1381-truncation	spr0039	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
93	ICR	TP	39312	39513	202													NC_003098	2038615	+	Streptococcus pneumoniae R6	
94	CR	CDS	39514	39744	231	-1	+	thmA	spr0040	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
95	ICR	TT	39745	40223	479													NC_003098	2038615	+	Streptococcus pneumoniae R6	
96	CR	CDS	40224	40991	768	-1	-	IS1167	spr0041	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
97	ICR	PT	40992	40981	-10													NC_003098	2038615	+	Streptococcus pneumoniae R6	
98	CR	CDS	40982	41500	519	-1	-	IS1167	spr0042	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
99	ICR	PP	41501	41901	401													NC_003098	2038615	+	Streptococcus pneumoniae R6	
100	CR	CDS	41902	44055	2154	-1	+	comA	spr0043	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
101	ICR	TP	44056	44067	12													NC_003098	2038615	+	Streptococcus pneumoniae R6	
102	CR	CDS	44068	45417	1350	-1	+	comB	spr0044	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
103	ICR	TP	45418	45544	127													NC_003098	2038615	+	Streptococcus pneumoniae R6	
104	CR	CDS	45545	46294	750	-1	+	purC	spr0045	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
105	ICR	TP	46295	46492	198													NC_003098	2038615	+	Streptococcus pneumoniae R6	
106	CR	CDS	46493	50221	3729	-1	+	purL	spr0046	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
107	ICR	TP	50222	50313	92													NC_003098	2038615	+	Streptococcus pneumoniae R6	
108	CR	CDS	50314	51756	1443	-1	+	purF	spr0047	-	-	F 						NC_003098	2038615	+	Streptococcus pneumoniae R6	
109	ICR	TP	51757	51792	36													NC_003098	2038615	+	Streptococcus pneumoniae R6	
110	CR	CDS	51793	52815	1023	-1	+	purM	spr0048	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
111	ICR	TP	52816	52811	-4													NC_003098	2038615	+	Streptococcus pneumoniae R6	
112	CR	CDS	52812	53357	546	-1	+	purN	spr0049	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
113	ICR	TP	53358	53440	83													NC_003098	2038615	+	Streptococcus pneumoniae R6	
114	CR	CDS	53441	53950	510	-1	+	vanZ	spr0050	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
115	ICR	TP	53951	53953	3													NC_003098	2038615	+	Streptococcus pneumoniae R6	
116	CR	CDS	53954	55522	1569	-1	+	purH	spr0051	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
117	ICR	TP	55523	55643	121													NC_003098	2038615	+	Streptococcus pneumoniae R6	
118	CR	CDS	55644	56906	1263	-1	+	purD	spr0052	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
119	ICR	TP	56907	57275	369													NC_003098	2038615	+	Streptococcus pneumoniae R6	
120	CR	CDS	57276	57797	522	-1	+	purE	spr0053	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
121	ICR	TP	57798	57723	-74													NC_003098	2038615	+	Streptococcus pneumoniae R6	
122	CR	CDS	57724	58875	1152	-1	+	purK	spr0054	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
123	ICR	TP	58876	58884	9													NC_003098	2038615	+	Streptococcus pneumoniae R6	
124	CR	CDS	58885	59112	228	-1	+	spr0055	spr0055	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
125	ICR	TP	59113	59174	62													NC_003098	2038615	+	Streptococcus pneumoniae R6	
126	CR	CDS	59175	60473	1299	-1	+	purB	spr0056	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
127	ICR	TT	60474	60527	54													NC_003098	2038615	+	Streptococcus pneumoniae R6	
128	CR	CDS	60528	64466	3939	-1	-	strH	spr0057	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
129	ICR	PT	64467	64780	314													NC_003098	2038615	+	Streptococcus pneumoniae R6	
130	CR	CDS	64781	65539	759	-1	-	spr0058	spr0058	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
131	ICR	PP	65540	65844	305													NC_003098	2038615	+	Streptococcus pneumoniae R6	
132	CR	CDS	65845	67632	1788	-1	+	bgaC	spr0059	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
133	ICR	TP	67633	67628	-4													NC_003098	2038615	+	Streptococcus pneumoniae R6	
134	CR	CDS	67629	68105	477	-1	+	PTS-EIIB	spr0060	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
135	ICR	TP	68106	68132	27													NC_003098	2038615	+	Streptococcus pneumoniae R6	
136	CR	CDS	68133	69038	906	-1	+	PTS-EIIC	spr0061	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
137	ICR	TP	69039	69009	-29													NC_003098	2038615	+	Streptococcus pneumoniae R6	
138	CR	CDS	69010	69840	831	-1	+	PTS-EIID	spr0062	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
139	ICR	TP	69841	69846	6													NC_003098	2038615	+	Streptococcus pneumoniae R6	
140	CR	CDS	69847	70251	405	-1	+	PTS-EII	spr0063	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
141	ICR	TP	70252	70548	297													NC_003098	2038615	+	Streptococcus pneumoniae R6	
142	CR	CDS	70549	71715	1167	-1	+	agaS	spr0064	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
143	ICR	TP	71716	71830	115													NC_003098	2038615	+	Streptococcus pneumoniae R6	
144	CR	CDS	71831	72868	1038	-1	+	galM	spr0065	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
145	ICR	TP	72869	73074	206													NC_003098	2038615	+	Streptococcus pneumoniae R6	
146	CR	CDS	73075	73929	855	-1	+	spr0066	spr0066	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
147	ICR	TP	73930	74078	149													NC_003098	2038615	+	Streptococcus pneumoniae R6	
148	CR	CDS	74079	74336	258	-1	+	spr0067	spr0067	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
149	ICR	TP	74337	75310	974													NC_003098	2038615	+	Streptococcus pneumoniae R6	
150	CR	CDS	75311	76075	765	-1	+	spr0068	spr0068	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
151	ICR	TP	76076	76546	471													NC_003098	2038615	+	Streptococcus pneumoniae R6	
152	CR	CDS	76547	76705	159	-1	+	spr0069	spr0069	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
153	ICR	TP	76706	76685	-20													NC_003098	2038615	+	Streptococcus pneumoniae R6	
154	CR	CDS	76686	78065	1380	-1	+	trkH	spr0070	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
155	ICR	TP	78066	78057	-8													NC_003098	2038615	+	Streptococcus pneumoniae R6	
156	CR	CDS	78058	78744	687	-1	+	trkA	spr0071	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
157	ICR	TP	78745	79053	309													NC_003098	2038615	+	Streptococcus pneumoniae R6	
158	CR	CDS	79054	79593	540	-1	+	spr0072	spr0072	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
159	ICR	TT	79594	79470	-123													NC_003098	2038615	+	Streptococcus pneumoniae R6	
160	CR	CDS	79471	80040	570	-1	-	spr0073	spr0073	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
161	ICR	PP	80041	79659	-381													NC_003098	2038615	+	Streptococcus pneumoniae R6	
162	CR	CDS	79660	80070	411	-1	+	spr0074	spr0074	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
163	ICR	TP	80071	80185	115													NC_003098	2038615	+	Streptococcus pneumoniae R6	
164	CR	CDS	80186	83671	3486	-1	+	spr0075	spr0075	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
165	ICR	TP	83672	83837	166													NC_003098	2038615	+	Streptococcus pneumoniae R6	
166	CR	CDS	83838	84536	699	-1	+	rr08	spr0076	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
167	ICR	TP	84537	84532	-4													NC_003098	2038615	+	Streptococcus pneumoniae R6	
168	CR	CDS	84533	85585	1053	-1	+	hk08	spr0077	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
169	ICR	TP	85586	85779	194													NC_003098	2038615	+	Streptococcus pneumoniae R6	
170	CR	CDS	85780	86391	612	-1	+	rpsD	spr0078	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
171	ICR	TP	86392	86558	167													NC_003098	2038615	+	Streptococcus pneumoniae R6	
172	CR	CDS	86559	86735	177	-1	+	transposase_A	spr0079	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
173	ICR	TP	86736	87043	308													NC_003098	2038615	+	Streptococcus pneumoniae R6	
174	CR	CDS	87044	87313	270	-1	+	spr0080	spr0080	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
175	ICR	TP	87314	87776	463													NC_003098	2038615	+	Streptococcus pneumoniae R6	
176	CR	tRNA	87777	88736	960	-1	+	ABC-MSP	spr0081	-	-	G 						NC_003098	2038615	+	Streptococcus pneumoniae R6	
177	ICR	TP	88737	88749	13													NC_003098	2038615	+	Streptococcus pneumoniae R6	
178	CR	tRNA	88750	89673	924	-1	+	ABC-MSP	spr0082	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
179	ICR	TP	89674	89861	188													NC_003098	2038615	+	Streptococcus pneumoniae R6	
180	CR	tRNA	89862	91406	1545	-1	+	ABC-SBP	spr0083	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
181	ICR	TP	91407	91677	271													NC_003098	2038615	+	Streptococcus pneumoniae R6	
182	CR	tRNA	91678	92664	987	-1	+	spr0084	spr0084	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
183	ICR	TP	92665	92632	-32													NC_003098	2038615	+	Streptococcus pneumoniae R6	
184	CR	CDS	92633	93646	1014	-1	+	spr0085	spr0085	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
185	ICR	TT	93647	93717	71													NC_003098	2038615	+	Streptococcus pneumoniae R6	
186	CR	CDS	93718	94782	1065	-1	-	spr0086	spr0086	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
187	ICR	PT	94783	94844	62													NC_003098	2038615	+	Streptococcus pneumoniae R6	
188	CR	CDS	94845	95807	963	-1	-	spr0087	spr0087	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
189	ICR	PT	95808	95748	-59													NC_003098	2038615	+	Streptococcus pneumoniae R6	
190	CR	CDS	95749	96342	594	-1	-	spr0088	spr0088	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
191	ICR	PT	96343	96328	-14													NC_003098	2038615	+	Streptococcus pneumoniae R6	
192	CR	CDS	96329	96655	327	-1	-	spr0089	spr0089	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
193	ICR	PT	96656	96793	138													NC_003098	2038615	+	Streptococcus pneumoniae R6	
194	CR	CDS	96794	97960	1167	-1	-	spr0090	spr0090	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
195	ICR	PP	97961	98017	57													NC_003098	2038615	+	Streptococcus pneumoniae R6	
196	CR	CDS	98018	99175	1158	-1	+	spr0091	spr0091	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
197	ICR	TP	99176	99216	41													NC_003098	2038615	+	Streptococcus pneumoniae R6	
198	CR	CDS	99217	101067	1851	-1	+	capD	spr0092	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
199	ICR	TT	101068	101462	395													NC_003098	2038615	+	Streptococcus pneumoniae R6	
200	CR	ND	101463	102095	633	-1	-	gph	spr0093	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
201	ICR	PT	102096	102116	21													NC_003098	2038615	+	Streptococcus pneumoniae R6	
202	CR	CDS	102117	102989	873	-1	-	sdaA	spr0094	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
203	ICR	PT	102990	102997	8													NC_003098	2038615	+	Streptococcus pneumoniae R6	
204	CR	CDS	102998	103669	672	-1	-	sdaB	spr0095	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
205	ICR	PP	103670	103910	241													NC_003098	2038615	+	Streptococcus pneumoniae R6	
206	CR	CDS	103911	104414	504	-1	+	spr0096	spr0096	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
207	ICR	TT	104415	104536	122													NC_003098	2038615	+	Streptococcus pneumoniae R6	
208	CR	CDS	104537	104785	249	-1	-	spr0097	spr0097	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
209	ICR	PP	104786	105241	456													NC_003098	2038615	+	Streptococcus pneumoniae R6	
210	CR	CDS	105242	105490	249	-1	+	spr0098	spr0098	-	+	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
211	ICR	TP	105491	105544	54													NC_003098	2038615	+	Streptococcus pneumoniae R6	
212	CR	ND	105545	107653	2109	-1	+	ABC-MSP	spr0099	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
213	ICR	TP	107654	107649	-4													NC_003098	2038615	+	Streptococcus pneumoniae R6	
214	CR	CDS	107650	108291	642	-1	+	ABC-NBD	spr0100	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
215	ICR	TP	108292	108505	214													NC_003098	2038615	+	Streptococcus pneumoniae R6	
216	CR	CDS	108506	109303	798	-1	+	ABC-SBP	spr0101	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
217	ICR	TP	109304	109268	-35													NC_003098	2038615	+	Streptococcus pneumoniae R6	
218	CR	CDS	109269	110516	1248	-1	+	argG	spr0102	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
219	ICR	TP	110517	110544	28													NC_003098	2038615	+	Streptococcus pneumoniae R6	
220	CR	CDS	110545	111936	1392	-1	+	argH	spr0103	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
221	ICR	TT	111937	112224	288													NC_003098	2038615	+	Streptococcus pneumoniae R6	
222	CR	CDS	112225	113124	900	-1	-	spr0104	spr0104	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
223	ICR	PP	113125	113541	417													NC_003098	2038615	+	Streptococcus pneumoniae R6	
224	CR	CDS	113542	113775	234	-1	+	Transporter-truncation	spr0105	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
225	ICR	TP	113776	113838	63													NC_003098	2038615	+	Streptococcus pneumoniae R6	
226	CR	CDS	113839	115773	1935	-1	+	Transporter-truncation	spr0106	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
227	ICR	TP	115774	115765	-8													NC_003098	2038615	+	Streptococcus pneumoniae R6	
228	CR	CDS	115766	116233	468	-1	+	spr0107	spr0107	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
229	ICR	TP	116234	116229	-4													NC_003098	2038615	+	Streptococcus pneumoniae R6	
230	CR	CDS	116230	117582	1353	-1	+	spr0108	spr0108	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
231	ICR	TP	117583	117727	145													NC_003098	2038615	+	Streptococcus pneumoniae R6	
232	CR	CDS	117728	118108	381	-1	+	spr0109	spr0109	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
233	ICR	TT	118109	118610	502													NC_003098	2038615	+	Streptococcus pneumoniae R6	
234	CR	CDS	118611	118931	321	-1	-	spr0110	spr0110	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
235	ICR	PP	118932	119687	756													NC_003098	2038615	+	Streptococcus pneumoniae R6	
236	CR	CDS	119688	120059	372	-1	+	spr0111	spr0111	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
237	ICR	TP	120060	120066	7													NC_003098	2038615	+	Streptococcus pneumoniae R6	
238	CR	rRNA	120067	120279	213	-1	+	spr0112	spr0112	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
239	ICR	TP	120280	121083	804													NC_003098	2038615	+	Streptococcus pneumoniae R6	
240	CR	rRNA	121084	122142	1059	-1	+	spr0113	spr0113	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
241	ICR	TP	122143	122440	298													NC_003098	2038615	+	Streptococcus pneumoniae R6	
242	CR	tRNA	122441	123433	993	-1	+	spr0114	spr0114	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
243	ICR	TP	123434	123809	376													NC_003098	2038615	+	Streptococcus pneumoniae R6	
244	CR	rRNA	123810	124184	375	-1	+	spr0115	spr0115	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
245	ICR	TP	124185	124190	6													NC_003098	2038615	+	Streptococcus pneumoniae R6	
246	CR	tRNA	124191	124373	183	-1	+	spr0116	spr0116	-	-	X						NC_003098	2038615	+	Streptococcus pneumoniae R6	
